Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_verbose,Logcat_error,Logcat_info,Logcat_warning,Logcat_total,Process_total,Category,Family
37835,1100,10976,31768,82028,1108,10073,6786,3286,0,0,5,0,2,8,25,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,9,28,0,2,0,0,0,0,4,1,912,1893,3942,187,4531,11465,193,Trojan_Spy,smsthief
95929,23024,8432,42912,130900,25660,28930,24658,4271,40,1,5,2,4,42,36,13,53,3,0,3,0,0,11,5,8,0,0,6,5,18,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,4,0,67,72,4,8,4,4,137,79,24,26,4,11,0,0,6,0,0,0,6,8,0,0,4,4,4,0,6,2,0,5,5,0,4,0,0,0,0,80,0,0,13,0,2,2708,19,3577,39,3,0,2201,1088,112,3654,1856,8911,191,Trojan_Spy,smforw
49031,5644,10876,35852,98740,5660,21952,15311,6640,21,1,6,1,2,12,29,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,42,0,42,42,0,42,0,0,42,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,8,0,0,0,0,3,1,3483,1927,3997,721,115,10243,192,Trojan_Spy,sandr
46172,900,11244,41468,77044,904,7927,6236,1690,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,2,0,4144,709,4112,111,1461,10537,195,Trojan_Spy,<unknown>
34852,712,11088,30092,79664,716,10046,6173,3872,0,0,5,0,2,5,24,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,1,0,0,0,0,4,1,4344,155,909,1598,3342,10348,194,Trojan_Spy,smsthief
46671,1248,11200,40812,81488,1252,7926,6284,1641,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,2,0,4127,2956,116,902,1613,9714,193,Trojan_Spy,smsthief
148340,9028,10704,129792,86004,9128,69209,58936,10272,109,2,9,3,6,43,47,18,74,4,3,3,0,0,2,1,3,5,0,6,0,0,0,0,10,29,2,2,16,0,8,8,5,13,0,0,16,0,0,15,0,36,44,7,4,52,52,153,93,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,2,1,106,4,4,0,0,0,0,0,14,0,0,0,26,0,1,242122,236,25640,368,4,1,764,10807,2102,104,2223,16000,194,Trojan_Spy,sandr
42726,1188,10996,38156,66820,1192,7926,6223,1702,0,0,4,0,2,3,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,2,0,1275,2265,109,1666,671,5986,196,Trojan_Spy,smsthief
38092,2364,11088,30380,85952,2368,10026,6173,3852,0,0,5,0,2,5,24,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31,0,2,0,0,0,0,4,1,3823,114,1821,6351,847,12956,191,Trojan_Spy,smsthief
48009,1324,11244,41508,80908,1328,7921,6071,1849,0,0,4,0,2,3,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,31,0,2,0,0,0,0,2,0,112,801,1892,3584,5909,12298,188,Trojan_Spy,<unknown>
35317,888,11052,30344,79536,896,8021,6518,1502,0,0,5,0,2,5,24,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,1,0,0,0,0,4,1,1324,3395,2900,119,1570,9308,195,Trojan_Spy,smsthief
152478,1160,10672,145760,92212,1200,85345,70598,14746,21,0,5,1,3,28,28,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,4,48,0,44,44,0,44,0,0,48,0,0,20,0,18,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,3,1,111,4130,3908,685,2136,10970,194,Trojan_Spy,sandr
43182,2660,10816,32624,104048,2676,15778,13009,2768,21,1,6,1,2,12,27,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,40,0,40,40,0,40,0,0,40,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,11,0,0,0,0,3,1,2243,110,2047,11769,721,16890,190,Trojan_Spy,sandr
36631,724,11124,30940,83016,732,10052,7540,2511,0,0,5,0,2,5,24,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,2,0,0,0,0,4,1,1957,1230,2997,115,3088,9387,196,Trojan_Spy,smsthief
34763,616,11152,28644,84768,624,9976,6753,3222,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,2,0,3143,2180,100,3415,812,9650,189,Trojan_Spy,smsthief
83647,14188,8420,41360,141540,16624,28415,24519,3895,46,1,6,3,4,41,40,16,59,4,0,1,0,0,9,8,8,0,0,5,8,20,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,6,0,91,101,8,10,6,6,70,48,37,40,6,16,0,0,9,0,0,0,10,8,0,0,4,2,6,0,9,3,0,8,8,0,5,0,0,0,0,80,0,0,19,0,3,22792,121,19985,243,3,0,1880,113,3778,2795,1315,9881,193,Trojan_Spy,smforw
88481,18232,8500,40528,135492,20644,29029,25369,3659,64,2,7,4,4,45,39,16,61,3,0,2,0,0,7,9,7,0,0,5,13,30,0,0,0,10,0,0,5,0,5,5,0,5,5,5,5,0,0,7,0,128,139,6,12,10,10,45,45,54,62,10,27,0,0,15,0,0,0,12,7,0,0,5,5,7,0,15,5,0,9,9,0,6,0,0,0,0,100,0,0,28,0,5,16697,151,28479,289,3,0,1816,109,2707,3845,1313,9790,193,Trojan_Spy,smforw
128118,508,10704,123124,75932,544,78258,63746,14511,21,1,5,1,3,25,29,19,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,4,40,0,36,36,0,36,0,0,40,0,0,16,0,18,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,3,1,3437,2246,3215,818,114,9830,195,Trojan_Spy,sandr
92869,19504,8780,42272,136248,24792,27311,23450,3860,56,2,5,2,4,40,38,15,57,3,0,1,0,0,8,5,7,0,0,5,7,18,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,4,0,86,93,6,6,7,7,69,47,37,46,6,16,0,0,9,0,0,0,8,7,0,0,4,3,4,0,9,3,0,5,5,0,5,0,0,0,0,80,0,0,16,0,3,24751,130,21792,237,4,0,1749,107,2397,3262,1126,8641,192,Trojan_Spy,smforw
100304,21852,8464,45208,131816,28204,30223,25777,4445,117,3,7,4,4,34,40,16,59,3,0,3,0,0,5,3,4,0,0,4,4,15,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,5,0,56,60,8,6,5,5,61,39,25,28,4,11,0,0,6,0,0,0,4,4,0,0,3,3,5,0,6,2,0,3,3,0,4,0,0,0,0,40,0,0,13,0,2,21228,102,19439,216,4,0,985,165,3985,2550,1917,9602,190,Trojan_Spy,smforw
35259,2548,12480,26200,88524,2560,13110,10051,3058,6,1,5,1,2,9,28,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,2,0,1745,2183,108,549,7789,12374,189,Trojan_Spy,smsthief
39940,736,11124,35072,77584,740,7920,6087,1832,0,0,4,0,2,3,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,2,0,985,3144,123,2688,1771,8711,195,Trojan_Spy,smsthief
90325,14440,8476,48708,138512,15280,32580,27812,4767,64,1,5,2,4,34,37,13,50,3,0,3,0,0,9,5,7,0,0,4,4,14,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,4,0,64,70,6,6,4,4,63,41,27,32,4,12,0,0,6,0,0,0,6,7,0,0,3,3,4,0,6,2,0,5,5,0,4,0,0,0,0,60,0,0,12,0,2,30069,128,22908,231,4,0,799,112,1789,2966,1601,7267,190,Trojan_Spy,smforw
36384,3560,13004,25788,89436,3572,13112,10006,3105,6,1,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,2,0,3280,784,2520,104,2488,9176,191,Trojan_Spy,smsthief
40245,672,11124,36176,73944,676,7920,6083,1837,0,0,4,0,2,3,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,2,0,1063,3453,3314,112,1935,9877,196,Trojan_Spy,smsthief
124900,920,10648,119492,62836,952,71723,57810,13912,21,0,5,1,3,24,28,19,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,4,40,0,36,36,0,36,0,0,40,0,0,16,0,18,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,3,1,3130,922,3432,2048,114,9646,196,Trojan_Spy,sandr
71851,19976,9136,31700,83780,25776,18489,14987,3501,28,2,5,2,2,14,30,10,37,0,0,0,0,0,2,2,2,0,0,1,5,18,0,0,0,4,0,0,2,0,2,2,0,2,2,2,2,0,0,5,0,34,41,6,6,4,4,18,18,28,32,4,11,0,0,6,0,0,0,6,2,0,0,4,4,5,0,4,2,0,2,2,0,4,0,0,0,0,40,0,0,11,0,2,11234,78,15842,173,3,0,3494,110,996,1936,2582,9118,190,Trojan_Spy,smforw
69715,964,10644,61096,107164,988,28955,20500,8454,42,2,6,2,3,20,29,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,4,26,0,22,22,0,22,0,0,26,0,0,9,0,14,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,13468,215,3,1,1962,107,3369,762,1723,7923,190,Trojan_Spy,sandr
44746,1160,11136,39556,78036,1164,7937,6192,1744,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,2,0,959,3783,143,4631,2139,11655,192,Trojan_Spy,smsthief
33604,648,11088,29116,78016,656,9999,7246,2752,0,0,4,0,2,3,23,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,2,0,1626,2899,4323,868,118,9834,195,Trojan_Spy,smsthief
34383,916,11064,28272,80516,924,9960,6733,3226,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,2,0,2035,3824,779,5607,103,12348,193,Trojan_Spy,smsthief
29026,816,12800,24716,66968,820,7927,5420,2506,0,0,4,0,2,3,28,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,114,2937,2009,901,2348,8309,197,Trojan_Spy,smsthief
44651,1224,11116,39628,69540,1228,7921,6255,1665,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,2,0,3755,724,107,3436,1806,9828,194,Trojan_Spy,smsthief
84945,13516,8396,49024,121684,13816,34300,29579,4720,142,3,7,4,4,38,38,16,61,3,0,9,0,0,12,6,9,0,0,3,2,12,0,0,0,2,0,0,1,0,1,1,0,1,1,1,1,0,0,3,0,45,49,6,6,2,2,54,32,14,14,2,5,0,0,3,0,0,0,4,9,0,0,3,3,3,0,3,1,0,6,6,0,2,0,0,0,0,60,0,0,8,0,1,31448,115,19193,179,3,0,106,2140,7803,907,2039,12995,193,Trojan_Spy,smforw
34478,588,11032,29888,79372,596,10039,6495,3543,0,0,5,0,2,5,24,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,2,0,0,0,0,4,1,2927,1603,2544,99,3761,10934,192,Trojan_Spy,smsthief
33116,3572,12308,24704,79032,3576,8964,5390,3573,0,0,4,0,2,3,30,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1320,6301,117,1600,658,9996,193,Trojan_Spy,smsthief
82796,9828,8456,48216,130880,11876,32981,28306,4674,116,3,7,4,4,40,38,13,50,3,0,3,0,0,5,3,4,0,0,3,3,13,0,0,0,2,0,0,1,0,1,1,0,1,1,1,1,0,0,3,0,35,39,6,6,2,2,54,32,14,14,2,6,0,0,3,0,0,0,4,4,0,0,3,3,3,0,3,1,0,3,3,0,2,0,0,0,0,60,0,0,8,0,1,15571,66,12592,134,3,0,111,827,1818,4491,2129,9376,193,Trojan_Spy,smforw
61165,7856,10720,44248,108808,8176,29463,23218,6244,80,3,6,2,5,29,47,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,3,0,1,0,0,0,0,3,0,4928,118,738,1837,3292,10913,191,Trojan_Spy,smforw
47778,1200,10996,42276,78844,1204,7939,6115,1823,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,2,0,1566,118,580,3694,4749,10707,192,Trojan_Spy,smsthief
56507,7744,11196,37196,77028,12628,17480,14915,2564,17,2,6,2,2,14,29,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,3,0,0,0,0,3,0,3973,1828,2851,976,145,9773,193,Trojan_Spy,qqspy
39239,752,11252,34468,76160,756,7936,5988,1947,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,2,0,1637,862,2596,125,2593,7813,193,Trojan_Spy,<unknown>
48773,5216,10820,36132,98132,5232,16891,14245,2645,21,0,6,1,3,15,27,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,4,32,0,28,28,0,28,0,0,32,0,0,12,0,20,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,12329,197,3,1,1877,109,2737,3424,784,8931,193,Trojan_Spy,kasandra
58609,12576,9236,29076,89684,19572,16774,14210,2563,14,1,4,1,2,16,28,9,36,0,0,0,0,0,6,4,5,0,0,4,7,18,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,5,0,65,74,8,6,6,6,70,48,37,44,6,16,0,0,9,0,0,0,8,5,0,0,3,3,5,0,7,3,0,4,4,0,5,0,0,0,0,60,0,0,14,0,3,22282,108,19078,215,4,0,2403,1129,3636,134,1869,9171,192,Trojan_Spy,smforw
42208,4664,10860,30360,101220,4680,14390,11960,2429,21,0,6,1,2,9,27,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,30,0,30,30,0,30,0,0,30,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,9360,156,3,1,2590,106,2018,819,4378,9911,191,Trojan_Spy,sandr
35069,884,11064,28756,82164,892,9991,6430,3560,0,0,4,0,2,3,23,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,2,0,1178,3900,171,3680,2078,11007,192,Trojan_Spy,smsthief
93563,17072,8436,39756,132004,23372,29087,24971,4115,77,2,5,2,4,40,36,15,55,3,0,1,0,0,12,7,8,0,0,5,8,20,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,4,0,85,91,8,8,6,6,478,252,34,42,6,15,0,0,9,0,0,0,6,8,0,0,4,4,4,0,9,3,0,7,7,0,5,0,0,0,0,60,0,0,17,0,3,2314836,2162,156056,1806,3,0,5015,1990,105,1315,2195,10620,193,Trojan_Spy,smforw
65303,7036,10684,45828,109068,9192,28682,23924,4757,201,25,9,5,2,39,43,38,38,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,50,12,0,0,9,4,3,0,0,0,0,3,0,1805,714,4239,3050,114,9922,192,Trojan_Spy,smsthief
93133,19544,8352,43556,137388,22772,30199,25824,4374,80,1,6,3,4,35,38,15,57,3,0,3,0,0,7,5,6,0,0,5,7,20,0,0,0,6,0,0,3,0,3,3,0,3,3,3,3,0,0,6,0,87,97,6,8,6,6,70,48,42,50,6,17,0,0,9,0,0,0,10,6,0,0,4,3,6,0,9,3,0,5,5,0,6,0,0,0,0,80,0,0,18,0,3,27081,114,21112,259,3,0,1475,112,4985,1955,2432,10959,192,Trojan_Spy,smforw
