Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
77755,5280,10580,64628,97148,5544,25565,20606,4958,161,2,8,3,4,31,34,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,0,1,1,0,0,0,0,72,7,7,1,0,0,3,5,4,8,10,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,144,94,1,2,0,0,0,0,0,0,4,0,1,3958,31,23884,34,8,1,3459,1852,112,546,2758,8727,190,Trojan,mytrackp
65346,3924,10724,51888,93116,6920,21556,16568,4987,123,4,6,3,2,19,33,6,24,0,0,0,75,28,0,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,52,52,51,49,66,51,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1279,12,5435,17,3,0,113,2795,3703,638,2226,9475,189,Trojan,autoins
74418,4512,10488,62504,95300,4688,25364,19336,6027,154,2,10,3,4,30,35,20,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,3,1,0,0,0,0,63,11,11,1,0,0,6,8,4,8,10,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,126,83,3,4,0,0,0,0,0,0,4,0,1,3958,31,24301,40,8,2,1035,609,2267,1920,103,5934,189,Trojan,mytrackp
66114,4104,10780,53040,96624,6632,21734,16762,4971,133,11,6,3,2,16,38,6,24,0,0,0,73,27,0,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,50,50,50,48,64,50,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1201,12,5195,13,3,0,3247,2514,144,613,2976,9494,190,Trojan,autoins
109222,42868,9964,52568,84236,46972,29617,24205,5411,14,1,7,1,4,38,37,11,42,3,0,1,240,120,11,0,0,0,0,0,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,105,105,10,0,0,0,6,156,19,0,10,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,41,0,5,8960,59,15794,129,2,2,1825,4715,716,3292,191,10739,191,Trojan,lotoor
53636,5892,10972,36736,96500,9716,21927,16249,5677,109,3,5,2,2,16,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,0,0,2340,39,3,0,734,2962,4048,312,2343,10399,193,Trojan,gappusin
76012,6812,10600,56024,98884,12140,33132,27327,5804,317,9,7,4,3,28,39,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,8,14,0,4,0,0,7,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,1,7484,42,6213,60,2,0,2145,2197,183,698,2643,7866,198,Trojan,gappusin
112370,4172,10572,97348,90824,8496,30507,22222,8284,273,8,11,8,2,17,34,13,52,0,1,0,0,0,0,0,0,0,0,0,0,2,2,28,2,0,60,120,0,0,0,60,0,0,0,60,60,0,0,60,0,0,0,0,0,0,0,12,6,266,66,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,174,175,175,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,73,0,1,5635,23,4045,31,3,0,2590,1041,2817,2113,108,8669,192,Trojan,hypay
90989,33508,10672,43948,109756,38036,25053,19771,5281,91,3,5,2,4,33,34,9,35,4,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,88,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,33,0,8,0,0,0,0,2,0,2484,4667,968,213,10298,18630,192,Trojan,styricka
67115,5760,10552,51888,99504,5972,23980,18659,5320,80,2,8,2,4,27,33,21,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,2,1,0,0,0,0,41,8,8,1,0,0,5,10,3,6,8,0,0,0,4,4,3,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,59,2,2,0,0,0,0,0,0,3,0,1,1140,13,1943,16,10,1,114,2826,592,1670,1952,7154,191,Trojan,<unknown>
87752,17380,10640,56436,94324,22564,42302,35506,6795,96,9,6,2,4,41,37,26,49,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,175,2102,1823,534,3536,8170,193,Trojan,styricka
72969,8256,10612,56616,95844,8280,24403,19013,5389,323,2,4,1,2,18,33,12,37,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,2,1,0,3,3,0,3,0,0,1,3,0,0,0,8,16,4,0,0,0,60,231,10,0,0,20,22,0,9,0,0,1,0,0,0,0,0,5,3,2,0,0,0,0,24,24,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,0,1,22477,72,14612,86,3,0,4099,98,2022,2201,609,9029,192,Trojan,ginmaster
69067,4776,10600,56200,96008,5024,24733,18437,6295,91,2,8,2,4,31,33,18,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,2,1,0,0,0,0,55,11,11,1,0,0,5,8,3,6,10,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,75,2,4,0,0,0,0,0,0,3,0,1,2977,24,16487,27,9,1,766,2133,2666,3227,106,8898,191,Trojan,mytrackp
114879,29464,10580,72784,110380,33616,36378,29478,6899,282,7,8,5,4,39,41,10,43,3,0,2,80,29,2,0,0,0,0,0,0,1,2,0,6,0,9,44,0,0,0,15,0,0,0,29,29,0,0,15,0,0,0,0,22,21,0,4,61,61,75,69,78,61,0,0,8,0,9,0,0,0,0,0,2,0,0,3,3,0,0,2,0,0,11,11,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,26,0,2,1840,18,7940,21,3,0,115,835,2791,2799,2512,9052,192,Trojan,autoins
94880,14628,10520,67304,100004,19168,50294,42669,7624,233,13,5,2,4,45,43,65,61,2,0,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,0,1,6783,19,1629,21,3,0,2314,4682,251,626,2017,9890,192,Trojan,styricka
46845,8132,8488,29156,77884,9512,17147,13806,3340,67,7,5,2,2,19,32,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,1,8204,28,4916,78,3,0,658,5865,1768,2651,114,11056,192,Trojan,autosms
104719,38232,9932,54572,93140,42396,32204,24608,7595,14,1,7,1,4,39,38,12,46,3,0,1,315,169,14,0,0,0,0,0,0,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,168,168,10,0,0,0,9,234,35,0,16,0,0,0,26,0,0,0,0,0,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,9,176,0,0,0,0,0,0,0,0,65,0,8,12128,83,21330,179,3,2,1877,721,3079,1796,165,7638,193,Trojan,lotoor
67561,5112,10560,52792,106196,5264,24173,18697,5475,142,3,8,3,4,29,34,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,1,1,0,0,0,0,28,6,6,1,0,0,3,6,4,8,10,2,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,56,50,1,1,0,0,0,0,0,0,4,0,1,770,9,1154,11,9,1,2791,512,108,3691,1665,8767,191,Trojan,mytrackp
44584,5756,11976,31080,95416,5772,11418,8423,2994,76,7,5,2,2,10,31,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,3,0,2613,3892,759,302,7620,15186,191,Trojan,smsagent
106423,27820,10856,66928,94304,29712,39645,32934,6710,238,10,8,3,4,40,39,15,59,2,1,5,0,0,2,0,0,2,0,0,0,3,1,3,1,0,6,11,0,0,0,6,0,0,0,5,6,0,0,6,0,0,14,0,23,23,8,4,3,3,40,20,5,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,12,0,1,36788,134,29145,163,3,2,1671,2110,111,1903,2546,8341,189,Trojan,hyspu
243322,5864,11812,228244,85400,5876,60733,50850,9882,1752,193,198,194,2,230,218,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,1015,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,2,0,0,0,0,2,0,3256,2387,2263,3350,3852,15108,181,Trojan,mobtes
99801,38160,10856,46348,107536,39728,30078,24596,5481,98,2,4,1,4,42,36,12,49,4,0,1,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,40,2,0,5,6,0,0,0,0,34,8,8,6,1,3,0,0,85,86,0,2,0,0,408,204,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,68,110,5,0,0,0,0,0,0,0,30,0,6,1717041,1734,149762,1440,3,1,131,2215,2986,1791,1663,8786,195,Trojan,xinyinhe
58664,6384,10788,40624,98744,8776,25331,19020,6310,218,3,6,3,3,21,32,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,25,0,6,0,0,14,14,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,24153,109,28404,153,2,0,195,1718,653,2390,1721,6677,195,Trojan,gappusin
110688,43476,10000,53644,80652,47600,29109,24119,4989,14,1,8,1,4,44,38,10,42,4,0,1,230,118,11,0,0,0,0,0,0,5,2,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,120,135,22,0,0,0,6,156,18,0,10,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,41,0,5,9848,63,17530,142,5,3,1844,1063,3634,4210,174,10925,190,Trojan,lotoor
109858,32692,10656,65832,94612,35220,39469,31540,7928,123,6,9,5,4,52,40,13,50,3,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,34,43,0,6,0,0,76,66,2,4,0,0,4,2,0,0,0,0,2,4,3,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,3,1,2345,928,1285,1440,149,6147,192,Trojan,wkload
73570,21344,10768,44904,86584,22320,28918,22890,6027,9,1,4,1,4,27,37,11,46,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,5,5,4,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,1,824,12,3134,27,2,0,847,2109,2915,1931,117,7919,194,Trojan,hypay
73155,5216,10816,56284,101184,8580,22067,17446,4620,148,5,6,3,2,19,33,6,26,0,0,0,105,41,0,0,0,0,0,0,0,0,2,0,4,0,6,36,0,0,0,12,0,0,0,24,24,0,0,12,0,0,0,0,0,0,0,0,82,82,100,81,96,72,0,0,6,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,1318,13,6003,15,3,0,2796,3114,3718,568,112,10308,192,Trojan,autoins
34097,1476,13364,26824,82040,1488,8988,6519,2468,0,0,4,0,2,3,26,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,2,1,2656,180,2634,1248,2916,9634,191,Trojan,mobtes
55238,3624,10952,43408,106980,3668,18406,11113,7292,102,1,5,2,2,13,30,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,26,0,0,11,2,0,4,4,24,28,0,0,2,0,4,0,0,0,0,8,4,12,12,18,9,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,27182,58,4953,72,3,0,231,2474,662,2159,1788,7314,189,Trojan,smsagent
45346,6524,8820,28228,91316,6852,21464,18774,2689,10,1,4,1,2,10,28,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,5952,80,5840,82,2,0,823,3672,2227,152,3340,10214,194,Trojan,styricka
93241,5024,10604,80164,101852,5132,28495,21414,7080,195,10,9,3,4,39,35,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,0,2,1,0,0,0,0,74,7,7,1,0,0,4,6,4,8,10,2,45,45,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,148,96,2,1,0,0,0,0,0,0,4,0,1,3958,31,24164,41,8,2,3406,2592,696,1696,114,8504,191,Trojan,mytrackp
112284,42720,9868,56716,80304,46892,29887,24654,5232,14,1,7,1,4,34,37,12,46,3,0,1,297,163,15,0,0,0,0,0,0,8,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,168,168,14,0,0,0,8,208,35,0,16,0,0,0,30,0,0,0,0,0,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,9,176,0,0,0,0,0,0,0,0,65,0,8,12572,85,22037,181,2,2,978,2348,3686,257,4956,12225,191,Trojan,lotoor
65891,3552,10720,52020,96312,6652,21751,16837,4913,123,4,6,3,2,14,33,6,24,0,0,0,71,26,0,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,0,48,48,49,47,62,49,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1278,12,5173,12,3,0,3490,2691,635,1918,95,8829,190,Trojan,autoins
113398,38180,10592,60824,107532,44036,35290,27403,7886,171,5,6,3,4,34,41,10,40,3,0,1,69,23,1,0,0,0,0,0,0,1,2,0,4,0,6,36,0,0,0,12,0,0,0,24,24,0,0,12,0,0,0,0,20,19,0,4,42,42,74,62,62,49,0,0,6,0,7,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,8,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,22,0,2,1201,12,5165,12,3,0,2858,110,2489,3218,744,9419,194,Trojan,autoins
89983,15900,10644,62584,101668,18972,50332,42843,7488,92,8,6,2,4,37,38,34,49,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,2110,1975,4354,200,608,9247,193,Trojan,styricka
47181,5096,12704,35888,86004,5108,22475,19357,3117,28,3,7,3,2,10,29,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,3,0,3179,110,738,2472,3979,10478,192,Trojan,smsagent
110330,44996,8400,46176,91012,50476,29147,22547,6599,59,4,6,3,4,25,37,13,52,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,2,33,33,26,26,12,6,0,0,2,0,7,1,0,0,0,0,1,0,0,13,9,0,0,2,0,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,6,1,23194,109,46763,127,3,0,2822,1957,183,724,2000,7686,191,Trojan,gappusin
41593,3492,12992,31156,92052,3504,13318,10674,2643,9,2,9,2,2,19,38,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,54,108,20,26,0,0,18,9,31,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,26,0,9,40,1,7140,119,5,3,2793,676,2711,2143,253,8576,192,Trojan,smsagent
74146,4700,10604,60440,104460,4836,25036,19879,5156,112,3,7,2,4,24,33,18,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,1,1,0,0,0,0,64,6,6,1,0,0,3,5,3,6,8,0,30,30,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,128,84,1,2,0,0,0,0,0,0,3,0,1,2977,24,16705,27,8,1,3171,2449,1731,116,675,8142,192,Trojan,mytrackp
55399,3856,10920,44816,91680,3900,18003,13484,4518,35,1,4,1,2,12,29,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,9,1,0,4,4,18,22,0,0,1,0,0,0,0,0,0,4,0,8,8,18,9,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1466,13,1556,21,3,0,1400,172,553,2390,1755,6270,191,Trojan,smsagent
32344,2392,11272,24528,77796,2404,7949,5748,2200,0,0,5,1,2,2,24,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,2,0,135,9805,3062,1346,2313,16661,196,Trojan,basebridge
43854,1860,10872,33800,96976,2588,18283,15157,3125,60,4,5,1,2,29,31,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,4563,589,2347,247,1899,9645,190,Trojan,styricka
87007,6296,10528,69304,114036,7240,31796,25337,6458,172,3,8,3,4,28,35,19,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,1,1,0,0,0,0,68,6,6,1,0,0,3,5,4,8,8,2,45,45,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,136,90,1,2,0,0,0,0,0,0,4,0,1,4283,34,24768,42,8,1,1674,3570,556,113,2881,8794,191,Trojan,mytrackp
67562,4676,10540,54340,107804,4704,26375,20330,6044,103,2,7,2,4,27,33,19,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1,1,0,0,0,0,44,7,7,1,0,0,3,6,3,6,10,0,30,30,6,6,5,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,88,64,1,1,0,0,0,0,0,0,3,0,1,3842,35,18599,41,9,1,1689,113,598,3087,2330,7817,191,Trojan,mytrackp
