Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_warning,Logcat_info,Logcat_verbose,Logcat_error,Logcat_total,Process_total,Category,Family
52085,3708,10832,36176,96024,5940,20372,13539,6832,125,3,6,3,2,11,30,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,4,0,0,34,535,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4450,44,5210,48,4,0,1574,3451,1734,748,2098,9605,189,Adware,frupi
104762,11340,10524,86580,90128,11804,39195,31606,7588,138,2,6,3,4,42,39,10,40,4,0,5,0,0,0,0,17,0,0,8,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,0,6,0,0,318,186,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,1,745050,938,160346,889,3,0,1756,1203,1514,4699,2642,11814,188,Adware,inmobi
95143,38340,10736,45312,101628,40028,19337,16057,3279,9,1,7,1,4,30,37,14,43,4,0,1,0,0,0,0,50,0,0,18,0,0,12,10,0,0,0,0,0,0,0,88,0,0,0,24,0,0,0,64,64,0,0,24,18,0,0,22,0,200,189,0,0,143,142,95,49,19,6,0,0,6,0,3,0,0,0,0,18,0,0,0,0,0,0,24,0,0,12,0,6,5,0,0,0,0,0,260,0,0,0,0,0,0,0,0,67,28,12,2952,12,4194,12,3,1,4409,3874,3757,1247,1586,14873,189,Adware,shedun
45614,5492,10896,31980,101704,5544,18412,13068,5343,17,1,4,1,2,12,29,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,37,0,0,0,13,0,0,0,24,24,0,0,1,0,0,0,13,0,0,0,0,50,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,12,15150,72,7839,88,3,0,1503,4825,2592,3245,1797,13962,186,Adware,airpush
147069,25400,10780,112940,76580,26232,42456,32644,9811,73,2,6,2,4,36,38,10,39,3,1,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,25,1,4,0,0,742,372,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,1,2025665,2265,200105,1870,4,1,1695,1572,1512,1219,2826,8824,187,Adware,mobidash
37711,4348,12276,27184,83428,4360,8046,5739,2306,12,0,5,1,2,5,24,2,10,0,0,0,0,0,0,0,7,0,0,24,0,0,7,0,0,0,0,0,0,4,0,13,1,0,1,10,0,0,0,3,3,0,0,10,0,0,7,12,0,84,105,2,0,0,0,323,168,11,0,10,0,2,0,0,0,0,0,0,7,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,30,0,3,45429,92,10071,116,3,1,3659,712,3121,1687,2177,11356,185,Adware,stopsms
121654,16588,11616,97164,82112,17352,46384,36642,9741,44,4,7,3,6,45,44,18,72,2,0,1,0,0,0,8,2,0,0,1,0,0,3,0,0,4,0,0,0,1,0,4,0,0,0,1,0,0,0,3,3,0,0,1,0,0,0,2,0,29,33,0,2,54,50,138,129,115,196,34,14,22,2,24,0,3,2,66,6,0,0,57,2,14,0,2,0,0,1,2,8,0,0,0,0,0,16,28,0,0,0,0,0,0,0,0,7,1,1,3370669,3050,220892,2584,4,1,1508,1833,2680,1556,1096,8673,188,Adware,ewind
96334,40096,10800,43216,105056,41924,27130,22666,4463,18,2,8,2,4,39,36,10,42,3,0,2,0,0,0,0,18,0,0,6,0,0,4,3,0,6,0,0,0,13,0,60,0,0,0,19,0,0,0,41,41,0,0,19,6,0,0,4,0,80,76,1,0,0,0,57,44,22,8,0,0,8,0,9,0,0,0,0,6,0,0,3,3,0,0,8,0,0,4,8,9,9,0,0,0,0,0,80,0,0,0,0,0,0,0,0,34,40,4,2677,18,7166,19,4,1,2095,2565,2563,1176,1583,9982,190,Adware,shedun
107422,14064,11088,86260,71844,14620,36800,31177,5622,302,15,18,15,6,160,46,20,84,2,0,30,0,0,0,0,42,14,15,0,0,0,1,0,0,0,0,0,0,2,0,28,13,0,13,14,0,14,14,0,14,0,0,14,0,0,0,18,0,27,27,6,28,0,0,15,15,13,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,2,0,0,6,24,15,15,0,0,0,0,0,20,0,0,0,0,0,0,0,0,32,0,1,96021,148,27696,151,7,0,2795,3838,4752,1617,1827,14829,194,Adware,adviator
46893,6940,12192,31468,91652,6964,17523,13511,4011,20,3,6,3,3,16,29,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,13,21318,86,9684,101,3,0,1513,875,3888,3972,2445,12693,186,Adware,airpush
49770,4440,11052,34572,92100,5184,17301,13978,3322,46,2,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,11,0,0,0,0,3,0,2473,3452,771,6024,1755,14475,189,Adware,adend
32426,5036,10468,16944,67984,5052,6372,3651,2720,0,0,1,0,2,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,1235,1523,2544,2836,3548,11686,187,Adware,baiduprotect
49263,5132,12256,32792,89988,7072,17403,14115,3287,34,2,4,1,2,9,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,27,0,0,0,2,0,0,0,0,0,39,38,0,0,0,0,0,0,0,0,38,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,14,0,0,4140,69,3,1,4265,5512,1792,1063,2517,15149,187,Adware,inoco
78976,11020,10864,58764,93240,11172,36544,32889,3654,10,2,6,2,3,14,29,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,4,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,18,0,0,0,6,16,1829,73,35,35,27,0,14,7,4,0,7,0,0,0,16,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,7,0,0,0,0,4,1,2675,1611,768,2342,5561,12957,185,Adware,dowgin
84395,16876,10640,61444,84488,17448,32852,26140,6711,121,1,10,7,4,48,41,16,62,4,0,7,0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,2,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,15,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,1,0,0,0,0,19,0,1,8023,34,5013,38,3,0,4185,2945,1510,1917,1220,11777,193,Adware,airpush
97315,34296,11860,43380,106840,40848,20510,15944,4565,26,1,4,1,4,31,34,7,28,4,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,0,2,0,0,0,0,9,18,0,95,18,0,0,0,0,0,0,57,0,0,20,0,19,0,18,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,31,0,9,54753,205,32278,230,5,0,2856,1720,3617,2431,940,11564,189,Adware,domob
109893,20184,10732,80992,79768,21124,37473,29392,8080,99,5,6,2,4,42,39,9,37,3,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,27,0,4,0,0,318,160,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,1,2726760,2657,213462,2082,3,1,1498,1316,2071,1819,2788,9492,192,Adware,mobidash
96932,39324,10756,43712,106548,40808,26680,22129,4550,9,1,7,1,4,36,36,10,40,4,0,1,0,0,0,0,42,0,0,14,0,0,13,12,0,6,0,0,0,13,0,132,0,0,0,37,0,0,0,95,95,0,0,37,14,0,0,13,0,260,247,0,0,0,0,55,42,31,8,0,0,8,0,9,0,0,0,0,14,0,0,3,2,0,0,26,0,0,13,0,9,9,0,0,0,0,0,262,0,0,0,0,0,0,0,0,78,18,13,2115,12,4816,16,4,1,1686,1693,3345,2507,3595,12826,189,Adware,shedun
51210,5176,12168,32944,90748,7180,17416,14251,3164,34,2,4,1,2,9,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,29,0,2,4,3,0,0,0,0,0,35,34,0,0,0,0,0,0,0,0,34,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,12,0,0,3720,62,3,2,4046,4885,1747,1135,2544,14357,189,Adware,inoco
101286,41040,10708,47184,102076,43308,19730,16570,3159,9,0,7,1,4,37,35,14,45,4,0,1,0,0,0,0,35,0,0,12,0,0,13,4,0,5,0,0,0,10,0,132,0,0,0,39,0,0,0,93,94,0,0,38,13,0,0,23,0,241,241,2,0,191,190,169,109,79,60,26,13,28,0,25,0,0,0,26,29,0,0,4,2,0,0,26,0,0,25,930,316,288,0,0,0,0,0,166,0,0,0,0,0,0,0,0,83,36,13,479157,363,12536,206,4,1,4657,1540,3330,1629,2853,14009,187,Adware,shedun
65148,6240,10632,52152,95016,6288,25299,18774,6524,107,4,8,5,2,16,38,8,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,27,0,0,13,1,0,2,2,23,25,0,0,1,0,0,0,2,0,0,0,2,28,0,0,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,3052,21,2756,25,3,0,1505,1018,1803,5070,3716,13112,190,Adware,airpush
92445,37012,10768,43164,107444,38504,26586,21850,4735,9,1,7,1,4,35,36,10,42,4,0,1,0,0,0,0,18,0,0,6,0,0,5,4,0,4,0,0,0,10,0,64,0,0,0,20,0,0,0,44,44,0,0,20,6,0,0,5,0,102,99,1,0,3,3,74,49,23,14,4,2,10,0,9,0,0,0,4,8,0,0,2,2,0,0,10,0,0,5,8,11,9,0,0,0,0,0,104,0,0,0,0,0,0,0,0,37,45,5,2038,12,4586,13,5,1,1050,1604,2420,2078,2437,9589,194,Adware,shedun
108128,44352,10800,49216,100420,46656,33641,28228,5412,35,4,7,1,4,38,35,11,46,3,0,1,0,0,0,0,22,0,0,7,0,0,6,5,0,4,0,0,0,10,0,72,0,0,0,22,0,0,0,50,50,0,0,22,7,0,0,6,0,121,116,0,0,2,2,50,36,21,10,2,1,8,0,7,0,0,0,2,8,0,0,2,2,0,0,12,0,0,6,0,10,8,0,0,0,0,0,124,0,0,0,0,0,0,0,0,42,45,6,2115,12,4720,15,5,1,1091,2555,2760,3244,1583,11233,187,Adware,shedun
90695,21032,9780,53592,85300,21228,52104,46133,5970,7,1,5,1,2,16,31,5,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,17,38821,134,14337,168,4,0,1653,2435,756,5053,1520,11417,186,Adware,leadbolt
45727,7264,9652,20076,83028,8592,13185,10712,2472,35,2,5,1,2,10,25,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,3,0,3537,2854,807,2080,1524,10802,191,Adware,frupi
90900,37632,10756,39912,98960,39200,19022,16021,3000,9,1,7,1,4,30,34,14,43,3,0,1,0,0,0,0,40,0,0,15,0,0,13,10,0,2,0,0,0,7,0,107,0,0,0,31,0,0,0,76,76,0,0,31,15,0,0,23,0,216,203,0,0,154,153,59,37,26,8,0,0,8,0,6,0,0,0,0,15,0,0,1,1,0,0,26,0,0,13,0,7,7,0,0,0,0,0,197,0,0,0,0,0,0,0,0,74,25,13,0,0,0,0,3,2,988,3100,3059,3070,1576,11793,191,Adware,shedun
96438,38632,10740,43892,93992,40060,19184,16183,3000,9,1,7,1,4,31,35,14,43,3,0,1,0,0,0,0,26,0,0,16,0,0,26,2,0,4,0,0,0,10,0,58,0,0,0,16,0,0,0,42,42,0,0,16,21,0,0,28,0,278,289,0,0,338,336,73,53,78,68,52,26,14,0,12,0,0,0,52,52,0,0,2,2,0,0,52,0,0,26,0,59,7,0,0,0,0,0,132,0,0,0,0,0,0,0,0,95,17,26,2952,12,4313,12,4,1,4681,3492,3874,1634,1207,14888,190,Adware,shedun
60586,3264,10296,50468,70236,3392,18665,15119,3545,96,2,6,2,2,22,33,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,5,10,12,4,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,1,6624,74,11632,127,6,1,705,1626,2662,2976,2345,10314,186,Adware,adviator
122332,45884,10720,60080,97260,48408,36622,27269,9352,73,4,5,2,4,42,33,9,38,3,0,2,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,76,81,0,2,0,0,481,276,30,0,0,0,30,15,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,17,0,3,4248017,4380,343831,3724,3,0,2442,3311,1205,2392,1497,10847,187,Adware,airpush
50243,8708,11456,34596,81156,8744,15365,11477,3887,37,3,6,2,2,13,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,2181,12,1533,15,4,0,1522,2134,961,2188,2261,9066,188,Adware,mobidash
105527,4792,10716,93288,82788,4836,32904,25522,7381,566,12,15,11,2,31,41,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,683,0,44,0,0,0,15,0,17,17,11,28,0,0,15,0,0,0,0,0,0,0,0,20,44,44,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,44,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,4,0,1509,1375,385,3383,1313,7965,190,Adware,kuguo
103972,35136,10588,54124,103812,36624,27716,23424,4291,31,2,5,2,4,31,34,9,38,3,1,2,0,0,0,0,0,0,8,0,0,0,15,4,1,0,0,0,0,1,0,64,20,0,20,5,0,19,19,44,63,0,0,5,7,0,0,14,0,105,115,7,14,55,55,228,133,0,0,0,8,0,0,0,0,0,0,0,21,0,0,0,0,5,0,10,0,0,5,0,8,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,31,0,5,96414,122,18938,166,3,1,3195,3952,2991,1521,1300,12959,189,Adware,adflex
50830,12948,8900,20496,82444,13164,12165,10124,2040,5,1,5,1,3,16,27,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,5,0,792,1513,4389,2967,2809,12470,188,Adware,dowgin
104484,20624,11652,76536,77828,21272,36828,30125,6702,142,1,6,3,4,38,36,10,40,2,0,5,0,0,0,0,16,0,0,7,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0,4,0,0,251,155,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,1,432025,567,103320,583,3,0,1512,3408,1744,2278,1302,10244,188,Adware,inmobi
66489,8348,9976,44400,78304,12376,24495,18632,5862,116,3,5,2,2,17,30,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,14,0,133,0,0,0,58,0,0,0,75,75,0,0,29,0,0,0,0,0,14,28,0,28,0,0,35,32,18,34,0,0,6,0,9,0,0,0,0,0,0,0,3,2,14,0,0,0,0,11,0,14,7,0,0,0,0,0,28,0,0,0,0,0,0,0,0,92,0,11,2696,28,8852,87,3,0,3083,3335,1525,998,2655,11596,192,Adware,shedun
55231,9560,11376,35780,72136,9580,15681,12216,3464,74,6,8,4,2,19,30,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,4372,24,3126,31,4,1,3269,2117,906,1499,3468,11259,186,Adware,mobidash
157681,30984,22172,106640,88836,32056,52785,43886,8898,581,3,4,1,4,80,35,11,44,3,0,23,0,0,0,0,125,0,0,88,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46,48,0,8,0,0,787,399,0,0,0,0,0,0,0,0,0,0,0,46,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,7,0,2,5546115,4642,252783,2713,2,0,1505,2306,1013,2251,2954,10029,190,Adware,appsgeyser
69355,10188,11480,48220,86200,10960,30897,23845,7051,139,2,7,2,3,17,29,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,4,0,0,42,22,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,10373,14,1139,15,5,1,2767,1608,1343,3608,2658,11984,185,Adware,dowgin
29796,24,11176,26624,69968,28,7995,5755,2239,0,0,4,0,2,4,24,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,2,840,14,4,1,1914,704,2810,3464,1493,10385,190,Adware,ewind
55896,4832,13008,38576,92256,8936,21473,17247,4225,28,3,8,3,2,10,30,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,4,1,12,0,2,10,30,11,2,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1170,6,1193,6,5,1,2259,2397,846,1683,3063,10248,184,Adware,kuguo
64069,4688,10544,50828,93688,4832,44847,33073,11773,116,6,7,2,4,14,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,4,1,633,2741,6495,1614,1970,13453,186,Adware,dowgin
29314,24,11168,26664,50956,28,7999,5758,2240,0,0,4,0,2,4,24,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,940,8,1217,10,4,1,4178,3140,1537,1980,1076,11911,190,Adware,ewind
