Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_error,Logcat_warning,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
120125,33112,11504,72016,107500,34404,68561,59536,9024,10,1,5,1,4,27,32,7,29,2,0,1,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,38,0,0,59,59,4,11656,2,4,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,0,40,0,0,0,0,0,7,0,2,0,0,0,0,3,0,1327,2218,815,2084,2743,9187,187,Trojan_SMS,opfake
53493,7196,10200,38356,78160,7220,13564,10390,3173,8,2,4,1,2,20,33,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,0,21,0,6,9875,86,10925,123,3,0,3911,3179,3129,958,1656,12833,185,Trojan_SMS,fakeinst
109107,33680,10812,63176,87216,35180,11977,8832,3144,8,0,5,1,4,14,28,7,27,0,0,1,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,45,1,0,63,63,5,13579,3,6,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,40,0,0,0,0,0,10,0,3,0,0,0,0,3,0,2803,594,2056,1551,2018,9022,188,Trojan_SMS,opfake
103474,34104,10652,59140,96920,35736,34474,27562,6911,179,0,10,6,4,30,42,10,42,3,0,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,16,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,80,0,0,0,0,0,16,0,1,0,0,0,0,4,0,3664,1507,1223,2181,3203,11778,188,Trojan_SMS,fakeinst
100414,35964,10648,53804,95704,37532,36024,29764,6259,165,4,9,5,4,30,42,10,42,3,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,16,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,40,0,0,0,0,0,15,0,1,0,0,0,0,4,0,2274,3456,1516,2929,982,11157,187,Trojan_SMS,opfake
128359,42748,11116,69520,103672,45028,18999,15092,3906,16,0,5,2,4,29,32,8,33,3,0,2,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,48,54,0,2,9,6,11,16041,8,16,6,0,0,0,0,0,0,0,5,1,1,15,0,4,0,0,0,0,0,0,0,0,0,3,0,0,40,0,0,0,0,0,10,0,2,7402,31,3389,34,4,0,681,1907,2441,1563,2311,8903,187,Trojan_SMS,opfake
61835,8632,11124,41776,99652,8768,31735,26066,5668,67,4,5,2,2,14,30,6,27,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,10,6,4,5,0,0,0,12,0,5,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,4,0,1970,2628,2728,1744,750,9820,184,Trojan_SMS,opfake
36027,4104,12316,24736,84464,4120,7939,5314,2624,4,1,5,1,2,8,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,4,1,6482,822,3814,1539,1960,14617,187,Trojan_SMS,fakeinst
122221,42940,12112,63624,108928,44876,34903,27775,7127,48,5,7,4,4,48,36,13,54,3,0,4,0,0,65,0,0,7,0,6,1,3,0,0,1,16,16,0,14,16,0,0,0,0,0,0,16,0,0,8,0,56,54,19,8,0,0,195,99,25,82,0,0,0,0,0,0,0,0,7,0,0,1,0,4,0,0,0,0,0,0,0,0,0,16,0,0,54,0,0,0,0,0,28,0,2,764186,898,115741,851,5,1,1592,2745,2905,764,3901,11907,192,Trojan_SMS,fakeinst
31562,2464,12940,23984,68124,2472,7912,4874,3037,0,0,4,0,2,2,22,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,3,0,1556,4403,1326,2359,2814,12458,188,Trojan_SMS,fakeinst
44770,1416,11040,37000,81592,1428,16327,12871,3455,146,5,14,10,2,8,38,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,2,0,0,1,1,0,0,2,0,0,12,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,3,1,1211,3620,2807,3358,1625,12621,191,Trojan_SMS,fakeinst
43855,1664,11004,36352,68404,1676,18384,13211,5172,166,1,15,11,2,10,39,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,1,0,0,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,3,1,2402,4001,917,1444,3415,12179,187,Trojan_SMS,fakeinst
45713,2512,10216,38800,62456,2516,12097,7921,4175,0,0,3,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,3,0,0,0,0,2,0,1001,1554,2994,1820,3259,10628,190,Trojan_SMS,fakeinst
38439,3036,12160,29888,68984,3048,8961,5134,3826,0,0,4,0,2,2,25,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,24,0,0,0,0,3,0,4228,5836,1610,1583,2360,15617,189,Trojan_SMS,fakeinst
36977,5112,11232,25300,85236,5296,8100,5707,2392,7,0,4,1,2,4,25,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,19,0,19,7278,24,3026,33,3,0,2915,2994,5166,5533,1586,18194,186,Trojan_SMS,opfake
74237,21956,10668,43724,82272,23120,27376,21929,5446,104,2,6,1,4,31,34,9,38,2,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,2,11,11,6,7,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,5,0,1,71339,52,1954,37,3,0,699,2937,1521,4238,2125,11520,189,Trojan_SMS,<unknown>
126076,36184,10692,76260,97620,37516,66241,57791,8449,8,1,5,1,4,32,34,7,29,4,0,1,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,38,0,0,59,59,4,12038,2,4,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,4,0,0,40,0,0,0,0,0,7,0,2,0,0,0,0,3,0,1537,2032,847,2022,2356,8794,187,Trojan_SMS,opfake
103114,20368,11840,72620,82500,21124,24120,16933,7186,26,1,6,3,4,31,33,8,32,2,0,3,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,27,31,1,2,6,4,7,13510,5,10,4,0,0,0,0,0,0,0,3,3,0,10,0,2,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,6,0,1,1134,10,898,11,4,0,2279,1885,908,2365,1522,8959,196,Trojan_SMS,opfake
110029,28232,12028,71640,77320,29480,25366,20619,4746,28,3,6,3,4,36,34,8,31,2,0,3,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,28,33,0,2,9,6,10,13009,6,12,6,0,0,0,0,0,0,0,3,2,2,14,0,2,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,6,0,1,21701,41,5075,54,4,0,1539,1829,758,2483,2273,8882,191,Trojan_SMS,opfake
89097,18520,10964,62220,87092,19132,36800,28043,8756,308,2,5,6,4,26,33,9,36,2,0,6,0,0,7,0,0,3,0,1,0,0,0,3,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,18,17,1,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,73,73,27,0,2,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,9,0,1,4229464,3478,128398,2387,3,0,1685,2235,3121,3265,858,11164,192,Trojan_SMS,fakeinst
116352,16692,10572,90096,87808,17992,43621,35877,7743,213,6,12,7,4,40,43,14,49,2,2,11,0,0,6,3,5,2,0,3,0,0,1,0,1,2,0,0,0,1,0,0,1,1,0,0,1,0,3,8,0,33,37,0,18,11,11,145,137,31,0,0,4,36,18,0,0,0,0,33,0,0,0,0,2,0,0,1,0,5,5,0,0,0,0,0,24,82,0,0,8,0,0,18,0,1,157288,236,38849,243,3,1,3170,1537,1340,1836,4808,12691,194,Trojan_SMS,<unknown>
28702,1652,11420,22604,64420,1656,7877,4772,3104,0,0,2,0,2,2,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,3,0,3291,619,1672,1772,2222,9576,186,Trojan_SMS,opfake
55101,1580,10892,46928,87984,1668,36278,18503,17774,77,2,6,2,4,10,31,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,24,0,0,2,2,2,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,5,1,3743,1755,1606,714,2782,10600,188,Trojan_SMS,fakeinst
67553,2704,10800,58032,81956,2716,37331,28523,8807,1220,19,25,21,2,28,58,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,82,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,45,0,3,0,0,0,0,4,0,4655,894,3946,2096,1512,13103,191,Trojan_SMS,<unknown>
115576,30524,11756,73660,86492,32420,21349,16534,4814,32,3,7,4,4,36,33,7,30,2,0,4,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,28,33,0,0,12,12,10,15203,7,14,6,0,0,0,0,0,0,0,4,2,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,7,0,1,2955,28,4738,28,4,0,1529,690,4436,1607,2107,10369,184,Trojan_SMS,opfake
32618,4384,11244,23672,72840,4392,8945,4965,3979,0,0,4,0,2,2,23,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,3,0,1572,1249,2634,3318,2836,11609,187,Trojan_SMS,fakeinst
71955,3384,10996,59868,101804,3440,30529,22579,7949,849,10,8,3,2,56,40,10,48,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,1,0,0,0,8,0,0,1,2,0,4,0,10,20,5,2,0,0,0,0,5,6,0,1,0,0,1,0,41,0,13,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,66,26,0,2,0,0,0,5,0,1,0,0,0,0,5,2,4557,719,2911,1566,2135,11888,185,Trojan_SMS,hipposms
56231,4964,11204,44612,82444,4972,9346,5776,3569,11,0,5,1,4,4,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7879,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,15,0,3,0,0,0,0,3,0,764,3459,2309,1706,4209,12447,185,Trojan_SMS,fakeinst
44860,1940,11060,35052,88492,1952,20863,14311,6551,216,7,8,4,2,17,32,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,3,0,1720,2092,3159,3121,638,10730,186,Trojan_SMS,boxer
103958,39060,11360,49676,103716,40816,32019,24723,7295,184,3,5,5,4,27,34,9,38,3,0,3,0,0,24,0,0,12,0,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,92,86,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,18,0,0,48,0,12,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,25,0,6,675344,797,55235,781,3,1,1585,2437,6619,2633,836,14110,189,Trojan_SMS,fakeinst
35872,4504,11064,24648,80876,4520,7960,5527,2432,4,1,6,1,2,8,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,4,1,3162,6610,1531,876,2125,14304,191,Trojan_SMS,fakeinst
45206,1968,10972,37376,87452,1980,16443,13210,3232,162,7,15,11,2,10,39,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,2,0,0,1,1,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,3,1,3451,3565,1066,1609,2225,11916,186,Trojan_SMS,fakeinst
56782,8704,11368,37216,82208,9160,27826,21527,6298,8,1,5,1,2,78,28,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1474,2185,1939,565,1757,7920,194,Trojan_SMS,opfake
40478,960,10368,35328,58904,964,10019,6810,3208,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,2,0,1547,1783,951,2883,3053,10217,190,Trojan_SMS,fakeinst
33230,3700,12912,24060,73768,3716,7921,5005,2915,0,0,4,0,2,2,23,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,3,0,3056,1572,1882,4248,6572,17330,188,Trojan_SMS,fakeinst
36520,0,10384,34632,31848,4,8006,5793,2212,0,0,5,0,2,7,29,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,4,0,1,0,0,0,0,3,1,2389,1521,2786,874,1716,9286,192,Trojan_SMS,smsbot
40758,1600,11244,32476,79912,1664,15387,12204,3182,62,3,5,1,2,11,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,879,1637,3330,2823,2945,11614,189,Trojan_SMS,fakeinst
40121,1028,10372,35096,56412,1032,10060,7083,2976,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,3,0,1848,1547,902,2943,3334,10574,187,Trojan_SMS,fakeinst
5027,160,11988,2408,56620,168,7689,4516,3172,0,0,3,0,2,2,22,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,1,0,2,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,2665,2791,1140,1867,1517,9980,189,Trojan_SMS,opfake
42660,5916,12476,29024,90804,5932,15168,10506,4661,6,1,4,1,2,8,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,68,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,720,18,1200,20,3,0,14666,1150,3537,1748,3574,24675,186,Trojan_SMS,jsmshider
37730,4012,10616,29028,61596,4024,7920,5079,2840,0,0,4,0,2,2,24,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,14,0,0,0,0,3,0,1203,2855,2477,1576,2402,10513,186,Trojan_SMS,opfake
47945,5628,10784,30788,100156,5648,18123,13997,4125,148,3,7,4,2,12,30,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5174,0,3,4052,16,1656,20,3,0,446,1457,2297,2895,2865,9960,184,Trojan_SMS,fakeinst
42315,5136,12364,28816,92180,5156,13249,10296,2952,49,2,5,1,2,8,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,4,2,2,0,0,0,0,12,0,24,26,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,12,0,0,4260,71,4,1,2733,1040,1616,8850,3073,17312,188,Trojan_SMS,fakeinst
30718,2444,13000,23344,74524,2456,7908,4691,3216,0,0,2,0,2,2,22,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1551,2513,3717,3979,1510,13270,193,Trojan_SMS,opfake
42687,1932,10876,34712,86888,1944,12898,8751,4146,162,0,15,11,2,10,38,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,2,0,0,1,1,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,3,1,3085,3619,1621,1010,2463,11798,188,Trojan_SMS,fakeinst
46065,2044,11148,36664,78276,2060,18868,14654,4213,240,6,8,4,2,25,36,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,5,0,1,0,0,0,0,3,0,3046,1683,2195,2851,697,10472,189,Trojan_SMS,boxer
114486,7284,10736,94768,98704,7296,57813,46176,11636,400,17,10,7,2,30,32,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5435,0,2,4653,24,2639,30,3,0,1494,1995,2717,473,2617,9296,181,Trojan_SMS,fakeinst
