Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_debug,Logcat_error,Logcat_info,Logcat_total,Process_total,Category,Family
118457,43044,10544,62504,107156,45444,31635,25047,6587,62,2,8,2,4,32,42,90,120,3,3,4,0,0,0,0,13,0,0,18,0,0,0,0,3,6,0,0,3,0,0,3,3,0,0,3,0,0,22,0,119,122,0,30,66,66,772,667,126,0,0,12,160,80,0,0,0,0,85,0,0,0,0,12,0,0,6,0,13,13,0,0,0,0,0,72,20,0,0,38,0,0,40,0,6,77348,429,101961,508,2,1,5437,3208,204,932,1753,11534,193,Trojan_SMS,<unknown>
31389,2864,11320,23568,74920,2872,7896,4883,3012,0,0,4,0,2,2,22,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,1314,138,6136,2724,3609,13921,192,Trojan_SMS,fakeinst
80529,18436,11136,54372,96732,18996,34738,27619,7118,300,1,5,6,4,26,33,8,34,2,0,4,0,0,4,0,0,2,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,35,35,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,6,0,1,2616468,2110,75136,1431,3,0,2698,1907,255,576,4886,10322,194,Trojan_SMS,fakeinst
43059,3660,10800,31312,101684,3676,10575,7625,2949,61,2,4,1,2,12,32,7,21,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,4,13,0,24,24,18,9,12,0,0,24,0,0,0,0,0,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,7,24003,200,20868,242,3,0,4145,561,762,2396,3088,10952,193,Trojan_SMS,vietsms
54342,1444,10220,47316,73272,1452,14040,11183,2856,513,0,30,27,2,5,51,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,116,0,2,0,0,0,0,2,0,4074,6249,849,155,2170,13497,195,Trojan_SMS,fakeinst
61556,5216,10888,46164,107756,6024,29435,23858,5576,200,8,8,4,5,25,39,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,5,0,1,0,0,0,0,2,0,745,408,3879,1713,3106,9851,192,Trojan_SMS,boxer
108782,42724,10640,52780,105092,45120,30296,24858,5437,85,5,7,3,4,37,36,12,45,3,0,5,0,0,24,14,14,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,14,0,203,243,0,42,77,77,126,133,42,0,0,14,28,14,0,0,0,0,105,0,0,0,0,14,0,0,7,0,14,14,0,0,0,0,0,28,280,0,0,0,0,0,56,0,7,998118,713,28542,538,2,1,10455,5987,1671,2296,111,20520,191,Trojan_SMS,plankton
91853,25144,10508,57544,100316,26364,39128,31138,7989,147,8,8,5,5,34,36,12,48,2,0,10,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,8,11,11,12,13,0,0,0,8,4,0,0,0,0,0,17,2,0,0,0,2,0,0,1,0,8,8,0,0,0,0,0,16,0,0,0,0,0,0,7,0,1,2426,8,968,10,3,0,2034,938,121,2992,2620,8705,192,Trojan_SMS,opfake
91311,27624,10676,54512,99588,28864,31981,23124,8856,57,0,5,1,4,28,33,10,40,3,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,12,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,14,0,1,0,0,0,0,2,0,960,2738,114,2232,3079,9123,189,Trojan_SMS,fakeinst
30096,1284,11332,23760,78152,1296,7901,4917,2983,0,0,4,0,2,2,22,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,2,0,154,2370,5460,3765,1427,13176,190,Trojan_SMS,fakeinst
109549,34676,11060,60888,113920,38008,39010,31009,8000,244,8,8,3,4,42,39,12,50,3,0,1,0,0,5,0,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,26,31,0,22,0,0,21,21,12,4,0,0,2,0,4,0,0,8,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,1,53201,347,45150,451,2,3,2798,2578,396,2346,1133,9251,191,Trojan_SMS,fakeinst
44306,640,10188,40188,63372,644,12181,8017,4163,24,0,4,1,2,3,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,2,0,3232,800,135,1837,3069,9073,194,Trojan_SMS,fakeinst
38945,612,10268,34788,59052,616,10043,6904,3138,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,2,0,1240,1736,127,453,7190,10746,195,Trojan_SMS,fakeinst
46710,1272,11140,41216,76868,1276,7938,6009,1928,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,2,0,858,116,4169,4070,1960,11173,190,Trojan_SMS,smsbot
56741,4964,11212,45716,81360,5012,9347,5775,3571,11,0,5,1,4,4,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,11,0,3,0,0,0,0,2,0,1675,2464,269,619,3483,8510,190,Trojan_SMS,fakeinst
37751,4424,12228,26900,91924,4436,17222,11498,5723,13,1,4,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,9195,72,8971,88,2,0,3923,111,843,6014,1827,12718,191,Trojan_SMS,opfake
53544,3584,10232,44684,73064,3592,12166,8324,3841,24,0,4,1,2,3,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,2,0,0,0,0,2,0,1595,3825,5153,736,159,11468,191,Trojan_SMS,fakeinst
98687,14708,12428,75836,84020,15268,27470,20528,6941,30,3,6,3,4,33,33,8,33,2,0,3,0,0,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,40,0,2,12,12,13,15269,7,14,6,0,0,0,0,0,0,0,4,3,0,13,0,4,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,8,0,2,2454,25,4666,26,3,0,1878,718,179,3849,2051,8675,194,Trojan_SMS,opfake
40873,676,10376,35608,69256,680,10061,6888,3172,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,2,0,1913,830,3232,3176,136,9287,193,Trojan_SMS,boxer
47503,2056,10244,41112,68648,2068,10036,7337,2698,0,0,3,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,2,0,0,0,0,2,0,911,3417,3765,1662,155,9910,192,Trojan_SMS,fakeinst
55692,1968,10168,48388,74712,1976,16975,13050,3924,165,0,14,11,2,3,35,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,2,720,18,11340,189,2,0,854,1679,191,4515,3307,10546,193,Trojan_SMS,fakeinst
129224,39672,11472,78004,94300,41380,65670,57894,7775,8,1,5,1,4,32,32,8,34,3,0,1,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0,0,10,10,4,11722,2,4,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,6,0,2,0,0,0,0,2,0,649,129,1565,1981,2653,6977,192,Trojan_SMS,opfake
30979,1912,12860,24000,75252,1924,7913,4828,3084,0,0,4,0,2,2,22,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,2,0,4104,2727,1338,3875,137,12181,194,Trojan_SMS,plankton
49168,4272,11988,34992,90964,7480,17460,15120,2339,29,1,5,1,2,9,26,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,5,0,100,100,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,0,0,0,0,3,0,3513,8432,917,220,3371,16453,193,Trojan_SMS,jsmshider
32031,2444,11208,24284,83028,2456,7938,5359,2578,4,1,6,1,2,8,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,1,728,119,7232,1998,3246,13323,192,Trojan_SMS,fakeinst
45690,4588,12000,32956,101728,4748,15795,12091,3703,23,2,6,1,2,16,29,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,16,32,16,16,0,16,0,0,32,0,0,97,0,65,130,29,32,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,64,3,13,0,0,0,0,3,2,2607,123,596,3451,4794,11571,189,Trojan_SMS,fakeinst
102246,17572,11924,75484,84368,18756,25261,20446,4814,18,2,5,2,4,33,33,7,30,2,0,2,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,35,0,2,9,6,10,11653,6,12,6,0,0,0,0,0,0,0,3,2,2,14,0,2,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,5,0,1,21794,42,5155,56,3,0,2249,135,2747,1640,828,7599,194,Trojan_SMS,opfake
37418,4288,12284,26108,90524,4316,13116,9933,3182,11,1,5,1,2,8,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,0,0,0,0,2,0,1529,5757,1584,699,165,9734,191,Trojan_SMS,opfake
107636,13532,10808,87404,84956,14152,41672,31163,10508,80,2,7,4,4,32,37,11,46,3,1,8,0,0,6,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33,39,0,4,0,0,353,178,1,0,0,0,0,0,0,0,0,0,17,21,8,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,0,6,0,1,17267478,13315,457105,7598,2,0,1597,1544,111,3066,1384,7702,192,Trojan_SMS,plankton
108398,35140,10760,63516,92420,36516,11953,8521,3431,8,0,5,1,4,14,28,6,23,0,0,1,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,53,0,0,14,14,5,15722,3,6,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,9,0,3,0,0,0,0,2,0,1678,703,140,2712,1550,6783,190,Trojan_SMS,opfake
33883,4180,11068,24428,83268,4196,7955,5429,2525,4,1,6,1,2,8,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,1,3279,131,1850,666,8736,14662,193,Trojan_SMS,fakeinst
36843,4244,11080,26636,86188,4260,8116,5969,2146,6,0,5,1,2,3,26,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,25,0,0,0,0,0,24,0,24,0,0,12,0,0,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,46484,239,18996,255,3,1,1447,5558,1599,653,132,9389,190,Trojan_SMS,opfake
102414,19564,11976,73528,86540,20724,25419,20500,4918,20,3,5,2,4,36,32,8,32,2,0,2,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,35,0,2,9,6,10,12916,6,12,6,0,0,0,0,0,0,0,3,2,2,13,0,2,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,5,0,1,13135,35,4797,47,3,0,1554,1978,621,146,2659,6958,192,Trojan_SMS,opfake
120460,27488,13144,82848,106252,28924,42315,32706,9608,92,8,12,8,4,65,42,11,54,3,0,8,0,0,88,0,0,8,0,3,1,1,0,0,0,34,0,0,17,0,0,17,17,0,0,17,0,0,8,0,46,55,21,10,0,0,72,36,31,62,0,18,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,27,0,1,616862,802,107495,760,4,1,159,1878,3444,743,2881,9105,195,Trojan_SMS,fakeinst
109614,28508,11792,71404,93456,29564,21413,16234,5178,52,0,6,3,4,30,33,8,33,2,0,3,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,31,0,0,6,4,7,12193,5,10,4,0,0,0,0,0,0,0,3,2,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,0,1,0,0,0,0,3,0,2612,190,1549,1951,675,6977,189,Trojan_SMS,opfake
34680,432,11092,30148,65396,436,10064,6932,3131,0,0,4,0,2,3,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,2,0,138,1606,5822,1344,3711,12621,208,Trojan_SMS,fakeinst
43547,4332,12196,32148,96372,4360,16009,11481,4527,149,10,7,3,2,9,31,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,4,0,0,0,0,8,0,16,26,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,5220,87,3,1,288,1964,3163,742,4073,10230,194,Trojan_SMS,fakeinst
98721,31048,12080,58164,99228,32508,32163,23253,8909,37,3,7,3,4,39,37,9,36,3,0,3,0,0,23,0,0,3,0,3,1,1,0,0,1,3,3,3,3,0,0,0,0,0,0,3,0,0,8,0,26,25,7,2,0,0,72,36,10,26,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,8,0,1,307782,325,44047,297,4,1,3070,2059,808,2163,132,8232,195,Trojan_SMS,fakeinst
37942,1740,11804,30248,74248,1752,7955,5363,2591,0,0,4,0,2,3,24,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,24,0,0,0,0,2,0,2379,1292,9789,167,3545,17172,193,Trojan_SMS,fakeinst
44910,1192,11232,40096,74472,1196,7938,6019,1918,0,0,4,0,2,3,23,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,2,0,1567,136,602,6453,1989,10747,195,Trojan_SMS,smsbot
103619,25140,10872,70296,88008,26272,33124,25482,7641,39,1,8,3,4,30,37,13,63,2,0,2,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,0,22,21,19,0,1,58,252,126,21,42,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,5,0,1,4322670,3641,129766,2345,3,2,2823,112,2068,1693,1028,7724,193,Trojan_SMS,fakeinst
48812,748,10152,42860,73024,752,10100,7243,2856,0,0,3,0,2,3,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,2,0,0,0,0,2,0,180,4107,981,4172,1878,11318,192,Trojan_SMS,boxer
88973,37488,10720,40668,106308,39184,24922,21117,3804,49,1,5,1,4,34,33,9,38,3,0,3,0,0,34,0,0,34,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,51,0,17,0,0,0,0,2,1,108,893,3184,9125,3632,16942,193,Trojan_SMS,fakeinst
30078,1424,12752,23420,75464,1436,8921,4703,4217,0,0,2,0,2,2,24,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,139,1452,3538,2560,4646,12335,193,Trojan_SMS,opfake
95466,41492,10700,42840,103880,43108,24593,21023,3569,26,2,8,2,4,30,36,9,37,2,0,1,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,78,74,3,0,4,232,0,0,12,24,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,88,0,0,0,0,0,17,0,4,0,0,0,0,2,2,1698,3689,113,4353,810,10663,194,Trojan_SMS,fakeinst
44514,6408,11612,30776,64496,6416,8989,5344,3644,6,0,5,1,2,3,24,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,2,0,3130,945,2814,163,1632,8684,214,Trojan_SMS,fakeinst
144159,38624,10508,87440,116848,39632,49637,39374,10262,190,2,8,4,8,46,40,23,96,4,0,1,0,0,2,0,0,2,10,6,0,0,0,0,0,4,0,0,2,2,2,0,2,0,0,2,0,0,0,0,84,120,0,20,102,102,167,464,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,252,48,48,0,0,0,0,0,46,0,0,0,0,0,0,39,0,2,15721,37,4380,43,4,0,3622,789,125,2180,2847,9563,196,Trojan_SMS,plankton
91036,38872,11512,40624,98092,40480,22650,18847,3802,34,1,6,1,4,34,35,10,40,3,0,1,0,0,30,0,0,14,0,13,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,5,0,0,25,0,275,275,21,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,14,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,288,0,0,0,0,0,45,2,13,4146,12,942,12,3,1,3061,7112,3225,322,816,14536,192,Trojan_SMS,fakeinst
