Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
69953,4596,10636,54040,82452,8272,24205,19896,4308,182,15,6,3,2,20,40,15,30,0,0,0,30,10,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,2,0,0,0,2,4,0,4,0,0,38,36,32,24,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,15,0,1,2030,12,4498,12,4,0,2555,3090,3398,1127,730,10900,189,Backdoor,hiddad
74233,5372,11184,63400,68988,5376,9375,5588,3786,0,0,2,0,2,2,22,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7966,11952,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,6,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1886,1405,2115,1525,659,7590,187,Backdoor,fobus
68242,3692,10696,53244,90604,7756,23553,19464,4088,160,4,7,4,2,17,33,7,28,0,0,0,39,13,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,5,0,0,0,2,4,0,8,0,0,47,45,41,28,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,1,2030,12,4501,12,4,0,2402,1508,3361,3224,655,11150,188,Backdoor,hiddad
97747,8560,11180,82732,82660,8576,10935,7364,3570,0,0,5,1,2,5,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,7668,11527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,1508,4284,1753,1471,329,9345,189,Backdoor,fobus
31148,2624,11432,22944,79552,2636,7904,4806,3097,0,0,1,0,2,2,22,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5472,4466,1518,2893,1651,16000,188,Backdoor,hiddad
33629,816,10932,28580,80868,824,8035,6136,1898,8,2,7,2,2,8,29,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,1,1548,1682,2170,1013,2737,9150,191,Backdoor,fobus
71537,5044,10644,53832,78708,9080,23790,19367,4422,183,10,6,3,2,27,39,15,30,0,0,0,33,11,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,3,0,0,0,2,4,0,4,0,0,41,39,35,26,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,15,0,1,2030,12,4472,12,4,0,788,2686,2848,3200,1521,11043,191,Backdoor,hiddad
281557,36744,12184,228408,113040,39052,49078,35850,13227,196,2,9,4,4,40,41,13,52,3,0,4,0,0,4,0,0,0,0,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,47,69,2,8,361,180,38,2177,33,14,0,4,22,4,12,8,0,0,0,4,0,0,14,0,0,0,3,0,0,4,295,0,0,0,0,0,0,20,0,0,0,0,0,0,9,12,2,1723110,1389,78094,933,5,2,3087,2308,788,1535,2319,10037,185,Backdoor,hiddad
43785,6372,10132,25588,68080,6384,7458,5028,2429,0,0,1,0,2,2,22,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,3,0,1603,1331,2465,5746,4979,16124,186,Backdoor,fobus
69118,4640,10676,52764,90888,8076,23933,19398,4534,100,5,6,3,2,25,35,16,35,0,0,0,39,13,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,5,0,0,0,1,2,0,0,0,0,48,52,41,29,0,0,4,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,13,0,1,2030,12,4588,14,4,0,3082,2496,1502,646,3097,10823,190,Backdoor,hiddad
51020,6224,11716,36412,73208,6384,13420,11094,2325,21,3,6,1,2,19,33,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,4,0,0,0,0,4,1,2152,859,1742,3731,3244,11728,190,Backdoor,androrat
108368,20936,10616,68392,128096,21480,41473,26433,15039,25,2,7,1,6,53,34,19,82,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,11,0,0,0,1,0,0,0,10,10,0,0,1,0,0,25,0,196,345,7,0,646,636,245,1079,27,0,0,24,50,0,0,0,0,0,0,12,0,0,220,13,1,0,24,0,0,12,1317,35,34,0,0,0,118,24,0,0,17,0,0,0,116,12,12,100650,511,128037,797,6,2,3567,1066,5361,1706,10658,22358,192,Backdoor,<unknown>
66193,8224,11232,44136,82496,9172,20404,17172,3231,62,7,7,2,3,25,35,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,6,0,6,60,0,48,24,0,24,0,0,30,0,0,30,0,11,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,47,0,3,944,10,3122,12,5,2,2690,823,1778,4802,3449,13542,189,Backdoor,<unknown>
72672,4420,10720,56732,88480,8088,28242,22312,5929,147,4,5,2,2,17,32,7,28,0,0,0,42,14,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,5,0,0,0,2,4,0,4,0,0,49,54,43,29,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2030,12,4511,12,4,0,1518,3256,2964,864,2652,11254,187,Backdoor,hiddad
70151,4168,10704,54020,87748,8428,26439,20402,6036,133,4,6,3,2,22,36,16,36,0,0,0,39,13,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,4,0,0,0,2,4,0,4,0,0,46,51,40,28,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,15,0,1,2107,12,4509,13,4,0,2596,1510,3268,3162,642,11178,189,Backdoor,hiddad
42327,4680,12484,31612,78772,4696,12186,10395,1790,4,1,6,1,2,9,27,5,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,214,0,0,0,0,0,0,0,84,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,28,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,8371,24,3106,26,3,1,1510,5207,832,5984,1971,15504,191,Backdoor,<unknown>
91537,39004,10820,41040,110248,40604,26753,23168,3584,35,3,7,2,4,34,36,10,40,4,0,1,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,170,170,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,35,0,8,14647,40,3775,41,3,1,1523,2239,4136,1209,3506,12613,187,Backdoor,mobby
64369,10704,11596,42784,76860,11696,22475,17091,5383,76,15,5,1,2,25,32,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,3,0,0,360,6,3,0,1447,4991,2154,561,2283,11436,188,Backdoor,androrat
34024,884,11132,29224,77264,888,10117,6441,3675,0,0,4,0,2,4,24,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,4,1,2913,6692,1512,2815,766,14698,190,Backdoor,hiddad
36411,2836,12800,26488,88716,2852,13114,9995,3118,4,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,21,0,0,0,0,3,1,1503,1577,482,1597,6612,11771,190,Backdoor,dendroid
50443,7420,11436,34816,76580,7560,13275,10437,2837,15,1,6,1,2,13,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,23,0,5,0,0,0,0,4,1,866,3473,2500,4307,1825,12971,190,Backdoor,androrat
50676,7036,11660,34172,74968,7052,15346,11297,4048,37,3,6,2,2,11,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,7,4685554,5005,110018,2723,4,1,1507,2869,1993,757,2938,10064,189,Backdoor,hiddad
132996,25092,10424,96932,92800,26448,58906,46369,12536,318,8,9,4,4,76,41,30,95,2,1,6,0,0,0,0,3,0,0,0,3,5,23,3,0,5,11,0,0,0,1,0,0,0,10,10,0,0,1,0,0,4,0,39,55,14,2,43,43,94,297,41,4,0,5,6,0,0,0,0,1,0,10,0,0,90,3,1,0,2,0,0,1,12,21,3,0,0,0,6,6,0,0,7,0,0,0,8,2,1,96343,226,48104,236,5,2,4000,2127,657,3418,1472,11674,189,Backdoor,hiddad
92654,2688,10016,84972,59728,2920,18181,10359,7821,0,0,3,0,5,3,25,5,19,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,62,28,0,0,0,8,0,22,20,0,20,688,688,4,0,0,25,0,0,0,18,0,21,21,2,1,6,12,12,21,0,0,1,0,0,0,12,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,16,2,12438,111,33654,143,4,0,2481,1146,1554,2984,4038,12203,190,Backdoor,hiddad
48232,5708,11464,35844,64424,5796,13239,6338,6900,15,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,6,0,0,1860,31,3,1,1409,1524,5867,1393,708,10901,188,Backdoor,androrat
81433,8132,8300,60508,69428,8192,27967,21539,6427,251,4,9,4,2,20,35,12,49,0,4,0,6,2,0,0,0,0,0,0,2,1,9,0,0,8,17,0,0,0,2,0,0,0,15,15,0,0,2,20,0,4,0,9,18,7,4,13,13,129,253,26,4,0,2,6,0,0,0,0,1,0,3,0,0,44,5,5,0,2,0,0,0,10,12,0,0,0,0,4,2,0,0,6,0,0,0,6,2,1,32036,139,35779,202,5,2,1513,1857,1946,529,3504,9349,185,Backdoor,hiddad
160113,43212,8552,101268,74896,43304,97309,90704,6604,31,2,7,2,2,25,34,8,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,2,0,0,0,2,2,0,0,2,0,1,8,0,22,31,2,4,2,19,6154,7442,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,1,2,0,5,0,0,0,0,3,3,2,8,3,0,0,0,0,0,0,0,0,14,1,3,15247,46,4921,44,5,2,669,2487,2831,1675,1519,9181,187,Backdoor,mobby
34097,1620,12872,27016,78748,1632,7946,4874,3071,0,0,4,0,2,2,24,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,3,0,4926,1527,4540,2344,1741,15078,190,Backdoor,hiddad
58300,6968,10864,43964,90084,6984,8410,6171,2238,4,1,5,1,2,8,27,3,14,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,162,81,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,8,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,17072,54,7502,59,4,1,2014,781,7965,1541,3365,15666,187,Backdoor,fobus
63019,23476,9052,27932,77012,23512,19389,17071,2317,35,3,5,1,2,12,26,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,23,0,0,0,0,5,0,3028,1255,8990,4044,1518,18835,187,Backdoor,hiddad
57727,6556,11128,42608,77004,6580,18728,14960,3767,207,12,8,5,2,19,32,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1374,6,942,8,3,0,1963,1537,1051,2594,2415,9560,192,Backdoor,hiddad
104395,29028,10476,53680,124384,29620,25623,22057,3565,22,1,6,1,6,26,33,16,65,2,1,0,0,0,6,0,0,3,0,0,10,2,2,0,0,2,24,0,0,8,3,0,5,5,18,24,0,0,3,0,0,7,0,72,99,0,22,148,145,95,1136,0,0,0,6,6,0,0,0,0,0,0,3,0,0,3,0,6,0,6,0,0,3,324,23,23,0,0,0,50,0,0,0,0,0,0,0,45,1,3,297427,246,10523,189,3,1,3037,899,4292,2813,1524,12565,181,Backdoor,hiddad
71140,11504,11272,48768,81200,12596,26644,21549,5094,65,7,7,2,3,25,36,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,4,0,0,0,0,4,1,742,3382,1771,8345,2681,16921,191,Backdoor,androrat
48012,5012,11544,35784,69240,5024,13239,6356,6882,15,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,21,0,7,0,0,2040,34,2,1,7061,704,1654,1546,1835,12800,186,Backdoor,androrat
100012,39700,10772,49020,106776,41444,29445,24156,5288,24,1,8,2,4,42,38,11,41,3,0,1,0,0,27,0,0,13,0,0,9,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,257,281,14,22,2,2,71,51,24,24,20,0,4,0,7,0,0,0,20,13,0,0,0,0,6,0,19,0,0,1,4,0,0,0,0,0,0,206,0,0,0,0,0,0,42,31,10,6812,25,5207,33,6,3,1509,2850,3328,1289,8617,17593,191,Backdoor,moavt
104655,7264,11032,85776,85328,11340,32628,26047,6580,6,1,5,1,2,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,362,0,30,74,2,0,316,360,0,360,35,79,2,0,0,0,0,3,6,2,0,0,0,93,36632,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,830462,631,21460,381,3,0,1974,659,1632,2524,1957,8746,186,Backdoor,droidkungfu
66368,2516,10608,56032,103152,2592,22494,17843,4650,92,6,7,1,2,22,35,20,49,0,0,0,6,2,0,0,0,0,0,0,0,1,8,0,0,14,53,0,11,22,2,0,0,0,50,50,0,0,2,1,0,3,0,3,6,15,46,12,12,6,4,8,4,0,0,0,0,0,0,0,1,0,2,0,0,19,0,3,0,0,0,0,1,10,12,0,0,0,0,0,6,0,0,3,0,0,0,14,2,1,11624,86,13396,98,4,2,1513,2221,3838,3586,913,12071,191,Backdoor,hiddad
71374,4496,10624,54780,94544,8424,26844,20456,6387,114,5,6,3,2,30,35,17,38,0,0,0,36,12,0,0,0,0,0,0,0,0,0,6,0,13,32,0,0,0,11,0,0,0,21,21,0,0,11,3,0,0,0,4,8,0,4,0,0,55,65,41,30,0,0,6,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,19,0,1,2592,18,7121,20,4,0,2408,1496,702,3194,3174,10974,190,Backdoor,hiddad
68789,5208,10652,53240,74524,8796,23943,19488,4454,180,10,6,3,2,25,39,15,31,0,0,0,47,16,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,6,0,0,0,1,2,0,4,0,0,53,57,48,32,0,0,4,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,15,0,1,2030,12,4478,12,4,0,1467,2672,3350,3190,676,11355,189,Backdoor,hiddad
51054,872,10748,44812,83932,880,14660,11178,3481,4,1,4,1,2,9,25,4,16,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4322,12,1491,13,3,0,1515,1461,1467,3273,513,8229,193,Backdoor,fobus
50726,1788,10924,45508,66900,1796,11017,7677,3339,17,0,5,1,2,6,26,6,23,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,9,0,0,0,1,0,0,0,8,8,0,0,1,0,0,5,0,4,8,5,0,0,0,42,149,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,5392,13,3953,34,3,1,2993,1833,1093,1512,3563,10994,194,Backdoor,hiddad
112137,11180,8384,89064,71600,11200,20867,15490,5376,70,4,9,4,2,25,36,9,38,1,5,0,0,0,0,0,0,0,0,0,2,0,4,1,0,4,15,0,0,4,2,0,2,2,10,12,0,0,2,0,0,4,0,5,10,0,0,2,19,6224,6191,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,8,0,1,25948,73,11133,79,3,2,1721,1509,444,1296,2158,7128,186,Backdoor,<unknown>
100106,37316,10776,49332,92948,39044,29386,24273,5112,24,1,8,2,4,45,39,11,41,4,0,1,0,0,34,0,0,16,0,0,11,11,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,309,333,14,22,2,2,76,54,24,24,22,0,4,0,7,0,0,0,22,16,0,0,0,0,9,0,23,0,0,1,4,0,0,0,0,0,0,250,0,0,0,0,0,0,48,31,11,2535,18,5142,33,6,3,5779,784,1642,2290,1510,12005,192,Backdoor,moavt
99401,38036,10748,49264,110632,39712,29241,24202,5038,24,1,8,2,4,43,38,11,43,3,0,1,0,0,30,0,0,14,0,0,9,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,259,283,14,22,2,2,71,51,24,24,20,0,4,0,7,0,0,0,20,14,0,0,0,0,6,0,19,0,0,1,4,0,0,0,0,0,0,206,0,0,0,0,0,0,41,31,10,6771,24,5070,30,6,3,3433,3400,2482,1507,1428,12250,189,Backdoor,moavt
79700,32668,10804,37500,98820,33940,18979,15697,3281,28,1,4,1,4,26,33,9,36,4,0,0,246,82,0,0,0,0,0,0,24,23,0,8,0,16,286,0,0,0,85,0,0,0,201,201,0,0,85,0,0,0,0,276,252,0,0,721,721,517,330,253,216,0,0,100,0,33,0,0,0,0,24,0,0,35,2,0,0,48,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,166,0,24,3656,21,29036,344,3,0,2108,4654,3971,5976,1132,17841,190,Backdoor,hiddad
71997,5664,10672,54848,88264,9384,24544,20003,4540,268,20,6,3,2,22,45,15,31,0,0,0,45,15,0,0,0,0,0,0,0,0,0,4,0,10,24,0,0,0,8,0,0,0,16,16,0,0,8,7,0,0,0,1,2,0,0,0,0,54,58,47,31,0,0,4,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,13,0,1,2030,12,4458,12,4,0,3408,1511,2585,3373,510,11387,189,Backdoor,hiddad
