Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_warning,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
91242,23408,10964,59492,95752,24620,36871,30789,6081,296,1,5,0,4,24,34,13,64,2,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,21,25,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,31,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,0,3,1,2705,209,764,1668,2763,8109,192,Trojan_Banker,<unknown>
107313,38748,11156,55356,105548,41112,21694,18139,3554,7,1,4,1,4,28,33,10,39,3,0,1,78,26,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,190,181,21,2,13,0,13,13,13,28,0,0,0,0,0,0,0,0,0,29,0,0,0,0,18,0,1376,0,0,0,0,0,0,0,280,0,0,0,33,0,9,0,0,0,0,6,0,268,716,2505,4776,5993,14258,192,Trojan_Banker,minimob
42699,3708,11376,32252,80344,3724,15306,11651,3654,56,4,6,2,2,12,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,15,0,0,0,0,2,0,1857,6104,100,1985,562,10608,190,Trojan_Banker,zitmo
126629,4884,10592,114100,95960,5096,54593,44962,9630,392,18,8,5,4,28,36,8,33,2,0,0,6,2,0,0,0,0,1,0,0,0,0,56,0,0,0,38,18,18,0,18,21,21,38,0,0,2,0,12,11,2,6,1,0,1,1,1,2,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,0,172,0,0,0,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,7,0,13604,347,2885,706,1824,19366,195,Trojan_Banker,minimob
156713,10400,15264,133336,90884,10908,36775,24968,11806,91,5,17,13,4,112,61,16,72,3,0,13,0,0,186,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,339,91,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,123,129,0,0,0,0,34,0,0,0,0,0,0,0,0,570,1302,0,0,0,129,0,17,0,0,0,0,3,0,1810,3864,2163,132,2823,10792,190,Trojan_Banker,svpeng
88183,36008,12548,40912,109356,37496,24463,19162,5300,34,2,5,1,4,36,34,8,34,4,0,1,0,0,18,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,133,1,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,1,0,140,0,0,0,22,0,7,0,0,0,0,3,1,2221,902,6654,245,2706,12728,193,Trojan_Banker,faketoken
35689,4256,12652,25644,86372,4276,13131,10233,2897,8,2,6,2,2,11,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,24,0,0,0,0,3,3,2564,55,16805,2407,736,22567,191,Trojan_Banker,marcher
30185,1980,12492,23424,76664,1992,8926,5025,3900,0,0,4,0,2,2,23,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6078,2337,1120,115,2129,11779,195,Trojan_Banker,marcher
78150,4716,10512,65248,93336,4948,30391,24730,5660,355,14,12,9,4,50,50,19,49,2,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,11,2,14,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,172,0,0,0,0,0,0,36,12,0,0,0,11,0,1,0,0,0,0,7,0,119,2043,3127,5118,758,11165,192,Trojan_Banker,minimob
41273,2960,11820,31076,97240,2976,14263,11407,2855,11,1,5,1,2,11,28,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,19,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,15,0,7,0,0,4920,82,2,1,10338,2342,4724,784,114,18302,192,Trojan_Banker,faketoken
35478,4668,12500,25160,79368,4684,13108,9981,3126,4,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,23,0,0,0,0,2,0,105,1767,1804,587,6768,11031,188,Trojan_Banker,marcher
44852,4828,11824,33232,77856,4844,13187,10784,2402,9,1,5,1,2,10,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,58,0,18,0,0,0,0,2,0,12163,704,3298,251,2729,19145,193,Trojan_Banker,zitmo
148310,20932,10532,117824,96336,22136,42540,36813,5726,210,4,13,8,4,60,43,14,55,2,2,4,30,10,4,0,2,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,11,0,23,0,42,59,13,16,0,0,285,187,59,0,16,0,12,6,0,0,0,0,0,47,0,22,13,6,2,0,0,2,2,0,0,1,0,2,40,0,6,2,12,8,1,322301,444,61368,466,5,1,116,2113,578,1031,1692,5530,190,Trojan_Banker,minimob
41932,4980,11880,30384,95636,5004,14416,12234,2181,22,3,9,3,2,13,37,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44,0,0,0,17,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,80,0,0,0,0,24,0,4,0,0,0,0,4,2,113,758,1920,4375,5399,12565,193,Trojan_Banker,svpeng
36365,4844,12340,25284,85500,4860,13104,9987,3117,4,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,2,0,117,496,6561,1527,1497,10198,194,Trojan_Banker,marcher
73166,14932,10888,50780,80992,16012,35985,27967,8017,237,1,5,0,4,20,33,10,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,32,0,1,0,0,0,0,4,1,1670,223,2869,2644,709,8115,193,Trojan_Banker,svpeng
61784,3800,10856,50328,75820,4096,34060,28464,5595,294,1,5,0,4,18,31,10,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,0,0,4,1,564,2407,1821,165,2059,7016,191,Trojan_Banker,svpeng
46784,8116,11252,31408,74468,8240,15202,11033,4168,28,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,0,2,0,2671,109,2215,765,2123,7883,192,Trojan_Banker,zitmo
90773,21808,11016,61292,84764,22528,39070,31713,7356,296,1,5,0,4,24,34,14,66,2,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,25,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,30,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,0,3,1,209,1940,2718,2581,1096,8544,193,Trojan_Banker,svpeng
50183,7748,11396,35924,80584,7764,15802,12380,3421,16,1,4,1,2,12,30,5,20,1,0,0,0,0,0,0,0,0,0,0,0,20,60,120,0,0,0,20,0,0,20,20,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,19,2544124,2038,98460,1704,2,0,2447,1118,3383,15223,104,22275,191,Trojan_Banker,guerrilla
74407,14300,10892,51756,94956,15584,33962,27847,6114,237,1,5,0,4,19,32,10,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,29,0,1,0,0,0,0,3,1,674,2747,201,2594,1550,7766,191,Trojan_Banker,svpeng
103946,4952,10716,91020,92688,5332,52427,43115,9311,263,10,6,3,4,25,34,8,31,2,0,0,6,2,0,0,0,0,1,0,0,0,0,42,0,0,0,33,9,9,0,9,24,24,33,0,0,2,0,12,11,2,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,172,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,6,0,727,2652,1977,7181,351,12888,193,Trojan_Banker,minimob
87944,20000,10984,60076,87100,21184,39005,30847,8157,296,1,5,0,4,24,34,13,65,2,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,21,25,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,30,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,0,3,1,2556,2875,196,1616,803,8046,191,Trojan_Banker,svpeng
46333,1384,11008,40624,77604,1392,13263,10493,2769,150,0,35,30,2,3,56,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,76,0,74,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,4951,18,3220,42,2,2,2322,111,3252,1028,2541,9254,193,Trojan_Banker,wroba
87477,34136,10684,40152,94644,36264,20263,15616,4646,7,1,5,1,4,26,33,17,31,4,0,0,6,2,0,0,4,0,2,0,0,0,0,30,0,0,0,20,10,10,0,10,10,10,20,0,0,2,0,31,30,2,0,1,0,4,5,1,4,0,4,0,0,0,0,0,0,0,9,0,0,0,0,4,0,172,4,4,0,0,0,0,0,6,0,0,0,29,0,2,0,0,0,0,7,0,2031,2023,798,8238,252,13342,191,Trojan_Banker,minimob
73163,2208,10424,64936,98296,2356,27411,20670,6740,105,1,5,2,7,27,35,9,35,2,0,0,6,2,0,0,0,0,1,2,3,0,2,53,2,0,2,11,41,41,0,42,9,9,11,1,0,3,0,18,23,5,26,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,172,0,0,0,0,0,0,2,3,0,0,0,15,0,1,4296,21,5289,24,6,0,3958,1638,240,3944,671,10451,204,Trojan_Banker,minimob
101457,24944,10512,67448,100040,25808,40076,34250,5825,151,4,12,8,4,43,42,12,51,2,0,8,12,4,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,44,61,4,12,0,0,4,4,4,0,8,0,0,0,0,0,0,0,0,12,0,5,0,0,2,0,0,0,0,0,4,0,0,0,80,0,0,0,10,0,1,2068,30,7424,56,5,1,1026,102,2729,3199,3144,10200,193,Trojan_Banker,minimob
101894,36960,10700,52584,94192,40348,31183,18055,13127,56,2,7,2,4,26,36,10,38,4,0,0,42,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,206,189,14,0,7,0,7,7,7,38,0,0,0,0,0,0,0,0,0,19,0,0,0,0,34,0,1153,0,0,0,0,0,0,0,0,0,0,0,61,0,17,0,0,0,0,6,1,479,1529,147,6271,1461,9887,194,Trojan_Banker,minimob
89585,22064,10992,59300,86688,23464,36812,30467,6344,296,1,5,0,4,24,34,14,65,2,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,24,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,29,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,3,1,188,2539,1550,739,2706,7722,192,Trojan_Banker,svpeng
120880,18720,10648,94140,89308,19328,41772,33310,8461,219,11,7,4,4,30,36,8,34,2,0,2,6,2,0,0,10,0,1,0,0,0,0,77,0,0,0,51,26,26,0,26,25,25,51,0,0,2,0,19,19,2,10,1,0,4,5,1,2,0,10,0,0,0,0,0,30,0,16,0,0,0,0,2,0,172,10,10,0,0,0,0,0,0,0,0,0,62,0,1,280,4,695,5,6,0,2027,402,5525,655,3400,12009,196,Trojan_Banker,minimob
53358,2964,10020,44184,79008,3084,21495,16366,5128,209,10,5,2,2,26,33,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,2,8,4,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,1,1488,12,1458,15,2,0,1589,1459,577,6341,106,10072,193,Trojan_Banker,bankbot
35403,3736,12360,25260,86916,3748,13102,10016,3085,4,1,5,1,2,9,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,0,0,0,0,2,0,729,11991,141,2486,1907,17254,193,Trojan_Banker,marcher
39390,3280,10852,28564,96612,3296,14235,11390,2844,11,1,5,1,2,11,28,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,13,0,6,0,0,5040,84,2,1,106,679,1975,4809,5002,12571,191,Trojan_Banker,faketoken
36310,3876,12408,25536,85596,3892,12083,10065,2017,4,1,5,1,2,9,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,0,0,0,0,2,3,7012,3036,113,902,1643,12706,190,Trojan_Banker,marcher
34756,3292,12612,25124,85964,3308,13098,9995,3102,4,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,3,3,1837,1383,102,628,11153,15103,191,Trojan_Banker,marcher
94677,40632,12804,41536,95292,42360,24441,19236,5204,34,2,5,1,4,30,33,8,34,3,0,1,0,0,34,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,268,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,280,0,0,0,43,0,14,0,0,0,0,2,0,3014,733,2313,7076,309,13445,193,Trojan_Banker,faketoken
36290,5152,12256,25328,84396,5168,13104,10098,3005,4,1,5,1,2,8,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,2,0,7474,532,109,1961,1587,11663,192,Trojan_Banker,marcher
89586,21104,10984,59644,102192,22444,36898,30068,6829,294,1,5,0,4,24,34,13,66,2,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,21,26,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,32,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,0,3,1,121,1937,2822,797,3003,8680,192,Trojan_Banker,svpeng
35607,3428,12520,25396,86580,3444,13088,10020,3067,4,1,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,22,0,0,0,0,2,0,2174,7130,108,1726,616,11754,192,Trojan_Banker,marcher
35710,4448,12544,25352,85492,4464,13105,10122,2982,4,1,5,1,2,9,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,24,0,0,0,0,3,3,64,8016,586,2046,1657,12369,191,Trojan_Banker,marcher
87549,22176,10896,56860,78160,23484,38751,29877,8873,296,1,5,0,4,24,34,12,59,2,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,19,20,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,25,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,1,0,0,0,0,4,1,698,1555,2270,168,2656,7347,194,Trojan_Banker,svpeng
87829,17976,10484,58368,101896,19504,29715,19858,9856,121,2,5,2,6,25,34,11,43,2,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,14,13,2,0,0,0,122,122,2,4,4,0,0,0,0,0,0,0,0,3,0,7,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,947246,847,103588,574,4,0,678,327,2566,1680,2822,8073,191,Trojan_Banker,minimob
88763,22700,10836,56200,88604,24068,36736,29492,7243,296,1,5,0,4,24,34,14,62,2,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,17,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,22,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,0,0,0,0,4,1,2476,546,1963,179,1547,6711,193,Trojan_Banker,svpeng
28459,0,12160,23724,75616,12,9057,5055,4001,0,0,4,0,2,2,41,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4121,1783,126,1265,2095,9390,191,Trojan_Banker,marcher
45226,7620,11848,30660,91144,7636,14256,11469,2786,11,1,5,1,2,12,28,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,0,6,12,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,14,0,6,0,0,5040,84,2,1,2306,782,4825,100,7328,15341,189,Trojan_Banker,faketoken
32353,1228,11108,27532,74292,1232,9970,7013,2956,0,0,4,0,2,3,23,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,2,0,1915,3839,1218,2592,109,9673,201,Trojan_Banker,fakebank
83028,15976,10916,58704,77468,17400,36889,30719,6169,296,1,5,0,4,24,34,14,66,2,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,25,22,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,27,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,0,0,0,0,4,1,707,2817,207,1616,2379,7726,192,Trojan_Banker,svpeng
99552,37064,10696,50556,103580,39192,17317,14045,3271,5,1,4,1,4,31,37,13,36,5,1,0,6,2,0,0,0,0,10,6,0,0,42,36,4,0,16,8,18,18,12,30,0,0,8,2,0,7,0,68,66,2,0,1,0,81,41,1,14,0,0,0,0,0,0,0,0,0,7,0,0,0,2,12,0,172,0,0,0,0,0,0,12,24,0,0,0,32,0,6,9848,23,3721,24,6,0,1817,98,1653,849,3372,7789,193,Trojan_Banker,minimob
29363,0,11052,24744,82820,8,12048,9977,2070,0,0,4,0,2,7,24,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,588,2093,117,1043,1507,5348,189,Trojan_Banker,marcher
90705,23484,10864,59136,89024,24744,36932,30201,6730,296,1,5,0,4,24,34,14,68,2,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,23,25,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,30,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,1,0,0,0,0,3,1,738,2610,2546,1676,191,7761,192,Trojan_Banker,svpeng
72894,14704,10820,50352,93796,15928,34155,28184,5970,294,1,5,0,4,18,31,10,39,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,1,0,0,0,0,4,1,2600,791,1750,2721,203,8065,192,Trojan_Banker,svpeng
