Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_sendStickyBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.media.MediaRecorder_start,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_debug,Logcat_info,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_total,Process_total,Category,Family
71663,29624,12792,31520,97392,30832,15543,10361,5181,11,1,7,1,4,29,34,14,44,1,0,2,0,0,0,19,0,0,16,0,0,26,0,0,8,0,0,0,12,0,78,0,0,0,19,0,0,0,60,60,0,0,19,21,0,0,30,0,283,292,0,0,337,336,66,57,90,72,52,26,20,0,21,0,0,0,0,52,52,0,0,4,0,0,0,52,0,0,26,0,66,16,0,0,0,0,0,132,0,0,0,0,0,0,0,0,97,14,26,412,10,4519,14,3,1,200,3635,1114,4529,3667,13145,191,Adware,shedun
49523,9060,11804,33420,98936,9080,19825,15552,4272,60,2,5,2,2,15,31,5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,7,0,0,0,14,14,0,0,0,0,0,0,9,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,10496,42,4662,59,2,0,3932,2561,111,3995,2634,13233,191,Adware,airpush
47703,6692,11972,33404,100284,6712,17577,14936,2640,20,2,5,2,2,14,32,14,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,12,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,12,16086,66,6692,78,2,0,3757,2781,3180,99,1136,10953,193,Adware,airpush
43318,5080,12420,31552,92244,5092,11304,8519,2784,19,3,6,4,2,8,27,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,10,38,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,4,0,4064,255,662,3526,2983,11490,192,Adware,dowgin
37254,4452,9596,23060,77412,4464,8706,5011,3694,0,0,3,0,2,4,22,2,8,0,0,0,0,187,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,167,342,5,94,0,0,28,29,185,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,4565,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,45,0,0,0,0,2,3,64,3384,2986,1729,2617,10780,190,Adware,shedun
47316,8560,10916,31624,98364,8580,21633,13748,7884,30,2,5,2,2,14,31,5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,8,11829,52,5456,61,2,0,6716,105,682,3351,2539,13393,191,Adware,airpush
81435,28012,10756,43000,102376,29696,19327,16124,3202,9,0,7,1,4,28,35,14,45,4,0,1,0,0,0,73,0,0,26,0,0,16,14,0,0,0,0,0,0,0,137,0,0,0,41,0,0,0,97,97,0,0,41,26,0,0,34,0,272,258,0,0,176,176,168,88,30,14,0,0,14,0,7,0,0,0,0,0,26,0,0,0,0,0,0,32,0,0,16,0,14,14,0,0,0,0,0,360,0,0,0,0,0,0,0,0,99,28,16,0,0,0,0,2,2,3977,1185,3849,192,7303,16506,192,Adware,shedun
35405,5212,10788,18908,77496,5216,9208,5359,3848,0,0,3,0,2,5,27,2,10,0,0,0,0,157,55,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,13,0,0,0,4,0,5,5,4,9,0,0,4,3,0,0,26,0,78,156,19,40,0,0,68,222,83,81,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,19,0,0,22,38,2,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,43,39,19,0,0,0,0,3,3,2234,1625,108,734,2423,7124,194,Adware,shedun
84846,20104,10568,55284,101744,21044,26497,21208,5288,113,3,6,3,4,27,34,10,40,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,4,0,0,126,63,8,0,0,3,6,0,0,0,0,0,0,0,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2168,26,6770,32,3,0,668,1948,2216,121,3254,8207,193,Adware,leadbolt
114165,24864,10768,82364,85616,25748,36971,28255,8716,82,2,6,2,4,35,39,10,39,3,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,27,2,0,0,0,352,176,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0,1,2676949,2747,239270,2151,2,1,111,2520,1095,1438,1469,6633,196,Adware,mobidash
73976,3524,11132,63976,84792,3624,16283,11099,5183,5,0,5,1,2,6,25,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,4,8,8,0,2,0,9679,9690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,2,1844,1923,2357,829,166,7119,189,Adware,kuguo
109138,37604,10744,61196,106500,39376,34226,25856,8369,54,5,7,4,4,33,35,10,41,2,0,2,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,29,0,16,11,11,11,11,1,0,0,2,0,0,0,0,0,0,0,0,10,0,0,9,2,2,0,2,0,0,1,0,2,2,0,0,0,0,4,20,0,0,0,0,0,0,0,0,13,0,1,76175,67,6862,71,3,0,1091,532,139,1336,2265,5363,196,Adware,airpush
19107,8152,10388,4212,66516,8284,5364,3851,1512,0,0,4,0,8,4,22,3,12,0,0,0,0,153,51,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,4,0,3,3,5,8,0,0,4,3,0,0,26,0,100,200,17,48,0,0,65,217,106,110,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,24,0,0,27,48,2,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,52,49,24,1124,8,2535,11,3,3,3058,107,957,3590,3363,11075,191,Adware,shedun
80523,3536,10652,68876,99664,3740,28140,22144,5995,41,2,7,1,4,34,34,19,62,2,0,1,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,38,50,34,0,192,164,209,209,24,18,0,0,4,0,14,0,9,0,0,10,2,0,0,2,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6,0,2,4396,28,7753,81,5,2,1043,142,1946,995,1619,5745,191,Adware,zdtad
49769,3372,11068,36656,86532,3904,21562,18560,3001,92,4,6,2,2,16,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,2,0,2744,2485,223,2221,708,8381,196,Adware,adend
46059,5940,12252,31880,95396,6600,15400,12466,2933,28,2,4,1,2,14,27,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,36,72,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,13,14987,63,6721,85,2,0,10793,3275,623,5768,1501,21960,190,Adware,stopsms
56132,18048,9756,24168,82192,18056,24626,22065,2560,7,1,5,1,2,12,27,5,21,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,5,0,22,3,0,3,15,0,2,2,5,7,5,5,15,0,0,0,6,0,70,74,10,0,58,55,133,101,2,2,0,12,0,0,0,0,0,0,0,0,12,0,0,4,2,6,0,24,0,0,9,1068,26,8,0,91,0,0,0,80,0,0,0,0,0,0,0,0,39,2,8,7471202,5348,75809,1758,3,3,15736,2957,3281,107,4853,26934,188,Adware,ewind
102144,42152,10648,48840,109200,43840,27902,22597,5304,56,1,4,1,4,37,35,10,40,3,0,3,0,0,0,5,0,0,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,0,2,0,0,152,76,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,6,0,2,457578,461,28721,439,2,0,816,2951,118,2633,1921,8439,197,Adware,inmobi
128034,19684,8324,81280,116740,21280,46593,38289,8303,87,2,5,2,4,36,37,19,46,2,5,2,0,0,0,2,0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,6,0,0,613,341,6,0,0,0,30,15,0,0,0,0,0,0,12,0,0,16,14,0,0,4,0,0,0,114,3,3,0,0,0,0,0,88,0,0,0,0,0,0,0,0,10,0,2,2368697,2142,132642,1573,3,0,3063,976,1629,2079,115,7862,195,Adware,airpush
50394,6572,11100,36236,87696,6620,15826,12651,3174,94,6,6,3,2,13,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,3920,21,2595,26,2,0,2541,1961,666,119,2805,8092,192,Adware,mobidash
47402,3336,11876,33420,95968,5272,17418,14166,3251,34,2,4,1,2,10,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,0,0,0,2,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,12,0,0,3240,54,2,1,2004,4445,613,1619,204,8885,192,Adware,inoco
90497,26384,10892,55188,103860,27492,32555,26562,5992,259,8,8,4,4,35,36,11,41,2,0,3,0,0,0,0,0,3,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,4,20,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,598,2290,1726,195,3026,7835,193,Adware,ewind
175585,16288,11004,151836,87808,17188,42957,33377,9579,155,5,11,8,4,48,40,15,59,2,10,6,0,0,0,6,0,12,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,48,0,18,0,0,426,2216,8,0,0,4,40,24,0,4,0,0,0,0,26,0,0,28,22,4,0,4,0,0,0,116,41,40,0,0,9,0,0,120,0,0,0,0,0,0,0,0,17,3,2,168828,347,58346,357,3,0,1562,1168,2441,1861,107,7139,195,Adware,airpush
46738,3124,12300,33156,98092,4768,17398,14043,3354,34,2,4,1,2,9,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,35,0,0,0,2,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,42,0,0,0,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,21,0,10,0,0,4320,72,2,1,805,2845,3946,341,2697,10634,192,Adware,inoco
47270,3464,12484,33280,101504,5292,17434,14335,3098,34,2,4,1,2,11,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,22,0,0,0,2,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,0,28,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,7,0,0,2820,47,2,1,2865,2888,3010,265,758,9786,191,Adware,inoco
41612,9576,9724,20324,80384,11368,13191,10805,2385,35,2,5,1,2,10,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,2,0,117,12583,691,2440,3268,19099,191,Adware,frupi
19539,3464,10876,5448,71200,3596,6377,4922,1454,0,0,4,0,2,4,22,3,14,0,0,0,0,186,62,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,12,0,0,0,4,0,3,3,5,8,0,0,4,3,0,0,35,0,120,242,19,58,0,0,70,222,126,132,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,29,0,0,32,58,2,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,62,59,29,1124,8,2435,10,3,4,1161,3310,109,3708,5568,13856,191,Adware,shedun
63746,1824,10684,53956,99800,1900,25545,19332,6212,32,1,9,1,3,14,32,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,1,0,1,7,0,11,11,7,18,0,0,7,14,0,0,27,0,3,6,18,0,1,1,0,0,16,16,2,7,12,6,0,14,0,0,0,0,0,0,0,8,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,4248,32,5628,51,7,2,671,972,1578,2011,126,5358,188,Adware,dowgin
129371,30808,10740,89972,103136,32364,40822,30593,10228,132,3,9,6,4,54,42,15,61,4,0,4,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,2,20,0,0,304,152,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,15,0,1,10549749,8054,235380,4401,2,0,2639,2967,109,2097,1425,9237,196,Adware,airpush
89425,36172,10748,41576,103340,37748,20585,16004,4580,18,1,7,2,4,26,34,14,42,0,0,2,0,0,0,28,0,0,10,0,0,8,6,0,0,0,0,0,0,0,57,0,0,0,17,0,0,0,40,40,0,0,17,12,0,0,14,0,124,116,0,0,88,88,64,34,15,6,0,0,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,8,0,6,6,0,0,0,0,0,102,0,0,0,0,0,0,0,0,45,29,8,0,0,0,0,2,2,3281,994,2402,140,2908,9725,192,Adware,shedun
72805,2820,10812,57960,94604,8168,25596,18314,7281,759,4,7,3,2,17,34,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,42,0,0,0,10,0,32,32,0,32,6,6,1,6,0,0,2,0,6,12,23,12,0,0,9,9,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,1,2845,25,4514,40,3,1,228,2710,3618,681,1818,9055,190,Adware,mobclick
88618,23192,10680,58496,83384,23888,35718,28541,7176,21,1,4,1,4,34,37,11,44,4,0,1,0,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,6,0,0,84,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,1,687075,775,103191,635,2,0,2416,1103,107,2855,1957,8438,195,Adware,airpush
47747,3188,12036,33564,98936,5128,17432,14227,3204,34,2,4,1,2,11,25,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,26,0,0,0,2,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,36,0,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0,15,0,0,3720,62,2,2,2750,674,3545,340,6769,14078,189,Adware,inoco
47616,10332,11024,31432,83568,10468,11666,8209,3456,0,0,2,0,2,10,35,10,37,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,44,7,0,7,16,0,30,32,0,32,0,0,16,0,0,0,44,0,123,156,0,0,0,0,276,208,43,42,0,10,0,0,22,0,0,0,10,0,0,0,17,56,0,0,0,0,0,0,11,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,17,11,11,97416,387,174412,443,2,3,2382,2047,3206,115,1422,9172,196,Adware,appad
48733,4928,12092,33468,98140,6864,17432,14319,3112,34,2,4,1,2,11,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,0,0,0,2,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,42,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,16,0,0,3900,65,2,1,1960,749,1614,2614,152,7089,190,Adware,inoco
27717,2848,10392,17436,71620,2864,6375,3696,2678,0,0,2,0,2,2,23,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,4527,1182,3311,1990,175,11185,195,Adware,baiduprotect
67142,7900,11256,47188,82380,12848,24528,18620,5907,116,3,5,2,2,17,29,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,6,0,172,0,0,0,72,0,0,0,100,100,0,0,36,0,0,0,0,0,17,34,0,34,0,0,28,26,12,38,0,0,4,0,6,0,0,0,0,0,0,0,0,4,2,17,0,0,0,0,15,0,12,6,0,0,0,0,0,34,0,0,0,0,0,0,0,0,119,0,15,1278,12,11824,124,2,0,2398,1227,7427,3787,110,14949,190,Adware,shedun
73385,13660,10580,51184,100184,13820,21567,16700,4866,55,2,5,2,2,12,30,6,26,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,16,0,0,240,120,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,4,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,81411,169,32554,184,2,0,2277,114,2028,633,2894,7946,197,Adware,inmobi
112055,41216,9884,57408,104428,45844,30919,25771,5147,20,3,8,2,4,39,40,11,46,3,0,2,0,0,0,45,0,0,15,0,0,8,8,0,4,0,0,0,6,0,88,0,0,0,26,0,0,0,62,62,0,0,26,15,0,0,8,0,163,158,2,0,42,42,82,56,25,14,6,3,8,0,10,0,0,0,0,6,18,0,0,2,2,0,0,16,0,0,11,182,74,73,0,0,0,0,0,166,0,0,0,0,0,0,0,0,57,25,8,1241,13,5849,16,4,1,2688,1503,2844,245,3342,10622,195,Adware,shedun
31048,24,11188,27600,71540,28,8032,5595,2436,0,0,5,0,2,4,24,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,1,2,8,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,121,1731,803,2566,3395,8616,195,Adware,ewind
68362,15872,12616,40228,113760,15928,12949,8596,4352,45,2,5,1,6,24,32,11,45,2,0,0,0,0,0,1,0,0,1,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,76,121,0,20,71,57,98,293,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,210,52,52,0,0,0,0,46,0,0,0,0,0,0,0,0,0,32,0,2,121830,114,5739,79,2,1,2908,117,2587,2261,789,8662,193,Adware,leadbolt
44309,7120,12048,29852,97460,7172,15296,13039,2256,13,2,5,2,2,12,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,17,21064,91,9450,109,2,0,587,1148,1202,113,2440,5490,191,Adware,airpush
