Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_error,Logcat_info,Logcat_debug,Logcat_verbose,Logcat_total,Process_total,Category,Family
71147,3400,10688,55520,106168,7644,26772,20467,6304,168,9,6,3,2,24,38,17,37,0,0,0,39,13,0,0,0,0,0,0,0,1,0,6,0,9,32,0,0,0,11,0,0,0,21,21,0,0,11,4,0,0,0,5,10,0,4,0,0,57,67,44,31,0,0,6,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,9,0,0,0,0,4,0,0,0,0,19,0,1,1917,18,8104,23,3,0,117,713,2535,3429,2988,9782,191,Backdoor,hiddad
47429,5464,11440,35872,72776,5600,13239,6336,6902,15,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,4,0,0,1500,25,2,1,810,138,1342,3178,1695,7163,190,Backdoor,androrat
105294,44188,10780,48852,94812,45868,29342,24096,5245,24,1,8,2,4,46,39,11,41,4,0,1,0,0,36,0,0,17,0,0,12,16,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,333,358,46,26,70,70,150,126,28,26,24,0,4,0,11,0,3,0,26,17,0,0,0,0,12,0,24,0,0,1,0,0,0,0,0,0,12,296,0,0,0,0,51,29,12,18206,42,8027,51,5,5,111,973,1786,6534,1807,11211,192,Backdoor,moavt
30466,1556,12940,23596,77920,1572,8933,4662,4270,0,0,1,0,2,2,24,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1565,4018,2236,2897,118,10834,192,Backdoor,fobus
51766,6060,11304,38108,79816,6076,16113,11723,4389,39,5,6,1,2,23,33,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,4,0,0,0,0,3,1,3239,7903,632,2326,431,14531,191,Backdoor,androrat
34904,860,11148,30164,76808,864,10178,6626,3551,0,0,4,0,2,4,24,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,3,1,2477,4945,2739,846,205,11212,194,Backdoor,hiddad
45381,4232,11620,33988,84476,4252,15330,11256,4073,37,3,6,2,2,12,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,16,0,0,0,0,2,0,114,2484,9003,3806,691,16098,189,Backdoor,hiddad
34795,2272,12692,26380,86108,2288,12087,9978,2108,4,1,6,1,2,10,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,0,22,0,0,0,0,3,1,3466,111,2279,3000,836,9692,194,Backdoor,dendroid
55009,5056,10864,43628,94372,5164,25215,18719,6495,79,5,10,5,2,19,34,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,20,0,1,0,0,0,0,2,1,3048,750,2948,98,1783,8627,194,Backdoor,mobby
30838,1844,12680,23984,77356,1856,7926,4709,3216,0,0,1,0,2,2,22,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,2,0,4526,1544,2319,135,4393,12917,193,Backdoor,fobus
56757,6668,11000,43436,89764,6684,8412,6089,2322,4,1,5,1,2,8,27,3,12,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220,110,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,10,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,25021,78,10710,85,3,1,137,3538,1966,942,9875,16458,192,Backdoor,fobus
37230,4360,12536,26964,85956,4376,13143,10270,2872,8,2,7,2,2,13,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,0,21,0,0,0,0,2,1,1476,370,6839,114,1221,10020,193,Backdoor,dendroid
45514,3192,11256,35960,75844,3240,13243,6651,6591,15,1,6,1,2,10,27,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,4,0,0,1560,26,2,1,186,1029,1409,1701,3178,7503,189,Backdoor,androrat
81190,8716,10488,60288,104376,13088,31135,25203,5931,259,17,6,3,2,23,42,15,32,0,0,0,45,15,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,7,0,0,0,2,4,0,4,0,0,52,50,47,33,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1201,12,5330,14,3,0,3347,630,3029,105,2762,9873,190,Backdoor,hiddad
168661,21880,8332,127520,94748,21972,73875,60686,13188,49,3,7,1,6,64,40,27,110,4,6,4,0,0,3,0,5,7,80,0,6,2,0,0,0,0,15,0,0,0,2,0,3,3,11,14,0,0,2,0,0,5,0,89,128,12,6,118,118,826,690,4,0,0,10,26,0,2,0,0,0,0,13,0,0,77,16,8,0,9,0,0,2,222,16,16,0,0,0,46,64,0,0,5,0,42,0,2,4590175,3629,152097,1961,4,2,1426,1820,2782,115,897,7040,194,Backdoor,hiddad
67911,4048,10660,51560,101944,8308,24074,19184,4889,169,6,6,3,2,21,35,15,33,0,0,0,33,11,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,1,0,0,0,1,2,0,0,0,0,37,41,33,26,0,0,4,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,13,0,1,1124,12,5219,12,3,0,2707,597,2401,3281,107,9093,190,Backdoor,hiddad
69909,4080,10668,54852,97904,7936,30619,20593,10025,159,6,6,3,2,21,34,8,33,0,0,0,45,15,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,6,0,0,0,3,6,0,4,0,0,52,63,46,34,0,0,4,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,15,0,1,1124,12,5168,12,3,0,104,718,3317,2731,2970,9840,191,Backdoor,hiddad
30032,5932,9512,17172,73936,5940,5377,3971,1405,0,0,4,0,2,2,24,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,168,4,280,6,2,0,105,1044,2129,1147,631,5056,191,Backdoor,hiddad
27942,940,9340,21732,68056,944,7070,5383,1686,0,0,5,0,2,4,24,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,3,1,2729,863,6808,108,2876,13384,196,Backdoor,hiddad
104130,43312,10752,47740,94776,45152,29376,24208,5167,24,1,8,2,4,42,39,11,41,4,0,1,0,0,41,0,0,20,0,0,12,16,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,2,339,364,46,28,52,52,128,104,26,24,24,0,4,0,9,0,2,0,24,20,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,296,0,0,0,0,52,33,12,5922,24,5260,24,5,5,3234,4120,103,2890,1210,11557,193,Backdoor,moavt
34935,860,11088,30008,69080,868,8132,6634,1497,0,0,4,0,2,4,24,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,3,1,935,2594,106,2537,5719,11891,195,Backdoor,hiddad
46206,3924,12056,35712,89452,3940,12220,11072,1147,4,1,6,1,2,9,27,4,18,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,239,0,0,0,0,0,0,0,228,114,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0,0,10,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,28560,84,11073,91,2,1,101,7750,3519,754,2067,14191,192,Backdoor,fobus
51187,4576,11508,38240,80880,4716,15553,11290,4262,34,4,7,2,2,22,33,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,3,760,19,1140,19,3,1,336,6802,715,2719,2701,13273,190,Backdoor,androrat
31279,1576,13128,24376,77428,1588,7914,4715,3198,0,0,1,0,2,2,22,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,2,0,1655,2447,1179,167,2695,8143,193,Backdoor,fobus
53140,5876,10988,39436,88612,5912,15794,13073,2720,70,5,6,3,2,15,33,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,11736659,12507,271927,6757,2,0,2290,115,2635,749,1746,7535,191,Backdoor,hiddad
35756,700,11172,30196,82496,704,10138,6173,3964,0,0,5,0,2,4,24,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,3,1,5057,774,2744,2716,105,11396,195,Backdoor,hiddad
35716,3104,12908,26656,85364,3120,13134,10144,2989,8,2,7,2,2,12,28,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,0,30,0,0,0,0,3,1,2639,1180,110,4022,3467,11418,193,Backdoor,dendroid
36675,4284,12560,26656,87500,4296,13114,10033,3080,4,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,20,0,0,0,0,3,1,5367,1431,101,1140,482,8521,195,Backdoor,dendroid
66151,3148,10636,56908,92660,3176,21653,17808,3844,47,2,7,1,2,23,34,19,47,0,0,0,6,2,0,0,0,0,0,0,0,9,16,0,0,0,51,0,11,22,2,0,0,0,48,48,0,0,2,1,0,3,0,3,6,18,50,20,20,4,2,4,4,0,0,0,0,0,0,0,1,0,2,0,0,28,1,3,0,0,0,0,1,14,10,0,0,0,0,0,6,0,0,3,0,14,0,1,10840,92,15860,107,3,2,2851,4306,106,960,2394,10617,193,Backdoor,hiddad
27258,636,9320,21528,66020,644,7076,5398,1677,0,0,5,0,2,4,24,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,3,1,715,2917,2621,3449,114,9816,196,Backdoor,hiddad
106291,39668,10564,55156,107736,41332,22133,18276,3856,64,2,6,2,4,28,35,10,42,4,1,1,0,0,17,0,0,0,0,0,12,4,0,0,0,0,27,0,0,6,3,0,6,6,24,30,0,0,3,0,0,6,0,52,49,2,12,0,0,354,204,0,0,0,38,6,0,0,0,0,0,0,3,0,0,58,58,12,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,36,0,3,153531,363,79634,404,3,1,100,3612,2298,714,4161,10885,192,Backdoor,hiddad
50076,5004,11392,37220,80216,5040,15522,11127,4394,30,2,7,2,2,19,31,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,0,4,0,0,0,0,3,1,640,2041,2685,3977,333,9676,194,Backdoor,androrat
98953,4908,10628,86624,106636,4996,30384,22326,8057,410,18,15,10,4,44,40,14,54,0,1,0,0,0,0,0,0,0,0,0,2,29,49,0,0,0,35,0,0,0,10,0,0,0,25,25,0,0,10,0,0,6,0,17,34,20,16,63,63,53,237,45,4,0,3,6,0,0,0,0,1,0,3,0,0,132,4,3,0,2,0,0,0,24,18,0,0,0,0,4,2,0,0,8,0,28,0,1,27530,207,56712,231,4,2,2376,3484,353,3179,718,10110,193,Backdoor,hiddad
25299,836,9340,21024,41040,844,7068,4923,2144,0,0,5,0,2,4,24,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,3,1,5477,1277,2288,104,2817,11963,193,Backdoor,hiddad
125676,23220,11096,95120,97464,23972,41301,32553,8747,110,1,4,1,4,34,34,14,57,2,0,5,0,0,11,0,0,0,0,0,3,0,0,0,0,0,39,3,0,3,1,0,0,0,0,38,9,9,1,1,0,0,0,31,31,0,0,0,0,424,212,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,76,62,3,0,0,0,6,0,1,1575237,1470,83847,1121,2,0,1056,114,1831,823,2428,6252,196,Backdoor,pyls
205790,29464,10396,166884,92528,30744,55877,47064,8812,308,9,13,8,6,64,43,19,70,2,7,11,0,0,3,0,28,7,0,0,3,0,0,0,0,0,13,0,0,0,1,0,0,0,12,12,0,0,1,0,0,6,0,51,69,12,20,13,13,334,363,2,0,0,2,6,0,0,0,0,0,0,53,0,0,128,40,2,0,2,0,0,0,6,75,75,0,0,1,0,22,0,0,7,0,15,1,1,3433969,2949,199672,1973,4,2,2059,1825,114,2399,3192,9589,191,Backdoor,hiddad
70311,4676,10600,54612,91604,8556,26350,20226,6123,225,11,6,3,2,22,39,15,30,0,0,0,42,14,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,6,0,0,0,2,4,0,4,0,0,49,47,44,29,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1201,12,5187,13,3,0,116,3430,697,3122,2524,9889,192,Backdoor,<unknown>
71279,4320,10608,54952,100384,8800,27218,21017,6200,271,14,6,3,2,25,40,16,35,0,0,0,36,12,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,3,0,0,0,3,6,0,4,0,0,42,47,37,27,0,0,4,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,15,0,1,1201,12,5190,13,3,0,3889,103,3012,783,2701,10488,191,Backdoor,hiddad
36474,4296,13060,26548,83252,4312,13134,10092,3041,8,2,7,2,2,12,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,67,0,34,0,0,0,0,3,1,894,117,3296,2143,3611,10061,191,Backdoor,dendroid
131050,57540,9344,52560,94768,58108,45705,41698,4006,6,1,5,1,4,34,36,11,45,4,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,145,213,1,0,0,0,145,621,10,0,0,11,22,0,0,0,0,0,0,0,0,0,22,17,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,15,59960,125,17647,139,4,1,3387,2247,179,982,9969,16764,192,Backdoor,mobby
45549,3208,11332,35796,75380,3344,13243,6639,6603,15,1,6,1,2,10,27,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,4,0,0,1560,26,2,1,1059,1711,142,3270,1641,7823,190,Backdoor,androrat
35481,3436,11156,26060,86900,3452,7987,5563,2424,4,1,6,1,2,8,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,1,7927,2038,3566,674,131,14336,191,Backdoor,fobus
46806,4796,11272,35868,73500,4932,13243,6334,6908,15,1,6,1,2,10,27,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,4,0,0,1560,26,2,1,1462,748,3459,135,1684,7488,192,Backdoor,androrat
46433,3360,11372,35820,76372,3496,13223,6299,6923,15,1,6,1,2,10,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,5,0,0,0,0,2,1,831,1515,146,1732,6984,11208,188,Backdoor,androrat
71561,4556,10608,55440,100472,8856,26956,20829,6126,195,5,6,3,2,25,36,17,37,0,0,0,30,10,0,0,0,0,0,0,0,1,0,6,0,9,32,0,0,0,11,0,0,0,21,21,0,0,11,1,0,0,0,5,10,0,4,0,0,48,58,35,26,0,0,6,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,9,0,0,0,0,4,0,0,0,0,19,0,1,1840,18,7757,18,3,0,2916,114,2325,826,4208,10389,191,Backdoor,hiddad
65152,3716,10700,52092,95184,6576,23404,18603,4800,130,11,5,2,2,17,38,7,27,0,0,0,47,16,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,6,0,0,0,1,2,0,4,0,0,52,56,48,32,0,0,4,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,14,0,1,1124,12,5125,12,3,0,2554,639,2717,3031,109,9050,192,Backdoor,hiddad
36628,4196,12936,26632,82676,4204,13134,10103,3030,8,2,7,2,2,12,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,66,0,34,0,0,0,0,2,1,3669,114,3753,810,2200,10546,192,Backdoor,dendroid
