Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_error,Logcat_debug,Logcat_verbose,Logcat_warning,Logcat_total,Process_total,Category,Family
62586,1840,10876,52640,78156,3532,32445,23873,8571,80,15,7,2,2,27,33,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,0,2,1,104,2263,1712,3333,1084,8496,192,Trojan_Dropper,locker
97232,27428,9808,59228,86740,28088,23946,17619,6326,84,1,7,3,4,14,35,12,48,0,1,0,0,0,153,59,0,0,0,0,63,19,36,20,0,0,10,0,134,0,0,90,0,0,0,44,44,0,0,45,0,0,10,0,18,36,6,0,234,233,732,401,168,278,140,40,42,12,168,0,0,0,12,24,40,24,257,40,14,18,17,558,94,0,0,0,0,0,27,0,0,0,0,214,0,9,226637,1379,430990,1593,3,3,2692,855,4566,6799,104,15016,191,Trojan_Dropper,<unknown>
52944,5008,11176,37320,81164,7972,17606,13666,3939,37,4,7,2,2,20,33,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,2,0,0,0,0,2,1,2727,111,1884,649,3628,8999,191,Trojan_Dropper,locker
50578,4460,11412,35432,80088,8276,14398,13086,1311,27,3,7,2,2,13,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,53,0,11,0,0,0,0,3,1,3306,787,2610,2504,115,9322,191,Trojan_Dropper,locker
112707,15276,7284,75672,95720,15768,39254,31232,8021,176,5,15,5,4,41,48,28,92,3,0,1,0,0,3,2,2,0,0,0,1,1,0,4,0,0,14,0,70,0,0,42,0,2,1,26,27,0,0,21,0,0,28,0,27,33,25,12,227,227,20,19,29,40,2,4,2,0,31,0,0,0,0,2,6,0,29,2,0,2,3,57,0,0,0,0,0,0,0,40,0,0,0,42,7,1,32696,142,34085,238,3,7,102,652,2688,2822,1973,8237,192,Trojan_Dropper,ztorg
48305,3424,10232,34348,81428,7232,14287,12920,1366,13,2,6,1,2,13,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,44,0,8,0,0,0,0,3,1,1965,1024,120,3153,3426,9688,193,Trojan_Dropper,locker
52621,5132,10080,36112,77924,9408,16389,14732,1656,27,2,6,1,2,12,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,31,0,4,0,0,0,0,3,1,2231,647,2430,114,3326,8748,192,Trojan_Dropper,locker
93464,24676,9828,58964,85904,25512,22067,17663,4403,42,0,5,1,4,12,31,14,53,0,1,0,0,0,51,20,0,0,0,0,49,6,20,8,0,0,10,0,64,0,0,44,0,0,0,20,20,0,0,22,0,0,7,0,8,16,6,2,81,81,388,203,59,106,48,15,14,4,65,0,0,0,4,8,15,8,127,40,8,6,6,195,31,0,0,0,0,0,9,10,0,0,0,73,0,3,96281,527,148079,638,3,3,3337,2255,2715,109,810,9226,189,Trojan_Dropper,ztorg
50470,4436,11396,35460,79428,8168,14341,13034,1306,17,3,7,2,2,17,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,41,0,7,0,0,0,0,3,1,1619,2990,2346,739,110,7804,190,Trojan_Dropper,locker
39350,4948,12204,27772,76320,4964,15129,10388,4740,6,1,5,1,2,8,26,3,12,0,0,0,0,0,0,0,8,0,0,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,8,0,28,0,0,7,14,14,0,14,7,7,0,0,0,0,14,7,14,182,350,0,2,0,56,35,35,0,0,0,0,0,62,0,0,0,24,0,2,1896860,1973,135242,2110,3,0,2917,1361,196,3327,2512,10313,193,Trojan_Dropper,cnzz
53402,1704,10864,46128,72900,1728,21843,17465,4377,46,9,7,2,2,24,33,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,2,1,1518,2903,707,1776,110,7014,192,Trojan_Dropper,locker
104839,23728,9840,73480,72560,23920,25433,21482,3950,69,1,7,3,4,10,35,13,50,0,2,0,0,0,312,111,0,0,0,0,161,17,83,10,0,0,12,0,211,0,0,142,0,0,0,69,69,0,0,71,0,0,43,0,16,32,8,0,494,488,1295,664,232,484,274,50,60,26,231,0,0,0,26,52,50,52,576,140,27,14,14,1175,198,0,0,0,0,0,21,0,0,0,0,283,0,7,411382,2374,701289,2792,2,3,3052,719,3018,114,3822,10725,193,Trojan_Dropper,ztorg
49299,5432,12232,33208,91288,7280,19002,16638,2363,27,2,6,1,2,16,31,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,18,0,18,0,0,0,0,2,1,1662,2494,7523,699,111,12489,190,Trojan_Dropper,locker
43773,3496,11392,32040,75876,5600,10076,7326,2749,19,1,5,1,2,10,25,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,0,2,0,116,3054,14694,2767,675,21306,192,Trojan_Dropper,locker
53716,6248,12280,35124,78528,10732,14324,13022,1301,16,2,6,1,2,14,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,4,0,0,0,0,2,1,2356,645,2081,1762,116,6960,190,Trojan_Dropper,locker
50537,4312,10180,34512,80976,9152,14290,12949,1340,13,2,6,1,2,14,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,44,0,8,0,0,0,0,3,1,2773,3806,115,1832,750,9276,191,Trojan_Dropper,locker
71103,4516,10656,54456,94768,9852,26459,19792,6666,263,4,7,4,2,19,33,7,28,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,0,0,4,0,44,0,0,24,0,0,0,18,20,0,0,24,0,0,0,0,1,2,0,6,0,24,20,20,17,12,12,0,14,6,11,0,0,0,0,12,0,12,6,0,0,0,0,48,30,30,0,0,0,0,0,0,0,0,0,29,0,1,2972,26,5419,28,3,0,821,7232,2692,117,1785,12647,191,Trojan_Dropper,cnzz
94594,24288,9824,58624,84536,26796,21704,17459,4244,40,1,5,1,4,13,32,12,45,0,1,0,0,0,117,43,0,0,0,0,72,10,30,8,0,0,18,0,120,0,0,68,12,0,0,40,40,0,0,28,0,0,6,0,10,20,6,14,192,192,603,311,89,158,86,15,6,0,106,0,0,0,0,0,15,0,243,60,11,8,8,462,78,0,0,0,0,0,12,14,0,0,0,86,0,4,193616,1021,301935,1202,3,3,3228,3538,685,3061,106,10618,193,Trojan_Dropper,ztorg
52899,4052,10160,37544,80276,8236,19538,16358,3179,38,3,7,2,2,13,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,36,0,5,0,0,0,0,3,1,2642,895,2719,1726,124,8106,191,Trojan_Dropper,locker
45091,4536,10192,31664,77896,6856,14162,11631,2530,19,1,5,1,2,9,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,4,1,116,1655,1017,859,1963,5610,191,Trojan_Dropper,locker
64951,7264,10944,44948,88224,12108,25837,21732,4104,31,5,5,1,2,19,32,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,20,0,5,0,0,0,0,3,0,3213,834,2006,3868,118,10039,191,Trojan_Dropper,locker
59150,1584,10844,50320,73124,2528,28174,20248,7925,69,10,7,2,2,25,31,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,2,1,1523,112,2718,734,1861,6948,193,Trojan_Dropper,locker
79827,16256,10660,53408,86224,19456,37547,30087,7459,178,9,5,2,4,44,38,33,45,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,26,0,0,0,5,0,1,0,0,0,0,2,0,527,206,1980,1850,7970,12533,191,Trojan_Dropper,ramnit
45638,4108,10896,30488,99656,7024,16481,14322,2158,43,2,6,1,2,15,31,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0,13,0,12,0,0,0,0,2,1,821,1974,5618,120,3616,12149,192,Trojan_Dropper,locker
46183,5348,11332,32512,76256,7524,15208,12243,2964,19,1,5,1,2,10,26,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,0,2,0,3189,115,672,9722,2326,16024,191,Trojan_Dropper,locker
53475,5300,10152,37088,79260,9216,17403,16078,1324,27,2,6,1,2,12,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,39,0,6,0,0,0,0,3,1,115,713,2763,1582,2654,7827,190,Trojan_Dropper,locker
55371,6264,10156,37912,77700,10508,19563,16667,2895,40,4,7,2,2,17,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,32,0,4,0,0,0,0,3,1,2883,2566,112,1579,732,7872,192,Trojan_Dropper,<unknown>
48989,3708,10176,34704,80808,7460,14385,13127,1257,27,3,7,2,2,13,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,41,0,8,0,0,0,0,3,1,2034,111,1865,576,4132,8718,190,Trojan_Dropper,<unknown>
52891,3716,10192,41732,67092,6168,20546,16736,3809,151,4,7,3,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,2770,734,114,2086,11116,16820,193,Trojan_Dropper,locker
42502,4136,11548,32116,74664,4144,8150,6130,2019,13,2,6,1,2,13,29,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,48,0,9,0,0,0,0,3,1,4931,1928,105,1004,2857,10825,192,Trojan_Dropper,locker
107106,6696,9716,93272,80720,7148,34345,19993,14351,74,2,8,2,4,16,35,14,54,0,1,0,0,0,36,13,0,0,0,0,43,2,11,4,0,0,10,0,41,0,0,28,0,0,0,13,13,0,0,14,0,0,5,0,4,8,6,0,60,60,281,144,31,58,30,6,6,2,34,0,0,0,2,4,6,4,110,40,5,2,2,144,24,0,0,0,0,0,3,4,0,0,0,35,0,1,71700,376,103546,493,2,3,2470,113,3610,547,2368,9108,191,Trojan_Dropper,ztorg
55940,5184,10076,40284,84156,7776,20343,16118,4224,66,6,6,1,2,20,32,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,3,0,0,0,0,2,1,99,2707,3236,835,1923,8800,192,Trojan_Dropper,locker
50184,5160,10180,34784,78524,8736,14385,13117,1267,27,3,7,2,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,53,0,11,0,0,0,0,3,1,814,126,3146,2779,1728,8593,190,Trojan_Dropper,locker
44585,3572,10932,29820,94312,7332,16457,13334,3122,35,3,7,2,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,29,0,7,0,0,0,0,3,1,2818,714,2321,1608,107,7568,190,Trojan_Dropper,locker
59573,9464,9932,37288,84980,14008,18561,14993,3567,44,2,6,1,2,12,31,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,4,0,0,0,0,3,1,2630,5971,107,1881,687,11276,192,Trojan_Dropper,locker
109855,5468,9760,97720,80632,5932,36862,20478,16383,74,2,8,2,4,16,35,13,50,0,1,0,0,0,66,23,0,0,0,0,36,2,13,4,0,0,10,0,41,0,0,28,0,0,0,13,13,0,0,14,0,0,5,0,4,8,6,0,110,110,314,213,40,72,46,4,2,0,46,0,0,0,0,0,4,0,148,34,6,2,2,264,44,0,0,0,0,0,3,4,0,0,0,25,0,1,209260,894,223379,1055,2,3,735,2595,2321,102,3547,9300,191,Trojan_Dropper,ztorg
41481,4704,12132,29364,92860,4716,14234,11273,2960,11,1,5,1,2,12,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,21,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,29,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,41,0,20,0,0,5100,85,2,1,5700,105,670,3672,2080,12227,192,Trojan_Dropper,hqwar
48845,3420,10176,34672,81684,6892,14385,13088,1296,27,3,7,2,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,37,0,7,0,0,0,0,3,1,390,115,2201,1218,1166,5090,192,Trojan_Dropper,locker
74612,2156,10808,64420,87824,4040,49353,46457,2895,44,3,7,2,2,15,32,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,3,1,113,4282,1786,738,2320,9239,190,Trojan_Dropper,locker
59723,7184,10912,41576,88356,10896,21696,17883,3812,30,2,6,1,2,16,32,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,2,0,0,0,0,2,1,661,111,3476,1974,2850,9072,192,Trojan_Dropper,locker
44055,3252,10884,29472,94032,7072,14385,13118,1266,27,3,7,2,2,13,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,31,0,11,0,0,0,0,2,1,118,3178,1733,826,2672,8527,191,Trojan_Dropper,locker
74478,15408,10892,50288,97088,16476,34116,28145,5970,294,1,5,0,4,18,31,10,39,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,17,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,1,0,0,0,0,3,1,2193,111,1636,490,1390,5820,194,Trojan_Dropper,locker
142614,8068,9908,127476,70972,8728,42344,26370,15973,320,3,10,4,6,27,40,22,57,0,2,0,0,0,66,23,0,0,0,0,43,3,29,12,0,0,10,0,41,0,0,28,0,0,0,13,13,0,0,14,0,0,5,0,4,8,6,4,110,110,407,211,47,82,50,6,6,2,48,0,0,0,2,4,6,4,155,46,7,2,2,264,44,0,0,0,0,0,3,6,0,0,0,40,0,1,214066,805,221670,950,2,3,856,2603,11160,2265,206,17090,191,Trojan_Dropper,ztorg
51147,3908,10184,36888,80856,7780,17409,15963,1445,27,2,6,1,2,16,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,31,0,4,0,0,0,0,3,1,650,2100,1545,2750,110,7155,192,Trojan_Dropper,locker
105627,8792,10480,85204,98948,12092,30390,23213,7176,398,2,5,2,2,17,33,7,28,0,0,0,0,0,0,0,0,0,0,0,0,6,15,1,0,0,0,0,72,0,0,38,0,28,34,0,34,0,0,38,0,0,0,0,0,0,2,4,0,24,0,0,8,12,12,0,12,6,6,0,0,0,0,12,0,12,8,0,0,0,0,48,30,30,0,0,0,0,0,2,0,0,0,42,0,1,0,0,0,0,2,1,119,1699,2551,648,3554,8571,192,Trojan_Dropper,cnzz
111406,33064,8684,59152,103172,34108,33063,26519,6543,18,2,4,1,4,33,34,8,34,3,5,2,0,0,0,0,0,0,0,0,15,0,4,0,5,0,0,0,49,5,5,20,10,0,0,15,15,0,0,25,0,0,0,0,70,75,0,0,13,5,1141,732,5,0,0,25,10,0,5,0,0,0,0,0,15,0,24,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,389705,541,50016,465,4,0,2451,163,1555,518,1578,6265,194,Trojan_Dropper,boqx
48868,5420,10192,34824,77544,7968,18274,15394,2879,19,1,5,1,2,10,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,0,0,0,2,0,629,113,2144,9839,2762,15487,189,Trojan_Dropper,locker
