Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_verbose,Logcat_info,Logcat_debug,Logcat_error,Logcat_warning,Logcat_total,Process_total,Category,Family
51415,6132,10988,34760,86812,9264,17314,14090,3223,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,0,0,0,3,0,1814,1121,2827,8697,4192,18651,190,FileInfector,commplat
88077,24220,10692,55956,79688,25340,30217,25147,5069,128,5,9,6,5,40,37,12,47,3,0,5,0,0,22,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,35,0,4,0,0,59,32,1,0,0,5,10,0,5,0,0,5,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,20,0,0,9,0,1,550855,560,34971,337,4,0,1862,1355,1473,1407,3093,9190,190,FileInfector,leech
95392,38988,12032,40856,107448,40772,26584,21819,4764,31,2,5,1,4,29,35,9,38,3,0,1,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,188,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,200,0,0,31,0,10,0,0,0,0,3,0,1473,2130,1617,6384,704,12308,193,FileInfector,tachi
117705,21552,10752,89836,65028,22244,37122,27535,9586,7,1,4,1,4,30,34,8,34,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,600,300,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,3061958,2764,163863,2156,3,0,1573,2702,1690,1517,742,8224,190,FileInfector,tachi
41946,1740,10868,34540,74844,1748,17883,14220,3662,44,2,6,2,2,12,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,4,0,2315,3448,1505,1398,561,9227,190,FileInfector,gudex
116431,42240,10660,59092,95308,43808,34559,28160,6398,52,1,6,2,4,35,36,9,36,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,23,23,0,6,12,14,148,78,0,0,0,4,0,0,0,0,2,1,0,0,0,2,12,50,0,0,0,0,0,0,0,7,0,20,0,0,10,0,2,157830,190,19752,190,4,1,2273,2954,2375,922,1478,10002,189,FileInfector,gudex
49509,5100,10996,34580,81704,7088,17284,13892,3391,46,2,5,1,2,11,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,1645,2808,5586,2128,622,12789,188,FileInfector,commplat
50911,3968,11032,34756,92972,4860,17298,14099,3198,46,2,5,1,2,10,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,3,0,820,3594,2281,6362,1718,14775,189,FileInfector,commplat
104210,42716,10836,46412,94064,44520,25028,21476,3551,31,2,4,1,4,35,35,9,36,3,0,1,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,82,0,0,0,0,1136,568,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,80,0,0,13,0,4,894505,1289,202329,1260,3,0,3137,1506,977,1827,2427,9874,190,FileInfector,tachi
45655,6596,12060,29088,90620,6768,15500,11787,3712,43,2,4,1,2,16,27,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,22,0,0,0,0,0,0,0,20,0,0,0,0,10,0,69,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,23,0,10,0,0,0,0,4,0,2157,3987,3815,1548,1130,12637,187,FileInfector,<unknown>
103507,38704,10784,52420,100324,40444,33490,27695,5794,43,1,7,2,4,33,35,8,34,3,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,23,23,0,8,10,12,8,8,0,0,0,4,0,0,0,0,2,2,0,0,0,2,10,50,0,0,0,0,0,0,0,7,0,40,0,0,12,0,2,1240957,933,47704,619,4,1,1509,3278,796,2158,2237,9978,190,FileInfector,gudex
108850,31148,10684,66568,83676,33272,37188,29547,7640,31,2,4,1,4,32,35,10,42,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,232,116,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,1,2142526,2153,116857,1451,3,0,1513,4442,1871,2718,1055,11599,192,FileInfector,tachi
52558,5328,12628,36164,91144,6584,21488,17060,4427,68,3,5,1,2,12,28,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,3,0,7220,1612,2918,729,2040,14519,186,FileInfector,commplat
51494,4928,11044,34784,94384,5796,17315,14104,3210,46,2,5,1,2,10,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,3,0,686,7349,2067,2630,1638,14370,189,FileInfector,commplat
48943,5084,11040,34544,90520,6992,17301,13903,3397,46,2,5,1,2,11,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,3,0,1661,3508,8578,800,2265,16812,191,FileInfector,<unknown>
143138,26920,10524,104792,81340,28248,42830,32512,10317,117,1,10,5,4,45,45,20,56,3,3,1,0,0,2,0,2,1,3,0,0,0,13,36,3,2,2,15,33,3,5,0,4,36,49,4,10,7,7,289,149,5,2,4,3,6,9,1,0,0,8,14,13,8,2,0,0,2,2,4,2,0,0,2,0,36,42,1,2,14,4,1,1536974,1285,64293,902,6,2,1835,1732,852,2824,2833,10076,189,FileInfector,leech
25502,0,9012,21640,52948,4,6576,5237,1338,0,0,4,0,2,3,24,5,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,15,13,8,0,0,1,4,1,5,0,0,0,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2374,11,2541,23,4,0,1361,1512,470,4688,1437,9468,193,FileInfector,leech
66780,3912,10556,55008,90540,4152,25946,20228,5717,171,5,8,5,2,19,35,5,22,0,1,0,0,0,0,0,0,0,2,0,0,0,1,7,1,0,0,0,6,1,0,0,2,14,28,0,8,2,0,42,197,0,0,0,2,4,0,0,0,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,12,8,0,0,7,0,1,7533,27,4719,31,4,0,467,2067,1517,2431,3024,9506,188,FileInfector,leech
115597,24356,10764,83536,74808,25188,37685,25802,11882,7,1,4,1,4,31,35,15,43,4,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,0,0,0,0,368,184,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,1,2620661,2639,202723,2151,3,0,10145,906,1883,1524,2146,16604,188,FileInfector,tachi
47790,3576,10880,34556,93868,4072,17300,13983,3316,46,2,5,1,2,10,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,1559,2396,1024,2837,2298,10114,189,FileInfector,commplat
46619,6596,12068,29144,86612,6776,15512,11916,3595,43,2,4,1,2,16,27,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,20,0,0,0,0,0,0,0,18,0,0,0,0,9,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,9,0,0,0,0,4,0,1530,2224,3255,932,6551,14492,188,FileInfector,gudex
46170,4884,10700,33584,89852,4976,23970,14939,9030,64,5,9,5,2,13,33,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1422,12,1425,15,4,1,2968,2083,2537,1511,689,9788,187,FileInfector,leech
49803,4656,11020,34600,90536,6636,17302,14057,3244,46,2,5,1,2,11,27,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,3,0,4348,3022,1649,1300,3074,13393,187,FileInfector,commplat
92519,26888,11268,57716,75200,28104,31722,25577,6144,7,1,4,1,4,34,34,10,42,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,140,70,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,813674,867,66548,668,3,0,1012,2210,1510,2817,1673,9222,193,FileInfector,tachi
109784,22552,10724,80188,70480,23532,41531,28959,12571,7,1,4,1,4,33,35,10,37,4,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,328,164,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,1,2413752,2431,237322,1578,3,0,2742,1530,1994,921,2532,9719,188,FileInfector,tachi
53523,6072,11288,36300,84364,9868,22655,17376,5278,28,2,5,1,2,9,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,4,0,951,4291,3102,1993,3045,13382,186,FileInfector,commplat
53023,4236,11016,36604,93460,5036,17547,14590,2956,92,4,6,2,2,15,29,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,3,0,1960,581,6158,1638,2414,12751,186,FileInfector,commplat
95825,31680,10716,52180,99212,33308,33638,26309,7328,43,1,6,2,4,31,35,8,34,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,23,23,0,6,10,12,52,30,0,0,0,4,0,0,0,0,2,1,0,0,0,2,10,50,0,0,0,0,0,0,0,3,0,20,0,0,10,0,2,4342438,3425,133534,2175,4,1,2569,3604,895,1504,2410,10982,189,FileInfector,gudex
67769,20724,10732,40040,84592,22028,26647,21558,5088,31,2,5,1,4,28,35,9,36,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,0,0,0,0,3,0,1368,2041,666,1528,2686,8289,191,FileInfector,tachi
47315,4764,10704,38556,73900,5268,23070,21101,1968,7,1,5,1,4,26,33,9,36,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,0,0,0,0,3,0,1531,1845,2640,2521,768,9305,190,FileInfector,<unknown>
57081,888,10928,49772,87544,904,29224,23420,5803,1136,51,14,10,2,56,37,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,3,0,696,1672,2158,2526,3168,10220,191,FileInfector,commplat
53152,1396,11064,45728,80724,1408,31327,25236,6090,786,36,7,3,2,81,30,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,2348,2375,2098,768,1496,9085,191,FileInfector,commplat
49717,4484,11032,34768,93944,5208,17315,14028,3286,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,3,0,1726,4377,2474,903,3482,12962,188,FileInfector,commplat
39792,5816,10960,26448,90168,5828,12120,10882,1237,10,0,6,1,1,9,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,4,1,4167,1503,960,2322,2613,11565,186,FileInfector,leech
48733,3640,11040,34696,85520,4200,17311,14099,3211,46,2,5,1,2,11,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,3,0,726,4105,2226,2396,1683,11136,189,FileInfector,commplat
95432,40240,10860,39744,106236,41868,26623,21953,4669,31,2,5,1,4,32,35,9,38,3,0,1,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,152,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,160,0,0,27,0,9,28803,193,36121,259,3,0,1062,2894,1516,5557,2485,13514,188,FileInfector,tachi
109438,10036,8252,81712,89104,10364,38751,29267,9483,89,1,9,3,5,48,43,23,64,3,4,1,42,14,2,0,3,2,7,2,19,0,23,60,12,2,2,22,48,12,14,0,8,58,72,11,4,75,131,549,301,10,18,4,6,8,10,14,0,5,14,40,20,20,4,0,0,10,122,5,3,0,0,5,0,56,74,1,0,23,6,2,2018140,1785,108183,1322,6,3,1032,1574,2167,2256,2245,9274,189,FileInfector,<unknown>
105005,35080,10720,57976,87632,36676,36595,28241,8353,77,1,7,3,4,33,47,9,36,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,23,23,0,4,6,7,110,58,0,0,0,2,0,0,0,0,1,1,0,0,0,2,6,27,0,0,0,0,0,0,0,10,0,20,0,0,8,0,1,4806627,4636,162278,2584,4,1,2635,1510,1003,1720,2218,9086,194,FileInfector,gudex
49916,4544,11036,34784,94416,5544,17298,14077,3220,46,2,5,1,2,10,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,3,0,579,1905,2525,1617,7136,13762,190,FileInfector,commplat
90384,39556,10820,38696,98036,41344,24521,19928,4592,31,2,5,1,4,34,36,8,34,4,0,1,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,131,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,140,0,0,22,0,7,950265,849,40917,635,3,0,879,3269,2569,1512,2090,10319,190,FileInfector,tachi
48068,3744,11108,34504,92768,4560,17301,13985,3315,46,2,5,1,2,11,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,3,0,1692,2053,3269,6707,820,14541,187,FileInfector,commplat
95782,39888,11916,40612,104392,41708,24558,20081,4476,31,2,5,1,4,33,35,9,36,3,0,1,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,131,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,140,0,0,22,0,7,0,0,0,0,3,0,2216,967,5387,1498,2845,12913,188,FileInfector,tachi
107815,42848,10676,49508,96568,44572,27024,22718,4305,31,2,4,1,4,35,35,10,40,3,0,1,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,63,0,0,0,0,132,66,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,120,0,0,13,0,3,26563,46,5532,67,4,0,2063,2476,1502,1899,1300,9240,186,FileInfector,tachi
51582,4632,11260,35844,93664,5500,21472,18548,2923,68,3,5,1,2,12,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,3,0,2246,6300,2015,628,1608,12797,190,FileInfector,commplat
155187,24056,10700,120284,79496,25084,43344,32270,11073,84,1,8,3,4,44,42,15,54,3,3,1,0,0,2,0,3,1,3,0,0,0,12,30,2,0,0,15,28,2,5,0,4,34,41,4,6,7,7,545,277,5,2,4,3,6,6,1,0,0,8,11,10,8,2,0,0,2,2,5,3,0,0,2,0,26,37,0,2,11,4,1,3502033,3227,207183,2286,7,2,3069,1478,1833,2743,1657,10780,194,FileInfector,leech
50324,4672,11024,34736,93360,5696,17312,14035,3276,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,3,0,6105,1653,2327,663,2251,12999,186,FileInfector,commplat
46832,3088,11024,33804,96444,3876,15385,11829,3555,66,3,6,2,2,14,29,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,0,0,0,3,0,1632,865,2119,7686,2880,15182,193,FileInfector,commplat
107290,25212,10748,74860,78404,26436,35149,26475,8673,7,1,4,1,4,31,34,8,34,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,312,156,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,1,1543013,1458,102455,1037,3,0,2678,3320,1951,1505,831,10285,187,FileInfector,tachi
49608,4664,10988,34844,84380,5624,17314,14085,3228,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,3,0,5697,690,2847,2124,1645,13003,188,FileInfector,commplat
49888,4492,10996,34460,91524,5444,17300,13872,3427,46,2,5,1,2,11,26,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,3,0,3707,3238,1766,831,2441,11983,188,FileInfector,<unknown>
99839,44708,11864,41608,93992,46452,26659,21867,4791,31,2,5,1,4,30,34,9,38,3,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,3,0,0,0,0,3,0,2315,1514,1928,2663,749,9169,192,FileInfector,tachi
46909,3820,12292,33144,89748,5216,19360,14879,4480,46,2,5,1,2,11,27,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,3,0,2949,2034,5991,535,1616,13125,188,FileInfector,commplat
49136,4552,10980,34788,93844,5588,17315,14124,3190,46,2,5,1,2,10,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,3,0,10477,680,2836,1607,2312,17912,193,FileInfector,commplat
95023,40496,10772,42852,95828,42112,24747,21551,3195,31,2,5,1,4,38,36,9,38,4,0,1,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,131,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,280,0,0,29,0,7,0,0,0,0,3,0,3503,829,1468,3058,2006,10864,192,FileInfector,tachi
51544,1012,10840,44436,90312,1024,24083,19539,4543,444,18,15,11,2,30,37,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,3,0,2406,612,3386,2341,1648,10393,191,FileInfector,commplat
119859,24416,10780,87844,84692,25716,37280,27323,9956,7,1,4,1,4,31,35,10,42,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,628,314,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,1,3472399,3763,304827,2831,4,0,2934,1941,1512,1339,3231,10957,190,FileInfector,tachi
