Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_error,Logcat_verbose,Logcat_warning,Logcat_debug,Logcat_info,Logcat_total,Process_total,Category,Family
40660,2892,10120,26724,81428,2904,7222,4521,2700,0,0,2,0,2,4,22,3,12,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,56,112,4,40,0,0,510,6953,38,124,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0,18,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38,0,19,46206,749,106655,840,3,2,5158,3423,1489,1789,237,12096,188,Riskware,smsreg
68131,4452,10664,52200,98400,8236,23415,19321,4093,129,6,6,3,2,26,37,15,30,0,0,0,0,27,9,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,1,0,0,0,2,4,0,4,0,0,34,32,29,22,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,4,0,0,0,0,0,0,15,0,1,1201,12,5175,13,3,0,1249,2121,666,1472,108,5616,191,Riskware,smsreg
164027,24680,10736,126520,113584,25164,40520,32430,8089,88,6,6,2,5,41,37,16,66,3,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,74,0,0,51,51,261,408,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,1,116,13,13,0,0,0,0,16,20,0,0,0,0,0,0,16,0,1,600554,618,36297,463,2,0,113,1553,1916,1029,3197,7808,193,Riskware,revmob
69735,4316,10692,53380,101656,8764,24308,19785,4522,195,13,6,3,2,19,42,17,39,0,0,0,0,33,11,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,2,0,0,0,5,10,0,4,0,0,41,58,34,26,0,0,4,0,5,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,6,6,0,0,0,0,0,2,0,0,0,0,0,0,16,0,1,1124,12,5187,13,0,0,3023,2358,148,3121,695,9345,192,Riskware,smsreg
62696,3788,10692,46704,101260,8536,25761,19134,6626,154,5,6,3,2,15,34,7,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,28,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,1,6155,33,7617,33,3,0,1857,755,117,2521,8053,13303,191,Riskware,smsreg
55983,6036,12036,37800,98584,9260,20273,16003,4269,50,8,5,2,2,14,35,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,19,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,8864,86,13329,126,3,0,2588,2323,3727,910,124,9672,193,Riskware,smsreg
54457,3016,11032,42060,85356,6548,20906,15629,5276,264,2,5,2,2,11,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,520,13,6840,114,2,0,2038,1965,611,2736,150,7500,197,Riskware,smspay
86554,31124,10684,44976,106616,32644,13446,10449,2996,28,0,4,1,4,24,32,13,39,4,0,0,0,195,65,0,0,0,0,0,0,26,25,0,0,0,0,291,0,0,0,95,0,0,0,196,196,0,0,95,26,0,0,0,305,304,26,0,652,678,542,317,233,230,52,0,100,0,24,0,0,0,0,0,26,0,0,79,51,0,0,78,0,52,100,100,0,0,0,0,0,0,0,0,0,0,0,0,175,26,27,102910,271,56266,607,2,0,424,2071,668,2368,2354,7885,190,Riskware,smsreg
33283,6300,10776,19024,69660,6316,8463,4912,3550,0,0,3,0,2,3,22,3,9,0,0,0,0,120,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,3,0,3,0,0,3,3,0,22,0,82,166,19,40,0,0,28,195,79,84,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,22,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,20,0,0,0,0,3,3,3060,9481,918,115,2992,16566,189,Riskware,skymobi
92157,33344,10596,45144,113584,37048,19386,16581,2804,27,0,4,1,4,22,31,14,41,3,0,0,0,90,30,0,0,0,0,0,0,11,11,0,2,0,3,140,0,0,0,47,0,0,0,93,93,0,0,47,0,0,0,0,132,121,0,0,30,30,260,158,107,86,0,0,48,0,15,0,0,0,0,0,11,0,0,16,1,0,0,22,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,85,0,11,679,7,15236,202,2,0,108,2471,4307,725,3077,10688,189,Riskware,<unknown>
88106,11272,10916,68372,96068,11360,21765,15927,5837,189,5,6,3,2,15,30,3,16,0,2,0,0,0,0,2,0,1,3,4,0,5,0,0,0,0,11,271,0,0,0,141,0,0,0,130,130,0,0,141,0,0,0,0,28,32,0,16,51,51,170,146,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,2,4,0,2,1,104,2,2,0,0,0,0,10,0,0,0,0,0,0,0,157,0,2,384952,320,11460,210,2,0,651,2749,1756,3533,328,9017,191,Riskware,revmob
33107,3868,12912,23876,74552,3880,7887,4887,2999,0,0,2,0,2,2,22,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3395,2908,162,14031,1345,21841,190,Riskware,jiagu
42162,7472,10832,24360,74712,7484,9569,5448,4120,0,0,3,0,2,5,27,2,8,0,0,0,0,147,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,24,0,99,198,8,48,0,0,26,26,108,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,25,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,24,0,0,0,0,3,3,117,2959,2991,877,2313,9257,189,Riskware,skymobi
48217,8060,10504,27564,80616,8192,8054,5017,3036,8,0,7,1,2,5,25,2,10,0,0,0,0,147,49,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,3,3,0,3,0,0,3,2,0,27,0,97,194,19,48,42,42,54,193,103,108,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,23,26,2816,1,1,0,0,0,0,4,2,0,0,0,0,0,0,50,48,23,571,4,1268,5,3,2,922,3093,3288,106,2790,10199,192,Riskware,skymobi
51607,4164,11668,36316,101692,6904,18073,15258,2814,37,3,5,2,2,10,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,21,10,0,0,0,4,0,5,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,9913,94,14741,111,3,0,2566,9911,737,2179,113,15506,191,Riskware,smsreg
89103,31388,10648,45944,111772,33932,15416,11762,3653,28,0,4,1,4,27,32,14,43,4,0,0,0,177,59,0,0,0,0,0,0,19,18,0,2,0,3,214,0,0,0,67,0,0,0,147,147,0,0,67,23,0,2,0,221,221,23,0,559,582,434,265,208,204,46,0,78,0,22,0,0,0,0,0,19,0,0,71,14,0,0,61,0,46,85,84,0,0,0,0,0,0,0,0,0,0,0,0,129,23,20,5072,69,28821,421,3,1,911,503,3309,2791,2862,10376,190,Riskware,<unknown>
42692,6004,12112,28776,100236,6224,15543,13012,2530,77,4,4,1,2,17,28,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,10010,46,8120,55,2,0,2351,668,4557,146,3432,11154,191,Riskware,revmob
81963,9480,10428,64192,106288,10564,48550,40525,8024,397,23,10,7,5,40,38,11,45,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,1,0,0,0,0,2,0,2437,3602,99,2356,687,9181,197,Riskware,revmob
86739,31852,10656,44932,106652,33304,13472,10549,2922,28,1,4,1,4,24,32,13,37,4,0,0,0,156,52,0,0,0,0,0,0,20,19,0,0,0,0,206,0,0,0,64,0,0,0,142,142,0,0,64,22,0,2,0,229,228,21,0,552,573,391,234,185,182,44,0,73,0,18,0,0,0,0,0,20,0,0,66,40,0,0,62,0,44,74,74,0,0,0,0,0,0,0,0,0,0,0,0,127,22,21,82844,208,49021,559,3,1,3003,585,4023,1112,3339,12062,189,Riskware,smsreg
59999,2952,10988,47440,99080,4976,23825,19488,4336,222,20,7,1,4,24,39,13,45,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,0,0,0,3,3,0,0,3,0,0,24,0,14,15,8,4,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,4,2,541,3061,671,3053,2220,9546,191,Riskware,smsreg
91503,34508,10728,46840,103520,35844,13553,10782,2770,40,1,5,2,4,23,32,14,40,0,0,1,0,138,46,0,0,0,0,0,0,15,15,0,2,0,3,185,0,0,0,60,0,0,0,125,125,0,0,60,0,0,0,0,162,147,0,0,437,437,348,212,144,124,0,0,62,0,18,0,0,0,0,0,15,0,0,20,1,0,0,30,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,109,0,15,602,7,17546,237,2,0,3958,819,1871,311,2729,9688,190,Riskware,<unknown>
140370,13196,11984,117180,90608,15468,33562,27860,5701,261,0,13,5,4,46,48,23,88,2,0,5,0,0,6,5,0,0,5,0,0,1,5,0,4,0,1,6,0,0,0,1,0,0,0,5,5,0,0,1,5,0,19,2,33,37,24,8,294,268,334,332,98,170,12,9,14,0,36,1,21,0,0,38,12,0,0,9,5,42,0,3,1,38,2,2,0,0,0,0,34,134,0,0,0,0,0,0,11,7,1,45951,212,49315,390,5,6,1962,228,791,2850,2451,8282,192,Riskware,smspay
48301,8880,8872,25700,90452,8892,12740,11054,1685,64,2,5,2,2,11,27,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,19,0,0,0,59,59,0,0,19,0,0,0,0,0,0,0,20,0,0,140,70,12,24,24,0,0,0,0,0,0,0,0,48,0,0,0,0,0,135,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,10,45074,282,29280,390,3,0,3600,1128,117,2833,2734,10412,193,Riskware,smspay
44330,6932,11960,30148,87020,7008,19297,11233,8063,20,1,5,1,2,10,26,2,10,0,0,0,0,0,0,2,0,0,2,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,144,0,22,102,102,142,379,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,270,66,66,0,0,0,0,56,20,0,0,0,0,0,0,44,0,3,120434,110,5530,81,2,0,120,1960,714,2705,3222,8721,190,Riskware,<unknown>
85370,31292,12364,43448,108532,32624,21388,16291,5096,28,1,4,1,4,28,33,9,36,4,0,0,0,153,51,0,0,0,0,0,0,15,14,0,2,0,3,169,0,0,0,55,0,0,0,114,114,0,0,55,19,0,4,0,185,185,20,0,449,467,290,185,172,170,38,0,60,0,17,0,0,0,0,0,15,0,0,57,34,0,0,49,0,36,66,65,0,0,0,0,0,0,0,0,0,0,0,0,104,18,16,3894,12,4106,57,3,1,2336,1084,3311,419,2496,9646,191,Riskware,smsreg
93871,4380,10648,76940,103012,8968,25570,20225,5344,351,10,6,3,2,15,36,7,30,0,0,0,0,94,38,0,0,0,0,0,0,0,1,0,2,0,3,20,0,0,0,7,0,0,0,13,13,0,0,7,0,0,0,0,0,0,0,4,74,74,93,80,92,61,0,0,4,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,5,0,0,0,0,0,2,0,0,0,0,0,0,13,0,1,1201,12,5253,14,3,0,121,2776,3259,541,3572,10269,191,Riskware,smsreg
69505,26260,12528,32608,102892,27432,12426,8958,3467,28,1,4,1,4,24,32,9,38,3,0,0,0,156,52,0,0,0,0,0,0,18,18,0,4,0,6,214,0,0,0,70,0,0,0,144,146,0,0,70,0,0,0,0,200,182,0,0,472,472,380,238,173,144,0,0,75,0,24,0,0,0,0,0,18,0,0,22,2,0,0,36,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,127,0,18,1204,14,32653,438,2,0,1444,2803,273,2254,988,7762,190,Riskware,smsreg
36186,1284,12028,29468,70636,1292,7934,5137,2796,0,0,1,0,2,2,23,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,2,0,3364,1633,3750,2046,114,10907,190,Riskware,smsreg
57872,6432,10728,38240,94584,10528,22725,17441,5283,80,2,5,2,2,14,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,23,12,0,0,0,6,0,6,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,4,10017,95,14169,113,3,0,4604,1100,104,2720,2634,11162,191,Riskware,smsreg
46214,5068,9728,28844,92656,5076,9672,6787,2884,13,1,6,3,8,12,34,12,25,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,5,5,5,0,5,0,0,5,8,0,11,0,17,34,10,18,0,0,54,241,24,52,0,0,0,0,6,0,5,5,0,10,0,0,0,6,0,28,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,9,11226,223,24910,272,4,3,2252,3597,2868,1084,149,9950,191,Riskware,smsreg
55859,5760,10788,37452,102716,10016,20418,16976,3441,66,3,4,1,2,13,29,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,29,25,14,0,0,0,8,0,7,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,11705,108,16424,130,3,0,610,1895,116,4276,1458,8355,191,Riskware,smsreg
53487,4380,10668,39160,96204,8044,22178,18061,4116,205,18,8,4,2,18,42,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,1,2,7,4,1,2,4,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1467,16,2262,19,5,1,646,3558,132,1952,2765,9053,192,Riskware,smsreg
39438,6240,10720,23136,73868,6252,8702,5004,3697,0,0,3,0,2,4,22,2,8,0,0,0,0,129,44,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,4,0,3,3,5,8,0,0,4,3,0,23,0,88,177,15,42,0,0,61,218,86,92,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,21,24,2822,2,2,0,0,0,0,4,2,0,0,0,0,0,0,46,44,21,695,7,2475,9,3,3,1613,5743,146,2496,3607,13605,193,Riskware,skymobi
112866,27552,10524,73720,105816,30992,34946,27585,7360,197,8,8,4,4,35,43,12,46,3,0,1,0,65,24,1,0,0,0,0,0,1,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,6,0,8,0,21,21,8,4,48,50,65,54,60,49,4,0,4,0,5,0,0,0,0,0,1,0,0,8,6,0,0,4,0,4,10,10,0,0,0,0,0,20,0,0,0,0,0,0,16,4,1,2734,32,7890,36,4,1,773,2612,3126,111,2691,9313,193,Riskware,smsreg
66580,3696,10756,49844,96872,9644,21073,16601,4471,172,9,5,2,2,16,35,6,26,0,0,0,0,18,6,0,0,0,0,0,0,0,1,0,4,0,6,24,0,0,0,8,0,0,0,16,16,0,0,8,0,0,0,0,0,0,0,2,0,0,31,29,23,16,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1278,12,25239,346,3,0,3141,2376,2167,108,507,8299,192,Riskware,smsreg
48260,13116,10732,25792,69184,13252,7359,4378,2980,8,0,7,1,2,5,25,3,12,0,0,0,0,140,47,0,0,0,0,0,0,3,0,0,0,0,2,6,0,0,0,3,0,3,3,0,3,0,0,3,2,0,22,0,95,193,15,44,0,0,51,190,91,96,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,22,24,2725,1,1,0,0,0,0,4,2,0,0,0,0,0,0,48,46,22,571,4,1284,5,3,3,4265,2987,987,109,2899,11247,191,Riskware,skymobi
53422,1696,10640,41884,99836,4356,20789,16420,4368,113,2,7,2,2,19,33,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,13,17,0,17,5,0,4,4,4,8,0,0,5,0,0,3,0,6,12,14,2,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,0,0,0,0,0,8,0,1,0,0,6060,101,4,2,2187,599,221,2966,2127,8100,189,Riskware,smsreg
30288,4740,9868,18324,79132,4752,7031,4446,2584,0,0,5,1,2,4,25,2,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,88,4,86,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,44,0,0,0,0,2,1,3865,2518,665,959,6770,14777,192,Riskware,smsreg
84508,23508,11240,51876,86308,24588,26899,21712,5186,60,4,5,2,4,29,37,9,38,2,0,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,7,0,1,0,0,0,0,2,0,171,1961,2847,965,2094,8038,193,Riskware,smsreg
56737,4736,11836,38508,99872,9636,20441,16021,4419,75,4,5,2,2,10,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,19,8,0,0,0,2,0,4,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,7542,71,10860,81,3,0,118,2553,712,2205,10924,16512,193,Riskware,smsreg
218268,25892,12480,182272,80044,26860,40719,32639,8079,108,3,10,4,5,81,44,21,77,2,0,6,0,0,0,8,0,0,4,0,0,4,2,1,2,0,12,87,0,0,5,4,0,40,40,43,83,5,5,4,91,0,39,0,88,120,10,10,7,13,92,3339,15,34,14,0,2,0,6,0,0,0,0,4,10,0,0,2,0,25,0,4,3,56,6,6,0,0,0,0,14,26,0,0,0,0,0,0,15,2,2,274953,459,50501,544,6,3,871,1729,98,3403,2482,8583,193,Riskware,<unknown>
130567,4564,10408,112584,101908,4668,41674,32857,8816,193,6,7,4,4,41,37,10,42,2,0,4,0,0,0,0,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,23,0,2,10,0,1014,507,0,0,0,17,34,0,0,0,0,0,0,0,21,0,0,4,0,0,0,2,0,0,8,8,0,0,0,0,0,24,0,0,0,0,0,0,40,0,1,6508,59,9812,74,2,0,2299,2359,629,112,3113,8512,196,Riskware,revmob
93038,30296,11924,49336,113852,33132,20585,16664,3920,28,1,4,1,4,26,33,10,40,4,0,0,0,174,58,0,0,0,0,0,0,20,18,0,0,0,0,215,0,0,0,70,0,0,0,145,145,0,0,70,0,0,0,0,218,198,0,0,531,531,395,237,175,154,0,0,78,0,20,0,0,0,0,0,20,0,0,23,0,0,0,40,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,133,0,20,0,0,17940,299,2,0,532,7208,4153,3051,1562,16506,192,Riskware,smsreg
83352,17000,8416,51316,96260,20180,30109,24815,5293,189,8,6,3,2,25,37,14,56,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,26,0,29,207,31,0,58,86,0,75,75,23,98,6,6,134,3,0,15,8,22,34,7,16,59,16,51,38,74,52,6,5,0,14,71,38,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,98,0,3,14680,174,33932,225,5,0,113,2932,1016,3628,1907,9596,191,Riskware,smsreg
38872,3404,11928,27688,99544,3420,14538,11591,2946,45,2,4,1,2,10,26,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,2,0,3559,4225,2653,115,1554,12106,193,Riskware,smsreg
