Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexFile_loadClass,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_info,Logcat_debug,Logcat_error,Logcat_verbose,Logcat_warning,Logcat_total,Process_total,Category,Family
99999,30764,11036,58196,101624,32740,37059,31478,5580,54,4,5,2,4,33,34,10,40,3,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,4,6,7,86,44,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,6,26,0,0,0,0,0,0,0,22,0,0,6,0,1,3814648,2821,108341,1701,2,0,114,2008,957,2105,616,5800,193,FileInfector,gudex
128315,42116,22068,68968,103960,43888,34775,26545,8229,31,1,4,1,4,32,35,9,36,3,0,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,360,180,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,6,0,2,5276554,4911,207641,3434,2,0,1987,1203,1783,3988,101,9062,194,FileInfector,tachi
136109,17804,10952,109484,77604,18768,43248,31768,11479,73,4,8,3,4,43,44,23,58,4,3,1,0,0,2,0,3,1,3,0,0,0,2,36,0,0,3,2,2,19,33,0,0,3,5,0,5,38,47,6,6,5,96,369,189,4,0,4,3,6,4,1,0,0,0,7,8,7,4,2,0,0,2,0,3,3,0,2,28,38,1,2,9,4,1,2090515,2207,208449,1606,6,2,268,2059,1673,3236,1730,8966,193,FileInfector,leech
48306,3500,10960,34700,93264,3996,17314,14178,3135,46,2,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,2,0,725,2481,2328,274,2881,8689,197,FileInfector,commplat
50613,3640,11292,36648,95844,4448,21495,18560,2934,68,3,5,1,2,10,28,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,2,0,2936,2741,1793,723,306,8499,191,FileInfector,commplat
111874,40644,10988,58212,108444,42304,30353,24569,5783,31,2,4,1,4,33,34,9,38,3,0,1,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,63,0,0,0,0,768,384,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,60,0,0,9,0,3,279187,593,125307,628,2,0,109,761,2594,1676,2280,7420,190,FileInfector,tachi
89735,38052,11824,41484,109372,39680,26630,21823,4806,31,2,5,1,4,33,35,9,36,3,0,1,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,260,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,28,0,0,0,0,0,0,0,0,0,280,0,0,42,0,14,0,0,0,0,2,0,2289,10722,117,1117,3432,17677,193,FileInfector,tachi
46099,3140,10932,33588,94756,4276,16281,14004,2276,46,2,5,1,2,9,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,2,0,694,316,10649,2688,3381,17728,193,FileInfector,commplat
48867,3232,11272,35468,95488,4016,21458,18445,3012,68,3,5,1,2,10,28,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,2,0,2609,288,656,3413,2717,9683,194,FileInfector,commplat
150603,21848,10832,121724,52832,22736,42449,32583,9865,7,1,4,1,4,31,34,8,34,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,1088,544,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,1623480,2769,493424,2492,2,0,1742,1227,99,1387,2683,7138,189,FileInfector,tachi
53286,6048,11300,36836,90920,9220,21495,18570,2924,68,3,5,1,2,12,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,2,0,3829,260,1759,831,2581,9260,193,FileInfector,commplat
45325,3244,10948,33572,93344,4084,16281,13982,2298,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,2,0,2147,4123,562,2944,344,10120,192,FileInfector,commplat
42179,4492,11824,28980,96836,4628,15509,11703,3805,43,2,4,1,2,17,27,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,3,0,120,1579,1030,2302,2793,7824,190,FileInfector,gudex
114786,28700,11500,77096,89196,29980,37926,27748,10177,42,2,5,2,4,33,35,8,34,3,0,2,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,4,6,7,294,148,0,0,0,2,0,0,0,0,1,0,2,0,0,0,2,6,26,0,0,0,0,0,0,0,20,0,0,6,0,1,1032879,1039,102309,770,2,0,3084,121,1510,1062,1626,7403,192,FileInfector,gudex
48922,5048,11012,34736,93004,5708,17313,14069,3243,46,2,5,1,2,10,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,46,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,0,0,0,0,2,0,751,9575,4119,403,2911,17759,192,FileInfector,commplat
98921,38304,10676,49524,98424,39884,27185,22459,4725,31,2,4,1,4,34,34,10,43,3,0,1,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,88,44,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,80,0,0,8,0,2,17200,28,2916,34,3,0,996,105,1552,2186,2295,7134,194,FileInfector,tachi
121716,23272,10808,91992,82592,24352,43040,31142,11897,7,1,4,1,4,31,34,8,34,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,564,282,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,584174,886,105127,865,2,0,732,99,1501,1593,2752,6677,196,FileInfector,tachi
85939,26940,10764,51476,90344,28292,28995,23511,5483,7,1,4,1,4,24,34,9,38,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,72,36,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,224521,187,8904,135,2,0,2025,115,773,9768,1957,14638,192,FileInfector,tachi
94532,39724,11868,40944,107456,41416,26633,21801,4831,31,2,5,1,4,31,34,9,36,3,0,1,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,93,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,100,0,0,15,0,5,0,0,0,0,2,0,2054,922,2420,4120,105,9621,194,FileInfector,tachi
48506,4744,10952,33448,90464,8000,16281,14018,2262,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,2,0,658,331,3373,2229,8037,14628,193,FileInfector,commplat
142623,23392,10492,109468,91368,24824,43124,31561,11562,82,5,7,2,4,46,43,20,53,3,4,1,0,0,3,0,4,1,3,0,0,0,0,28,0,0,2,0,0,14,26,0,0,2,5,0,4,32,41,4,4,5,67,363,183,4,0,4,3,6,5,1,0,0,0,9,9,8,4,2,0,0,2,0,4,4,0,2,24,38,0,2,7,4,1,914177,910,67083,713,5,2,2510,316,922,1581,3108,8437,194,FileInfector,leech
91751,37384,10784,42668,104368,39036,24775,21356,3418,31,2,5,1,4,39,36,9,36,4,0,1,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,74,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,160,0,0,16,0,4,0,0,0,0,2,0,835,2417,106,2485,2933,8776,193,FileInfector,tachi
47638,4072,10876,33664,93428,6064,16291,14059,2231,46,2,5,1,2,10,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,2,0,2667,2951,300,2653,811,9382,189,FileInfector,commplat
48267,4364,10936,34572,86040,5088,16301,14062,2238,46,2,5,1,2,10,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,2,0,4564,798,350,3095,2868,11675,196,FileInfector,<unknown>
101365,41484,10836,47600,102224,43140,31281,24385,6895,21,1,5,1,4,30,34,9,36,3,0,1,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0,6,12,14,48,26,0,0,0,4,0,0,0,0,2,0,3,0,0,0,4,12,52,0,0,0,0,0,0,0,40,0,0,10,0,2,3463455,3253,97558,1781,2,0,5141,1632,2475,110,1460,10818,191,FileInfector,gudex
48422,4860,11016,34560,91572,5736,21396,18020,3375,46,2,5,1,2,11,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,2,0,2125,806,2494,272,3241,8938,191,FileInfector,commplat
50567,4988,11284,36384,92236,5820,21481,18475,3005,68,3,5,1,2,12,28,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,2,0,661,2453,331,4889,3360,11694,194,FileInfector,commplat
46815,4036,12132,32976,90052,5140,19354,14900,4453,46,2,5,1,2,9,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,2690,2133,622,2265,208,7918,192,FileInfector,commplat
47415,4640,10924,34436,94544,5444,16308,14117,2190,46,1,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,2,0,271,592,1990,7472,2954,13279,193,FileInfector,commplat
90248,25452,10784,57692,89092,26752,30058,24053,6004,7,1,4,1,4,31,34,10,40,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,192,96,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,319792,664,64081,558,2,0,100,2185,3125,1796,1096,8302,193,FileInfector,tachi
47713,4652,10960,33748,92088,6724,16291,14102,2188,46,2,5,1,2,10,26,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,0,0,0,0,2,0,308,672,2749,7734,1838,13301,191,FileInfector,<unknown>
99622,25796,10824,67068,89004,27056,34684,25887,8796,7,1,4,1,4,30,34,8,34,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,276,138,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,1081514,1000,52065,762,2,0,844,3725,1854,112,1755,8290,196,FileInfector,tachi
163536,40132,9896,105752,86360,45720,34045,28123,5921,151,4,6,3,4,35,34,9,36,2,0,1,0,0,0,0,0,0,1,0,0,0,14,48,0,0,30,2,1,0,18,4,4,15,0,0,0,14,13,0,6,12,14,108,10398,4,4,0,0,0,0,0,0,0,0,1,117,2,108,2,0,0,0,0,0,0,0,0,0,43,0,0,29,0,2,918,8,6206,94,4,0,2664,1860,2134,638,598,7894,191,FileInfector,commplat
51168,5320,11256,35828,90984,8356,21474,18481,2992,68,3,5,1,2,12,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,2,0,693,335,3202,3655,2215,10100,191,FileInfector,commplat
49151,3236,11056,36660,96704,4208,21644,18774,2869,92,4,6,2,2,13,29,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,2,0,287,2292,6566,2953,564,12662,193,FileInfector,commplat
88359,24516,10792,55552,85720,25508,32265,24876,7388,40,2,5,1,4,32,38,9,38,3,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,21,0,0,0,0,84,42,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,40,0,0,4,0,1,62978,114,11900,92,3,1,1753,2684,106,3373,1099,9015,193,FileInfector,tachi
167248,26620,11484,131184,95528,28344,53571,38433,15137,29,1,4,1,4,25,34,9,36,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,1132,566,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,42,0,0,4,0,1,4048030,4011,261801,2944,2,0,2239,1344,165,1829,3199,8776,190,FileInfector,tachi
105182,23976,10876,73428,90708,25040,37994,28097,9896,38,1,4,1,4,30,35,10,37,3,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,296,148,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,4,0,1,747130,849,127255,777,2,0,2052,2469,1193,105,1496,7315,192,FileInfector,tachi
49651,4896,11048,34792,93244,5940,17313,14167,3145,46,2,5,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,2,0,2538,2123,4779,269,553,10262,192,FileInfector,commplat
40749,3248,11816,28908,99128,3324,15510,11688,3821,43,2,4,1,2,16,27,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,3,0,1981,1426,613,124,2690,6834,190,FileInfector,<unknown>
42895,3500,10820,32840,94552,3600,23849,13993,9855,50,4,8,4,2,12,32,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1422,12,1425,15,3,1,2985,2220,109,2110,682,8106,193,FileInfector,leech
58989,4272,10776,46904,101300,4296,32520,24612,7907,75,6,9,6,2,14,34,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,20,0,0,24,16,0,0,0,8,16,0,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,3,0,112,783,3077,2456,2191,8619,191,FileInfector,leech
65377,18088,10676,39780,87876,19180,26647,21641,5005,31,2,5,1,4,28,35,9,36,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,0,0,0,0,2,0,1588,1365,154,2461,671,6239,192,FileInfector,tachi
49265,3240,10968,35532,96520,3868,17389,14469,2919,66,2,6,2,2,13,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,2,0,870,2907,2422,261,3135,9595,191,FileInfector,commplat
79179,33992,11856,35056,95624,35404,22718,19306,3411,35,3,5,1,6,35,37,10,39,3,0,1,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,74,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,160,0,0,16,0,4,240,6,3120,52,2,0,1055,2973,1733,2161,104,8026,193,FileInfector,<unknown>
103926,35460,10732,58220,84488,36328,36042,25311,10730,31,1,4,1,4,33,36,11,38,4,0,1,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,50,0,0,0,0,248,124,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,80,0,0,8,0,2,747776,933,94759,835,2,0,1502,1037,2103,5431,110,10183,193,FileInfector,tachi
89221,11876,11064,71964,71576,12528,41041,25535,15505,7,1,4,1,4,33,35,9,37,4,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,280,140,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,0,4,0,1,1143512,1170,89233,861,2,0,913,2096,106,7123,1821,12059,200,FileInfector,tachi
106362,14468,14512,84600,77480,15220,36251,25625,10625,7,1,4,1,4,29,34,9,38,3,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,472,236,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,404823,673,83927,659,2,0,1739,993,105,3020,1753,7610,196,FileInfector,tachi
52805,5268,10668,39140,98180,5448,18382,14177,4204,27,1,5,2,2,15,29,6,25,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,56,158,87,0,0,0,16,0,0,0,0,8,0,0,292,8,0,0,48,200,0,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0,0,3,0,1815,2450,1495,125,699,6584,191,FileInfector,gudex
137555,31388,10572,95300,107988,33208,45790,35618,10171,318,3,10,6,4,57,42,15,60,3,1,1,0,0,2,0,0,1,3,0,0,0,0,24,0,0,1,0,0,0,23,0,0,1,3,0,5,50,77,0,22,3,0,168,260,0,0,0,2,4,0,0,0,0,0,1,10,3,0,2,0,0,3,0,0,0,0,0,46,55,0,0,17,0,1,1377518,1085,43455,705,3,1,100,1908,3247,2948,745,8948,193,FileInfector,leech
96706,42352,12024,41664,105732,44156,26706,22094,4611,31,2,5,1,5,35,42,14,39,3,0,1,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,184,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,200,0,0,30,0,10,0,0,0,0,2,0,5321,2313,116,1660,780,10190,193,FileInfector,tachi
83571,21352,10804,56028,80848,22148,31758,23879,7878,7,1,4,1,4,29,34,9,38,3,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,0,140,70,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,3,0,1,1148362,1071,51922,717,2,0,1080,2202,108,1790,3118,8298,191,FileInfector,tachi
121963,17696,8572,80688,94756,18072,38490,29929,8560,103,1,10,4,4,56,46,25,69,4,4,2,21,7,3,0,6,2,3,2,9,0,1,49,0,0,8,2,2,23,41,0,0,8,9,1,5,41,55,10,6,38,95,380,204,5,8,2,3,2,6,9,0,2,0,12,19,11,7,2,0,0,5,62,6,6,0,5,38,44,1,0,14,4,1,2872339,2343,130028,1577,6,3,3042,2209,956,1802,292,8301,193,FileInfector,<unknown>
46452,2876,11008,34672,96332,4140,17313,14008,3304,46,2,5,1,2,10,26,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,2,0,145,2753,486,1407,1556,6347,193,FileInfector,commplat
