Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Process_android.os.Process_killProcess,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_SMS_android.telephony.SmsManager_sendMultipartTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.media.AudioRecord_startRecording,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_debug,Logcat_info,Logcat_error,Logcat_total,Process_total,Category,Family
60874,8112,10688,37828,100884,12476,24074,20177,3896,60,2,6,1,2,17,30,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,4,0,0,0,0,5,1,6485,1517,1892,801,3147,13842,191,Trojan_Dropper,locker
63032,3596,10044,49452,63228,6952,28661,22550,6110,52,2,6,2,2,23,32,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,1,0,0,0,0,3,0,1516,2604,608,1722,3414,9864,189,Trojan_Dropper,locker
38822,688,10800,31432,93088,696,14560,12853,1706,73,0,7,2,2,9,30,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,8,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,240,6,360,6,4,2,3435,793,3366,1926,1525,11045,190,Trojan_Dropper,hqwar
50589,6104,10136,33472,76780,7592,16289,13261,3027,38,1,6,2,2,10,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,2,0,0,0,0,3,1,1514,3199,2181,5361,1002,13257,189,Trojan_Dropper,locker
45207,4700,10896,30284,91940,4716,15311,11217,4093,7,1,5,1,2,12,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,125,2,2,70,0,55,55,0,55,14,14,70,1,0,19,0,14,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,14,0,0,5340,89,5,1,1210,3438,5960,1531,2546,14685,190,Trojan_Dropper,<unknown>
53731,6604,10168,35176,74684,10424,16409,13355,3053,19,4,7,2,2,17,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,29,0,4,0,0,0,0,4,1,3265,793,1687,2756,1539,10040,190,Trojan_Dropper,locker
38584,4508,11228,28216,80760,4524,9098,5879,3218,16,0,5,1,2,3,26,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,74,0,0,37,0,37,37,0,37,0,0,37,0,0,0,0,0,0,4,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,9,0,0,0,0,4,0,2636,2448,3978,1519,1124,11705,190,Trojan_Dropper,hqwar
77592,13812,10600,53200,89284,16624,37863,30800,7062,153,8,5,2,4,48,37,25,43,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,1,1138,3,385,4,3,0,1600,9146,2589,2217,633,16185,189,Trojan_Dropper,ramnit
74806,15784,10816,50132,93892,16244,34033,27672,6360,294,1,5,0,4,18,31,10,39,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,34,32,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,20,0,0,2,0,29,0,2,0,0,0,0,4,1,3716,2967,1069,3162,1517,12431,187,Trojan_Dropper,locker
56350,6960,10132,37640,76104,10988,19540,16463,3076,38,3,7,2,2,16,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,31,0,4,0,0,0,0,4,1,2525,1524,2665,730,1692,9136,188,Trojan_Dropper,locker
56507,8116,11172,36828,76540,11588,17524,13541,3982,31,4,6,1,2,17,32,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,2,0,0,0,0,3,1,1509,3568,3021,865,1880,10843,188,Trojan_Dropper,<unknown>
53288,6196,10140,36048,72132,10124,17547,13855,3691,23,5,8,3,2,20,32,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,35,0,5,0,0,0,0,3,1,3033,3084,1528,1915,1007,10567,190,Trojan_Dropper,locker
59110,2604,10828,48600,101832,2648,16583,12812,3770,35,0,8,3,2,11,32,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,77,6,6,2,0,75,75,0,75,0,0,2,0,118,6,1,4,6,4,2,2,152,0,0,27,0,28,0,28,0,0,0,0,0,0,0,14,0,0,0,0,0,0,104,100,100,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2224,21,6085,58,4,1,3029,1523,881,1776,3633,10842,191,Trojan_Dropper,<unknown>
54780,8180,11356,35232,68460,12184,16346,13167,3178,13,2,6,1,2,15,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,41,0,7,0,0,0,0,4,1,4726,3395,840,1506,2578,13045,188,Trojan_Dropper,locker
58351,1524,10124,52268,55984,1532,18695,15060,3634,3,1,5,0,2,9,26,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,26,0,1,0,0,0,0,3,1,4165,703,1510,1760,4776,12914,191,Trojan_Dropper,locker
45255,6392,11916,31664,65232,6408,13104,9551,3552,4,1,6,1,2,9,27,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,20,0,0,0,0,4,1,13350,3694,1634,1353,2989,23020,189,Trojan_Dropper,gorpo
89963,36140,10696,39480,101544,37800,23171,20203,2967,17,2,6,2,4,32,34,10,40,2,0,1,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,4,0,82,86,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,17,0,4,0,0,1140,19,3,1,4301,833,2530,1521,7531,16716,192,Trojan_Dropper,hqwar
140442,5352,10056,126872,65348,5820,44371,30632,13738,140,6,10,4,4,18,38,13,51,0,3,0,0,0,66,23,0,0,0,0,41,0,28,8,0,0,16,0,38,0,0,26,0,0,0,12,12,0,0,13,0,0,5,0,4,8,5,6,110,110,453,232,44,80,50,6,6,2,46,0,0,0,2,4,6,4,153,40,6,2,2,264,44,0,0,0,0,0,0,0,3,0,0,0,0,0,38,1,1,122239,702,213636,846,4,3,3254,3665,753,2408,1522,11602,191,Trojan_Dropper,ztorg
106241,4360,9816,94660,63076,4648,30479,22384,8094,91,2,8,2,4,14,34,13,49,0,3,0,0,0,33,12,0,0,0,0,21,0,17,2,0,0,20,0,44,0,0,30,0,0,0,14,14,0,0,15,0,0,3,0,4,8,7,2,55,55,232,119,30,54,26,5,4,1,38,0,0,1,1,2,5,2,81,20,7,2,2,132,22,0,0,0,0,0,0,0,3,2,0,0,0,0,32,1,1,67076,338,93513,425,3,3,1868,915,1402,1515,2069,7769,193,Trojan_Dropper,ztorg
49621,6404,10140,33568,76268,8444,16289,13381,2907,38,1,6,2,2,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,10,0,2,0,0,0,0,4,1,1032,3320,1519,7910,2001,15782,189,Trojan_Dropper,locker
43134,1352,10168,36780,67796,1368,17691,14148,3542,45,6,8,3,2,21,34,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,3,1,4011,1556,2311,1233,2956,12067,192,Trojan_Dropper,locker
54028,7716,10156,34804,71220,11760,16342,13319,3022,13,2,6,1,2,16,30,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,44,0,8,0,0,0,0,4,1,2453,3244,3045,1521,877,11140,188,Trojan_Dropper,locker
46954,424,11028,42796,69964,428,8463,6505,1957,0,0,5,0,2,3,26,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,0,0,13,0,13,13,0,13,0,0,13,0,132,44,0,0,0,27,6,0,0,0,0,1,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,5,1,6216,1481,1782,749,2743,12971,192,Trojan_Dropper,hqwar
55977,7676,10172,35212,74428,11740,16382,13718,2663,17,3,7,2,2,12,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,42,0,7,0,0,0,0,4,1,3681,1520,2910,2542,861,11514,189,Trojan_Dropper,locker
45879,3684,11656,32604,80772,4068,15239,12333,2905,36,1,6,2,2,10,26,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,48,0,13,0,0,0,0,2,1,898,4185,6272,1517,2058,14930,191,Trojan_Dropper,locker
54173,7028,11380,35540,69436,11040,16394,13122,3271,17,3,7,2,2,17,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,41,0,7,0,0,0,0,4,1,4479,2881,739,1512,1682,11293,191,Trojan_Dropper,locker
57038,7284,11232,36056,68832,11000,17448,13372,4075,28,2,6,1,2,15,31,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,3,0,0,0,0,3,1,1502,5401,1918,945,3015,12781,188,Trojan_Dropper,locker
54511,7588,10096,35440,75896,10544,16498,13432,3065,31,6,7,2,2,14,30,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,0,4,0,0,0,0,4,1,2414,1521,2863,805,3459,11062,187,Trojan_Dropper,locker
81269,14068,10512,55368,95836,17060,38476,31632,6843,256,18,5,2,4,41,38,34,51,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,1,5514,11,1530,12,3,0,693,1800,2650,1641,8288,15072,189,Trojan_Dropper,ramnit
40276,1076,10848,34260,88564,1088,14296,11899,2396,6,1,4,0,2,11,28,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0,5,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,1,40,1,420,7,5,1,3085,886,1514,1919,3460,10864,193,Trojan_Dropper,hqwar
52192,5912,10144,35276,70676,9832,16387,13525,2861,17,3,7,2,2,16,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,34,0,5,0,0,0,0,3,1,2457,3133,902,1519,2837,10848,193,Trojan_Dropper,locker
52793,5956,11436,34932,69552,10100,14294,12760,1533,13,2,6,1,2,15,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,48,0,9,0,0,0,0,4,1,958,1794,4951,3483,1511,12697,190,Trojan_Dropper,locker
55595,8040,10096,35604,76104,11988,16502,13649,2852,33,6,7,2,2,17,33,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,25,0,4,0,0,0,0,4,1,2683,2588,794,1668,1525,9258,187,Trojan_Dropper,locker
54832,6984,10144,35000,70588,11128,16385,13593,2791,17,3,7,2,2,12,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,34,0,5,0,0,0,0,3,1,2753,2632,1506,3157,887,10935,188,Trojan_Dropper,locker
52127,5596,10136,34508,71784,9620,14318,13090,1227,17,2,6,1,2,14,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,29,0,5,0,0,0,0,3,1,2541,841,1525,2837,2030,9774,189,Trojan_Dropper,locker
53666,7888,10092,35088,68084,11652,16382,13480,2901,17,3,7,2,2,13,31,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,49,0,9,0,0,0,0,4,1,2476,3052,3025,1519,1018,11090,189,Trojan_Dropper,<unknown>
58528,4896,10904,43860,89604,4912,15346,11354,3991,9,1,5,1,2,13,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,125,2,2,70,0,55,55,0,55,14,14,70,1,0,19,0,14,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,14,0,0,5040,84,5,1,2203,6567,698,1512,1978,12958,188,Trojan_Dropper,hqwar
47001,6884,10840,30596,84512,6900,14246,11431,2814,11,1,5,1,2,12,28,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,8,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,7,0,0,5460,91,3,1,915,5180,2440,7401,1502,17438,188,Trojan_Dropper,hqwar
49364,6756,10208,33024,76672,7896,16287,13184,3102,38,1,6,2,2,9,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,9,0,2,0,0,0,0,4,1,877,1500,1901,5603,3394,13275,192,Trojan_Dropper,<unknown>
148124,7112,9676,133868,61804,7552,44859,26055,18803,74,2,9,2,6,19,38,17,71,0,2,0,0,0,70,25,0,0,0,0,70,0,15,4,0,0,20,0,42,0,0,28,0,0,0,14,14,0,0,14,0,0,35,0,8,16,21,0,222,222,372,236,47,122,50,8,10,4,67,2,0,0,2,42,6,4,150,40,8,2,2,600,44,0,0,0,0,0,0,0,3,4,0,0,0,0,46,3,1,110476,752,222683,919,5,4,724,2635,3422,1510,2211,10502,191,Trojan_Dropper,ztorg
58298,5404,10068,39776,76800,7596,20228,16031,4196,62,5,6,1,2,20,32,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,13,0,4,0,0,0,0,2,1,849,2272,1505,3255,2123,10004,185,Trojan_Dropper,locker
58629,8328,10100,38000,74872,12736,19562,16724,2837,40,4,7,2,2,18,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32,0,4,0,0,0,0,3,1,1520,2524,3533,852,2711,11140,188,Trojan_Dropper,locker
46819,3784,12208,30308,92564,6216,17497,13777,3719,43,2,6,1,2,15,32,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,9,0,9,0,0,0,0,3,1,8566,3001,1512,711,1984,15774,191,Trojan_Dropper,locker
56001,7656,10164,35188,76084,12456,16383,13570,2812,17,3,7,2,2,13,31,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,44,0,8,0,0,0,0,4,1,3379,1023,1524,2671,3396,11993,191,Trojan_Dropper,locker
52541,6588,10160,35280,73836,9484,17330,14635,2694,25,2,6,1,2,11,31,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,16,0,0,0,0,3,1,1515,2923,12216,1224,3713,21591,189,Trojan_Dropper,locker
58636,6672,10136,41248,73976,8012,25586,21486,4099,26,1,5,1,2,14,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,0,0,43,0,14,0,0,0,0,2,0,2525,1352,8861,1500,3527,17765,188,Trojan_Dropper,locker
