Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Process_android.app.ActivityManager_killBackgroundProcesses,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_evaluateJavascript,API_WebView_android.webkit.WebView_postUrl,API_WebView_android.webkit.WebView_setWebContentsDebuggingEnabled,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.content.ContextWrapper_databaseList,API_Database_android.content.ContextWrapper_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_deleteDatabase,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.net.wifi.WifiInfo_getIpAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getNetworkId,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceSoftwareVersion,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexFile_loadDex,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_SystemManager_android.content.BroadcastReceiver_abortBroadcast,API_SMS_android.telephony.SmsManager_sendTextMessage,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.location.Location_getLatitude,API_DeviceData_android.location.Location_getLongitude,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_info,Logcat_verbose,Logcat_error,Logcat_debug,Logcat_total,Process_total,Category,Family
51989,8280,10452,26968,72436,8436,7603,4627,2975,8,0,7,1,2,5,25,3,14,0,0,0,0,114,38,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,8,0,0,0,2,0,1,1,5,6,0,0,2,3,0,19,0,74,148,4,36,0,0,58,215,78,82,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,18,0,21,2483,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,37,38,18,1208,10,2699,14,4,3,1107,2615,1510,3071,3599,11902,187,Riskware,skymobi
70565,6792,10696,50344,83216,12248,36035,29464,6570,634,5,15,12,2,25,55,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,1,344698,276,14577,242,4,0,3265,515,1511,5359,2047,12697,186,Riskware,mobilepay
64882,7576,10672,41680,99972,14024,23250,18067,5182,84,4,5,2,2,13,33,6,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,40,36,17,0,0,0,6,0,8,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,18736,113,17370,130,4,0,2193,3074,5044,825,1510,12646,187,Riskware,smsreg
44275,6304,9908,25404,85000,6316,10838,7293,3544,9,1,5,2,8,12,30,10,19,0,0,0,0,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,6,6,6,6,0,6,0,0,6,9,0,17,0,28,56,0,32,0,0,66,320,32,62,0,0,0,0,7,0,6,6,0,12,0,0,0,7,0,46,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,14,19310,419,42042,471,5,4,1574,3481,2967,3029,942,11993,187,Riskware,smsreg
88016,7596,10444,71216,83768,8476,30987,24499,6487,220,10,11,4,2,28,39,7,30,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,34,26,2,28,3,0,16,16,14,30,5,5,3,15,0,14,0,3,6,4,4,0,0,74,38,5,0,0,0,10,5,0,1,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,12,12,0,0,0,0,1,0,6,0,0,0,1,0,0,11,1,1,13148,55,9267,69,10,1,1802,582,2553,2111,1512,8560,187,Riskware,smsreg
70229,18560,10812,44840,73304,19244,26984,23105,3878,9,3,4,1,4,31,34,10,40,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,5,5,4,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,1,2393,16,2750,16,3,0,2072,3940,1520,2216,1009,10757,189,Riskware,smsreg
95121,33396,10604,49672,111976,35616,21512,16700,4811,28,1,4,1,4,19,34,11,33,2,0,0,0,24,8,0,0,0,0,0,0,0,3,0,0,8,0,0,0,14,0,38,0,0,0,8,0,0,0,30,31,0,0,8,0,0,0,0,32,29,0,0,12,12,46,42,37,24,0,0,14,0,10,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,330,1358,1819,1508,1630,6645,190,Riskware,smsreg
38233,2308,13172,29292,81016,2316,11813,7647,4165,0,0,2,0,2,3,24,5,20,0,0,0,0,1321,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,389,0,0,235,43,0,351,352,0,353,0,0,43,0,0,0,0,43,86,0,0,29,26,42,667,43,86,0,0,0,0,41,0,0,0,0,0,0,0,0,16,11,0,0,86,0,0,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43,12079,125,71027,146,3,0,4953,1495,1379,5888,3978,17693,188,Riskware,tencentprotect
102428,41448,10696,43172,95048,44840,24791,21451,3339,33,2,6,1,4,46,38,10,37,4,0,1,0,0,0,36,0,0,15,0,0,0,11,10,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,312,415,3,0,11,11,2,1,13,24,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,0,22,0,0,104,0,0,0,0,0,0,0,6,242,0,0,0,0,0,0,38,0,11,1920,48,3180,53,5,2,1524,1141,6531,3716,2901,15813,188,Riskware,smsreg
59155,18804,10760,26260,63072,18940,7576,4514,3061,8,0,7,1,2,5,25,3,12,0,0,0,0,138,46,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,2,0,1,1,5,6,0,0,2,19,0,26,0,96,192,9,46,32,32,75,232,91,96,2,0,0,0,2,0,0,0,0,2,0,0,0,9,6,0,0,22,0,26,3271,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,46,46,22,769771,544,17162,342,4,3,2836,1524,3375,1175,3401,12311,189,Riskware,skymobi
114517,27752,11488,76832,78664,29200,35139,26178,8960,46,3,7,3,4,42,36,9,36,2,0,2,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,29,2,4,15,15,272,136,5,18,2,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,0,10,22,0,0,0,0,0,0,7,0,1,3039884,2640,160840,1928,5,1,632,2900,2264,1619,2049,9464,189,Riskware,smsreg
90028,31700,10520,45432,114852,33708,19740,16959,2780,28,1,4,1,4,26,33,15,45,3,0,0,0,147,49,0,0,0,0,0,0,0,15,10,0,2,0,0,0,7,0,160,0,0,0,54,0,0,0,106,106,0,0,54,0,0,0,0,166,151,0,0,68,67,283,180,151,130,0,0,62,0,19,0,0,0,0,0,15,0,0,19,1,0,0,30,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,15,1477,6,27575,426,3,0,4024,1233,3468,3695,1581,14001,186,Riskware,smsreg
45357,7416,10728,22264,66152,7428,8945,5121,3823,0,0,3,0,2,3,22,1,6,0,0,0,0,124,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,82,164,4,42,0,0,49,189,88,92,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,20,0,22,2529,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,41,42,20,0,0,60,1,4,1,2430,2703,1047,1512,3009,10701,186,Riskware,skymobi
51801,17064,10784,24796,56184,17084,7385,4320,3064,8,0,7,1,2,5,25,3,12,0,0,0,0,135,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,24,0,91,182,4,46,0,0,50,189,90,102,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,22,0,24,2698,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,46,46,22,739,8,1580,11,4,3,3001,3846,6179,1511,1040,15577,187,Riskware,skymobi
111625,44380,10712,48432,105940,48560,33026,29748,3277,59,3,6,2,4,37,37,10,40,4,0,1,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,23,0,0,0,5,0,0,0,18,18,0,0,5,0,0,16,0,96,91,5,12,0,0,0,0,1,36,0,1,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,110,0,0,0,0,0,0,28,0,5,0,0,0,0,3,1,1021,2604,1531,2937,3140,11233,191,Riskware,smsreg
23660,4292,11428,9288,79840,8052,17489,13650,3838,64,2,4,1,2,12,27,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,21,9,0,0,0,2,0,4,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,1,7984,50,7816,56,4,0,4544,2159,790,1525,2868,11886,188,Riskware,smsreg
99119,40404,10724,43124,104616,43872,24777,21241,3535,33,2,6,1,4,48,38,10,37,4,0,1,0,0,0,32,0,0,13,0,0,0,9,8,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,256,341,5,0,9,9,2,1,11,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,18,0,0,88,0,0,0,0,0,0,0,6,198,0,0,0,0,0,0,32,0,9,1600,40,2460,41,5,2,1116,1516,6137,2745,3241,14755,187,Riskware,smsreg
125706,5928,10608,103496,72072,14012,43878,35871,8006,1282,6,13,10,2,21,41,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,6,0,114,1,0,1,1,0,0,0,0,113,10,10,1,0,0,0,0,7,14,0,20,0,0,8,8,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,219,113,1,0,0,0,0,0,13,0,1,824,12,2003,12,4,0,3004,3109,1554,4208,674,12549,188,Riskware,smsreg
121328,31376,8016,69832,88516,33028,36570,28044,8525,203,7,12,7,7,54,41,14,57,2,0,0,0,12,8,0,0,0,0,0,0,0,18,2,0,4,0,0,0,5,0,19,112,0,112,4,0,3,3,12,15,0,0,4,8,0,4,0,43,73,5,8,2,81,83,3905,22,40,10,3,2,0,7,0,0,0,0,10,1,0,0,61,3,7,1,3,0,4,2,5,3,0,0,0,0,0,18,10,0,0,0,0,0,0,14,14,1,160589,804,90516,994,6,2,733,2518,1513,2503,2946,10213,188,Riskware,<unknown>
43077,7828,9496,24388,73380,7844,10097,5719,4377,8,0,6,1,2,5,24,6,13,0,0,0,0,193,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,46,0,168,351,4,86,0,0,29,31,196,96,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,4680,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,86,91,46,0,0,0,0,3,3,2024,957,1920,1172,1448,7521,190,Riskware,skymobi
108698,33548,10528,59996,104132,38708,38107,29828,8278,220,5,8,5,4,34,36,9,37,2,0,1,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,14,1,1,23,38,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,13,1,1,0,0,480,8,3,0,2263,2443,3724,750,1516,10696,188,Riskware,smspay
26288,7068,8928,6132,69864,7296,8298,6556,1741,0,0,4,0,2,5,25,4,16,0,0,0,0,111,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,3,0,3,0,0,3,2,0,21,0,76,152,15,40,0,0,46,185,74,86,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,18,0,20,2358,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,41,38,18,84,2,200,4,4,3,810,6122,1515,2326,2313,13086,188,Riskware,skymobi
49058,14464,10620,25116,64732,14476,9265,5309,3955,0,0,3,0,2,5,27,2,8,0,0,0,0,114,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,18,0,74,148,6,38,0,0,46,181,83,83,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,18,0,20,2286,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,38,38,18,84,2,140,3,4,2,2639,1253,1505,3401,3121,11919,189,Riskware,skymobi
45391,7216,12112,29304,99484,7228,17637,13344,4292,79,5,4,1,2,22,28,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,10932,55,8868,66,4,0,2507,629,4267,1511,1585,10499,186,Riskware,revmob
88785,32708,10684,42624,107268,35632,15284,11733,3550,28,0,4,1,4,25,32,14,41,4,0,0,0,201,67,0,0,0,0,0,0,0,19,16,0,4,0,0,0,10,0,245,0,0,0,83,0,0,0,162,162,0,0,83,0,0,0,0,222,203,0,0,92,92,462,291,218,190,0,0,94,0,32,0,0,0,0,0,19,0,0,25,1,0,0,38,0,0,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,19,1679,11,24059,322,3,0,1490,3621,4372,4018,1586,15087,186,Riskware,<unknown>
102699,35308,10476,52760,112680,37352,19586,16748,2837,28,1,5,1,4,26,33,13,39,3,0,0,0,135,45,0,0,0,0,0,0,0,15,12,0,2,0,0,0,7,0,170,0,0,0,55,0,0,0,115,116,0,0,55,16,0,4,0,184,183,16,0,399,415,326,202,164,158,32,0,66,0,20,0,0,0,0,0,15,0,0,50,14,0,0,46,0,0,32,63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,104,16,15,6021,66,25805,352,4,1,1804,3138,1079,3695,3318,13034,184,Riskware,smsreg
104073,39012,10556,51272,97200,41352,19765,16871,2893,28,0,4,1,4,21,30,13,41,2,0,0,0,105,35,0,0,0,0,0,0,0,11,7,0,4,0,0,0,10,0,121,0,0,0,38,0,0,0,83,83,0,0,38,13,0,4,0,129,129,12,0,306,317,263,166,127,122,26,0,48,0,17,0,0,0,0,0,11,0,0,39,24,0,0,35,0,0,22,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,11,48610,134,47179,583,4,1,905,1750,2975,2986,3535,12151,186,Riskware,smsreg
77999,3300,8912,65788,66108,3304,9270,6718,2551,0,0,3,0,2,9,28,5,23,0,0,0,0,12,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,2,0,8,16,8,0,0,0,31,170,4,10,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,4,786,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,1,5,2,571,4,1280,5,4,1,1542,1413,1685,245,1488,6373,192,Riskware,skymobi
55340,20688,10780,23684,60148,20844,9303,5278,4024,0,0,3,0,2,5,27,2,8,0,0,0,0,150,51,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,25,0,102,204,6,50,0,0,54,193,106,108,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,25,0,27,3002,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,51,52,25,739,8,1564,11,4,2,1520,3482,3814,1049,2981,12846,188,Riskware,skymobi
70493,6636,10680,50688,95036,12540,27916,21998,5917,217,6,7,3,2,18,36,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,3,6,2,4,20,18,10,2,2,0,2,0,4,0,0,0,0,0,0,0,0,19,5,0,0,1,0,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,1,10716,71,11680,92,5,1,592,2559,1936,2733,1507,9327,185,Riskware,smsreg
49843,8152,10768,33900,90684,8164,18305,14057,4247,20,2,4,1,4,9,27,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,398,0,107,107,6,0,0,0,0,392,4,4,6,0,0,0,0,0,0,0,0,0,0,114,57,14,0,0,0,14,0,7,0,0,0,7,0,7,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,332073,385,26198,334,3,0,2615,3711,1180,1512,12929,21947,186,Riskware,smsreg
69272,4180,10676,54104,81740,7956,24087,19441,4645,283,19,5,2,2,14,42,6,25,0,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,24,0,0,0,8,0,0,0,16,16,0,0,8,6,0,0,0,1,2,0,4,0,0,50,48,44,29,0,0,4,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2107,12,4523,12,4,0,1508,2624,2770,2994,689,10585,188,Riskware,<unknown>
53423,6880,10868,38332,99752,6924,17491,13560,3930,6,1,4,1,2,10,29,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,375,0,90,90,5,0,0,0,0,370,7,7,5,0,0,0,0,0,0,0,0,0,0,96,48,12,0,0,0,12,0,6,0,0,0,6,0,6,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,332932,405,41488,358,3,0,1397,3651,2206,10112,1516,18882,190,Riskware,<unknown>
89154,32488,10660,45912,106820,33948,13513,10472,3040,28,1,4,1,4,23,35,13,39,4,0,0,0,156,52,0,0,0,0,0,0,0,19,11,0,4,0,0,0,10,0,227,0,0,0,76,0,0,0,151,152,0,0,76,21,0,0,0,223,223,20,0,513,533,334,218,201,187,42,0,78,0,27,0,0,0,0,0,19,0,0,63,17,0,0,59,0,0,40,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,136,20,19,7080,80,30452,411,4,1,2888,1867,3687,1276,3231,12949,186,Riskware,smsreg
52670,9368,11696,32916,95032,9460,17370,13900,3469,175,4,5,1,2,16,32,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,6,1066512,808,22880,511,3,1,2834,2983,1773,821,1533,9944,185,Riskware,smsreg
41110,12636,10792,18368,54088,12648,8470,4883,3586,0,0,3,0,2,3,22,1,6,0,0,0,0,117,39,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,2,0,1,1,5,6,0,0,2,3,0,19,0,75,150,7,36,0,0,59,216,75,86,2,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,19,0,22,2575,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,38,38,19,779,9,2827,16,4,2,2968,1040,1514,3255,2731,11508,189,Riskware,skymobi
70482,9344,10760,43776,96336,16236,25760,19592,6167,168,6,6,3,2,13,33,7,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,38,35,15,0,0,0,4,0,7,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,19792,91,15272,106,4,0,1983,1525,3134,828,2963,10433,186,Riskware,smsreg
44742,7508,10660,21964,65144,7528,8925,5142,3782,0,0,3,0,2,3,22,2,8,0,0,0,0,129,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,1,2,0,20,0,82,164,7,40,0,0,49,183,84,84,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,2504,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,20,0,0,0,0,4,3,1504,953,3011,2666,3044,11178,190,Riskware,<unknown>
74739,6392,10920,52828,98084,12720,23254,17338,5915,189,6,6,3,2,15,34,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,196,69,69,19,2,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,14087,89,11917,134,4,0,3079,2110,1786,2836,657,10468,186,Riskware,smsreg
73628,22616,10764,44036,72676,23716,26976,23113,3862,9,3,4,1,4,28,35,10,42,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,5,5,4,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,1,2393,16,2790,17,3,0,2575,3395,1514,1972,894,10350,185,Riskware,smsreg
39594,8380,10704,18692,71428,8384,7896,5737,2158,0,0,3,0,2,4,24,2,10,0,0,0,0,103,40,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,12,111,0,111,2,0,1,1,9,10,0,0,2,3,0,19,0,63,126,10,30,32,32,58,213,68,72,2,0,0,0,3,0,0,0,0,2,0,0,0,5,0,0,0,15,0,19,30,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,31,33,15,2826,21,6167,27,5,4,1493,3190,3056,3369,1068,12176,188,Riskware,skymobi
90647,31408,10644,44828,114664,33912,20952,16883,4068,27,1,4,1,4,26,33,9,36,4,0,0,0,155,52,0,0,0,0,0,0,0,14,11,0,8,0,0,0,16,0,202,0,0,0,68,0,0,0,134,134,0,0,68,0,0,0,0,162,148,0,0,42,42,339,223,175,142,0,0,68,0,28,0,0,0,0,0,14,0,0,21,3,0,0,28,0,0,0,40,39,0,0,0,0,0,0,2,0,0,0,0,0,0,117,0,14,2649,19,33480,441,3,0,3351,1512,1235,3061,3677,12836,189,Riskware,smsreg
