Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ViewRootImpl,Memory_AppContexts,Memory_Activities,Memory_Assets,Memory_LocalBinders,Memory_ProxyBinders,Memory_ParcelMemory,Memory_ParcelCount,Memory_DeathRecipients,Memory_OpenSSLSockets,Memory_WebViews,API_Command_java.lang.Runtime_exec,API_Command_java.lang.ProcessBuilder_start,API_WebView_android.webkit.WebView_loadUrl,API_WebView_android.webkit.WebView_loadData,API_WebView_android.webkit.WebView_loadDataWithBaseURL,API_WebView_android.webkit.WebView_addJavascriptInterface,API_WebView_android.webkit.WebView_postUrl,API_FileIO_libcore.io.IoBridge_open,API_FileIO_android.content.ContextWrapper_openFileInput,API_FileIO_android.content.ContextWrapper_openFileOutput,API_FileIO_android.content.ContextWrapper_deleteFile,API_Database_android.content.ContextWrapper_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_execSQL,API_Database_android.database.sqlite.SQLiteDatabase_getPath,API_Database_android.database.sqlite.SQLiteDatabase_insert,API_Database_android.database.sqlite.SQLiteDatabase_insertOrThrow,API_Database_android.database.sqlite.SQLiteDatabase_insertWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_openDatabase,API_Database_android.database.sqlite.SQLiteDatabase_openOrCreateDatabase,API_Database_android.database.sqlite.SQLiteDatabase_query,API_Database_android.database.sqlite.SQLiteDatabase_queryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_rawQuery,API_Database_android.database.sqlite.SQLiteDatabase_rawQueryWithFactory,API_Database_android.database.sqlite.SQLiteDatabase_update,API_Database_android.database.sqlite.SQLiteDatabase_updateWithOnConflict,API_Database_android.database.sqlite.SQLiteDatabase_compileStatement,API_IPC_android.content.ContextWrapper_sendBroadcast,API_IPC_android.content.ContextWrapper_startActivity,API_IPC_android.content.ContextWrapper_startService,API_IPC_android.content.ContextWrapper_stopService,API_IPC_android.content.ContextWrapper_registerReceiver,API_Binder_android.app.ContextImpl_registerReceiver,API_Binder_android.app.ActivityThread_handleReceiver,API_Binder_android.app.Activity_startActivity,API_Crypto_javax.crypto.spec.SecretKeySpec_$init,API_Crypto_javax.crypto.Cipher_doFinal,API_Crypto-Hash_java.security.MessageDigest_digest,API_Crypto-Hash_java.security.MessageDigest_update,API_DeviceInfo_android.telephony.TelephonyManager_getDeviceId,API_DeviceInfo_android.telephony.TelephonyManager_getSubscriberId,API_DeviceInfo_android.telephony.TelephonyManager_getLine1Number,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperator,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkOperatorName,API_DeviceInfo_android.telephony.TelephonyManager_getSimOperatorName,API_DeviceInfo_android.net.wifi.WifiInfo_getMacAddress,API_DeviceInfo_android.net.wifi.WifiInfo_getBSSID,API_DeviceInfo_android.telephony.TelephonyManager_getSimCountryIso,API_DeviceInfo_android.telephony.TelephonyManager_getSimSerialNumber,API_DeviceInfo_android.telephony.TelephonyManager_getNetworkCountryIso,API_DeviceInfo_android.os.Debug_isDebuggerConnected,API_Network_java.net.URL_openConnection,API_Network_com.android.okhttp.internal.huc.HttpURLConnectionImpl_getInputStream,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResource,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findResources,API_DexClassLoader_dalvik.system.BaseDexClassLoader_findLibrary,API_DexClassLoader_dalvik.system.DexClassLoader_$init,API_Base64_android.util.Base64_decode,API_Base64_android.util.Base64_encode,API_Base64_android.util.Base64_encodeToString,API_SystemManager_android.app.NotificationManager_notify,API_SystemManager_android.telephony.TelephonyManager_listen,API_DeviceData_android.content.ContentResolver_query,API_DeviceData_android.content.ContentResolver_registerContentObserver,API_DeviceData_android.content.ContentResolver_insert,API_DeviceData_android.content.ContentResolver_delete,API_DeviceData_android.accounts.AccountManager_getAccountsByType,API_DeviceData_android.accounts.AccountManager_getAccounts,API_DeviceData_android.os.SystemProperties_get,API_DeviceData_android.app.ApplicationPackageManager_getInstalledPackages,API__sessions,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Battery_wakelock,Battery_service,Logcat_warning,Logcat_verbose,Logcat_error,Logcat_info,Logcat_debug,Logcat_total,Process_total,Category,Family
31240,1368,12816,24404,76216,1380,7944,5086,2857,0,0,2,0,2,2,22,6,9,0,0,0,81,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,1949,1615,848,123,4695,9230,190,PUA,secapk
209993,18116,11244,184260,76884,18932,68685,59802,8882,324,10,22,18,4,66,53,15,60,2,39,20,0,0,10,0,26,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,44,43,0,28,0,0,584,299,0,0,0,38,0,38,0,38,0,0,61,0,125,105,2,0,2,0,0,26,26,16,15,0,20,0,0,0,0,23,7,1,802404,1167,193509,1082,2,1,118,3472,1501,3150,2900,11141,191,PUA,scamapp
74024,8652,10624,57568,88480,9804,33701,27656,6044,135,6,6,2,4,33,33,8,34,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,13,0,2,0,4,2,5,1,2,12,6,0,0,0,0,6,12,8,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,6,1,168481614,123613,2490784,62085,2,1,1710,2688,663,268,4607,9936,192,PUA,utchi
57876,2400,11124,43836,88528,7528,28692,20411,8280,442,3,6,2,2,17,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,8,4,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,49590987,33812,470508,11637,2,1,188,616,2314,2094,3189,8401,193,PUA,utchi
22801,652,9628,16920,57960,660,6400,3845,2554,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1100,2152,722,1206,122,5302,188,PUA,secapk
85118,5888,10688,64880,100372,11552,37352,31613,5738,310,6,8,5,2,26,36,10,42,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,0,15,0,0,0,2,0,2,2,11,13,2,2,3,2,0,0,0,1,2,0,12,0,0,26,9250,19,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,12,0,1,1754,26,6010,27,4,0,766,3251,2450,1875,129,8471,191,PUA,umpay
36935,1844,12120,29700,68744,1856,7946,4926,3019,0,0,2,0,2,2,24,6,9,0,0,0,93,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,31,0,0,0,0,2,0,993,5644,1885,2455,118,11095,193,PUA,secapk
30848,1568,12832,24108,75840,1580,7929,4721,3207,0,0,2,0,2,2,23,5,7,0,0,0,84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,144,3746,1477,2885,9041,17293,193,PUA,secapk
66777,1952,11196,53592,93520,5396,30360,24552,5807,135,5,8,4,2,23,31,4,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,6,0,6,5,10,1,2,10,5,0,0,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,53516536,37907,777591,19272,2,1,4278,1635,2880,705,275,9773,192,PUA,utchi
62562,2212,11096,48668,93748,6904,29142,22723,6418,254,4,6,2,2,16,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,14,7,0,0,0,0,7,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,167989912,121246,2491270,62098,3,1,3052,3983,768,306,1848,9957,191,PUA,utchi
238394,17276,10752,214188,81008,18048,71875,59301,12573,298,10,23,19,4,67,54,14,54,2,42,19,0,0,8,0,30,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,46,45,0,32,0,0,806,419,0,0,0,40,0,39,0,39,0,0,61,0,117,108,2,0,2,0,0,30,30,14,13,0,20,0,0,0,0,23,6,1,785731,1122,194483,1126,2,1,125,3010,2904,1909,1509,9457,194,PUA,scamapp
22332,140,9660,16952,60944,152,6401,3885,2515,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1383,2257,1145,610,106,5501,188,PUA,secapk
60646,18616,9472,28612,81692,21064,16970,14270,2699,74,5,4,1,2,19,26,6,25,0,0,0,6,2,0,0,0,0,0,0,2,2,0,15,48,184,17,0,17,73,0,0,0,96,96,0,0,120,31,0,0,0,65,130,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,33,0,0,2,2,0,2,0,0,0,0,0,0,104,0,15,1280,32,1920,32,3,0,3844,2061,119,891,3321,10236,192,PUA,secapk
119395,8112,10428,99316,112612,9496,26216,21712,4503,127,7,6,3,6,22,37,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,19,0,31,31,0,31,0,0,19,0,0,4,0,2,4,2,2,0,12,1359,1369,1,4,0,0,2,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,22,0,1,3804,36,8874,63,3,0,2777,6635,1839,626,121,11998,191,PUA,youmi
100809,6436,10112,83456,85136,9788,27944,23555,4388,85,5,6,3,2,25,35,22,32,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,38,0,0,0,28,0,0,0,10,10,1,1,14,0,0,0,0,0,0,2,20,0,2,226,228,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,32,0,1,389,4,569,5,4,0,1750,3075,5100,428,894,11247,190,PUA,youmi
27252,2784,9524,17184,72132,2800,5381,4065,1315,0,0,1,0,2,2,23,6,10,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,134,853,1913,1666,2728,7294,194,PUA,secapk
59941,3196,11184,44944,92124,8132,26517,19749,6767,218,6,6,2,2,15,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,10,5,0,0,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,53926836,39034,816039,20248,2,1,2695,4005,1946,225,684,9555,190,PUA,utchi
142713,36376,13020,92236,103760,38552,33745,26855,6889,172,4,10,7,4,42,40,10,42,2,0,4,10,4,8,0,0,4,0,3,12,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,0,14,0,4,551,525,10,4,4,2,12,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,80,0,0,0,0,11,0,1,32263,98,13552,116,4,0,119,1057,443,2349,1187,5155,193,PUA,youmi
30467,1256,12760,24188,76164,1268,7945,4812,3132,0,0,2,0,2,2,22,6,11,0,0,0,66,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,5183,176,1464,4707,2076,13606,191,PUA,<unknown>
32196,2264,8764,23300,64672,2268,6422,4046,2375,0,0,1,0,2,2,24,7,12,0,0,0,66,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,22,0,0,0,0,2,0,2182,109,3756,4331,1415,11793,192,PUA,secapk
37559,4416,9432,25856,74092,4424,6394,4689,1704,0,0,2,0,2,2,22,6,10,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,114,783,2231,2869,1406,7403,194,PUA,secapk
63123,1972,10984,48800,94856,6548,28806,23125,5680,314,5,6,2,2,15,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,10,5,0,0,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,182264985,129381,2688136,67045,2,1,2991,1965,721,4139,281,10097,192,PUA,utchi
136148,44928,10708,78744,98756,46656,39944,33468,6475,59,4,9,5,4,44,43,11,46,4,0,2,0,0,9,0,12,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,80,76,0,20,0,0,277,1795,0,0,0,8,0,8,0,8,0,0,26,0,48,39,2,0,8,0,0,45,45,0,17,0,100,0,0,0,0,31,5,4,490583,535,39951,461,2,1,1173,1452,118,3069,2439,8251,193,PUA,scamapp
58480,2992,11096,44348,82084,7636,25587,20120,5466,92,3,6,2,2,19,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,8,4,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,24626114,19291,414971,10243,4,1,233,825,2811,4339,1831,10039,193,PUA,utchi
77662,12708,10648,57876,95896,13160,38879,30740,8138,149,4,6,2,4,32,34,10,40,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,23,0,6,0,3,9,18,1,2,18,9,0,0,0,0,9,18,11,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,9,1,15429,80,13563,83,3,1,298,2003,674,3360,5005,11340,191,PUA,utchi
63780,3328,11116,48908,86912,8084,28896,22296,6599,320,6,6,2,2,16,30,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,10,5,0,0,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,163713179,113908,2017249,50278,2,1,2629,1667,235,714,3590,8835,190,PUA,utchi
47655,8740,10828,30560,83564,8908,16381,13003,3377,21,2,5,1,2,14,28,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,4,4,0,4,0,0,2,0,0,4,0,0,0,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,22,0,2,0,0,0,0,3,0,3692,1649,115,3545,1063,10064,192,PUA,youmi
28163,2876,9636,16840,70848,2888,5363,3740,1622,0,0,2,0,2,2,22,6,10,0,0,0,69,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,139,1407,3996,4434,2741,12717,192,PUA,secapk
31018,1592,12960,24292,75924,1604,7943,4876,3066,0,0,2,0,2,2,22,5,7,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,0,2355,6147,5505,1382,155,15544,191,PUA,secapk
57301,1664,10764,48616,88980,2692,24871,17461,7409,232,2,6,2,2,16,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,4,8,16,1,2,16,8,0,0,0,0,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,168435740,122466,2536001,63215,3,1,292,2920,801,1877,4160,10050,191,PUA,utchi
22905,68,9644,17000,62352,76,6401,3871,2529,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1281,455,111,2341,1409,5597,186,PUA,secapk
78478,21216,11764,48768,100672,22288,29521,24365,5155,61,1,4,1,4,31,35,9,38,2,0,3,0,0,4,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,0,1,1908,17,3187,36,2,0,102,1479,1620,2262,2807,8270,193,PUA,scamapp
60914,5736,11112,46060,90308,7368,15179,11909,3269,13,1,5,1,2,8,26,3,14,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,17,2061,2085,11,22,12,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,2458,27,4003,35,4,0,824,3217,298,8685,2026,15050,191,PUA,youmi
36726,1884,12016,29320,69732,1896,7899,4944,2954,0,0,1,0,2,2,25,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,0,0,0,2,0,4092,143,1513,2323,5081,13152,193,PUA,<unknown>
61853,2112,11168,47124,95312,7092,28968,21722,7245,218,10,6,2,2,17,29,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,2,12,6,0,0,0,0,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,175720870,123114,2161718,53867,2,1,198,464,2657,1724,1454,6497,191,PUA,utchi
109770,40248,10632,55240,109972,42524,42889,24959,17929,86,3,7,4,4,26,35,12,48,0,0,1,0,0,15,0,3,3,0,3,1,2,0,0,22,75,14,0,14,21,24,15,15,15,30,3,3,15,0,3,0,0,56,53,0,4,0,0,106,382,1,2,0,0,2,0,0,0,0,2,3,0,5,0,48,0,6,0,0,3,3,0,0,0,60,0,0,0,0,37,0,3,10642,38,10014,44,3,0,231,2347,1959,3107,758,8402,191,PUA,youmi
27045,2072,10424,17184,70096,2084,6402,3722,2679,0,0,2,0,2,2,22,6,11,0,0,0,69,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,9158,3321,2795,1369,102,16745,191,PUA,secapk
81568,20508,15544,50936,86576,21660,29771,25076,4694,75,1,4,1,4,33,34,9,36,2,0,3,0,0,4,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,0,1,0,0,0,0,2,0,1768,114,1467,1506,3401,8256,190,PUA,scamapp
21878,616,9656,16972,60812,628,6403,3995,2407,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1366,2125,590,1178,97,5356,190,PUA,secapk
61851,2600,10976,47732,92756,7540,29565,22323,7241,404,7,6,2,2,15,30,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,12,6,0,0,0,0,6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,70116294,53979,677819,16813,2,1,253,742,3196,1841,2773,8805,193,PUA,utchi
90777,2656,10968,79836,88756,4280,23606,19023,4582,58,1,5,2,2,19,33,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,14,0,6,6,0,6,0,0,14,0,0,0,0,6,12,0,0,0,12,1252,1264,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,1,2628,24,3844,30,3,0,503,214,2039,3290,1553,7599,191,PUA,youmi
28331,4616,9816,16124,64448,4624,5330,3776,1553,0,0,2,0,2,2,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,0,2,0,0,2,0,0,4,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,2,0,5021,4561,3012,142,1179,13915,194,PUA,youmi
30317,1212,12936,24168,75520,1224,8954,4794,4159,0,0,2,0,2,2,23,6,9,0,0,0,93,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,2,0,9116,149,2478,1630,4293,17666,193,PUA,secapk
37638,3436,11988,29632,67108,3448,7946,4856,3089,0,0,2,0,2,2,24,6,9,0,0,0,87,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,29,0,0,0,0,2,0,1490,117,3154,3893,11792,20446,192,PUA,secapk
36348,1900,12004,29216,69528,1916,7900,4775,3124,0,0,1,0,2,2,25,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,29,0,0,0,0,2,0,1466,104,6490,2842,4105,15007,193,PUA,secapk
94272,5612,10100,81924,82860,5660,13707,10632,3074,48,2,5,2,2,15,28,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,168,0,74,37,0,37,8,8,84,0,0,24,0,21,42,0,16,0,42,5259,5310,13,30,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,7,10956,92,23006,168,2,3,1265,282,3071,3826,3606,12050,195,PUA,youmi
58240,9528,10872,41912,95276,10108,26622,18742,7879,45,2,4,1,4,26,31,8,32,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,2,0,1,1,0,0,2,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,3,0,1,520,13,7140,119,3,0,1682,113,2668,894,3191,8548,193,PUA,cauly
40020,6984,12360,26192,92208,7000,13181,10280,2900,7,1,4,1,2,9,27,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,4,4,0,4,0,0,2,0,0,4,0,0,0,2,0,0,0,8,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,0,0,0,2,0,2448,3215,116,775,10854,17408,191,PUA,<unknown>
21728,100,9664,16904,57420,108,6402,3857,2544,0,0,2,0,2,2,23,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3703,737,133,1183,1416,7172,192,PUA,secapk
46814,3844,11912,32044,94708,7284,10262,9055,1206,26,1,4,1,2,8,27,4,16,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,374,17,34,0,0,34,0,0,0,0,34,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,0,3,0,2051,705,1824,158,11910,16648,193,PUA,youmi
